Player Name,Assists,Points,Total rebounds,Steals,Game ID,Defensive rebounds,3-pointers attempted,3-pointers made,Field goals attempted,Field goals made,Free throws attempted,Free throws made,Minutes played,Personal fouls,Turnovers,Blocks,Offensive rebounds,Field goal percentage,Free throw percentage,3-pointer percentage
Marcus Morris,4,19,6,,183,,3,3,,,,,,,,,,,,
Jon Leuer,,14,,,183,,,,,,,,,,,,,,,
Andre Drummond,,13,9,,183,,,,,,,,31,,,,,,,
Paul George,,21,,,183,,,,,,,,,,,,,,,
Lavoy Allen,3,18,11,2,183,,,,,,,,32,,,1,,,,
Myles Turner,,13,,,183,,,,,,,,,,,,,,,
CJ Miles,,13,,,183,,,,,,,,,,,,,,,
Jeff Teague,,13,,,183,,,,,,,,,,,,,,,
Al Jefferson,,13,,,183,,,,,,,,,,,,,,,
Roy Hibbert,,18,7,,184,,,,11,6,6,6,,,,,,,,
Rodney Stuckey,,11,,1,184,,2,,,,,,,,2,,,,,
CJ Miles,,22,,,184,,9,6,14,8,,,32,,,2,,,,
Luis Scola,,14,5,,184,,,,9,7,2,0,17,,,,,,,
Zaza Pachulia,,12,14,,184,,,,,,,,,,,,,,,
Brandon Knight,7,20,2,4,184,2,5,2,19,9,,,,1,2,,,,,
John Henson,,14,10,,184,,,,,,,,23,,,,,,,
Paul George,1,10,1,,185,,,,,,,,,,,,,,,
Myles Turner,1,18,7,,185,,,,,,,,,,,1,,,,
CJ Miles,,8,5,,185,,,,,,,,,,,,,,,
Jeff Teague,6,16,3,1,185,,,,,,,,,,,,,,,
Rodney Stuckey,3,12,1,2,185,,,,,,,,,,,,,,,
Glenn Robinson III,,13,5,,185,,,,,,,,,,,,,,,
Luke Babbitt,1,9,3,1,185,,,,,,,,,,,,,,,
Hassan Whiteside,,22,17,1,185,,,,,,,,,,,,,,,
Dion Waiters,3,22,2,2,185,,,,,,,,,,,,,,,
Goran Dragic,4,21,2,2,185,,,,,,,,,,,,,,,
James Johnson,8,15,7,2,185,,,,,,,,,,,2,,,,
Robin Lopez,1,14,6,1,186,,,,,,,,,,,1,,,,
Michael Carter-Williams,2,14,7,2,186,,,,,,,,,,,,,,,
Denzel Valentine,2,19,2,2,186,,,,,,,,30,,,,,,,
Rajon Rondo,6,12,4,3,186,,,,,,,,27,,,,,,,
Bobby Portis,,13,7,1,186,,,,,,,,,,,,,,,
Markieff Morris,2,19,,,186,,,,,,,,,,,,,,,
Marcin Gortat,,10,12,1,186,,,,,,,,,,,1,,,,
Bradley Beal,,19,,,186,,,,,,,,,,,,,,,
John Wall,14,26,6,1,186,,,,,,,,,,5,1,,,,
Jason Smith,,7,6,,186,,,,,,,,,,,3,,,,
Alec Burks,3,22,2,1,187,,5,1,15,9,3,3,,,,,,,,
Trey Burke,11,11,,,187,,5,1,15,5,,,,,,,,,,
Paul Millsap,3,30,17,2,187,,8,4,23,13,,,,,,2,,,,
Kyle Korver,6,17,10,,187,,7,4,10,5,3,3,38,,,,,,,
Tobias Harris,1,21,9,1,188,,1,0,15,9,,,,,1,1,1,,,
Nikola Vucevic,2,19,13,,188,,,,,,,,40,,,,,,,
Evan Fournier,2,13,,,188,,,,,,,,40,,,,,,,
Elfrid Payton,7,9,,,188,,,,14,3,,,,,,,,,,
Pau Gasol,,16,13,,188,,,,,,,,,,,,,,,
Jimmy Butler,,21,9,,188,,,,15,7,,,,,,,,,,
Kirk Hinrich,3,5,,,188,,,,,,,,30,,,,,,,
Doug McDermott,,12,,,188,,2,1,6,4,,,,,,,,,,
Aron Baynes,,12,4,,189,,,,8,6,,,24,,,,,,,
Danny Green,4,19,8,2,189,,10,5,13,7,,,,1,,2,1,,,
Tony Parker,6,17,3,,189,2,,,10,6,5,5,,,,,1,,,
Manu Ginobili,,13,,,189,,,,,,,,,,,,,,,
Marco Belinelli,,10,,,189,,,,,,,,,,,,,,,
Andre Drummond,,10,9,,189,,,,10,4,6,2,,4,,2,4,,,
Kentavious Caldwell-Pope,,20,3,,189,,5,2,,,4,4,,,,,,,,
D.J. Augustin,6,22,3,,189,,6,2,18,8,4,4,,,,,,,,
Derrick Rose,1,30,7,,190,,,,33,,,,,,11,,,,,33
Andrew Wiggins,4,20,,5,191,,,,,,,,,,,,,,,
Gorgui Dieng,1,25,9,2,191,,,,,,,,,,,3,,,,
Karl-Anthony Towns,,17,12,1,191,,,,,,,,,,,3,,,,
Ricky Rubio,12,13,,3,191,,,,,,,,,,0,0,0,,,
Kevin Durant,1,28,6,,191,,,,,,,,,,6,1,,,,
Serge Ibaka,,,,1,191,,1,,,,,,20,,,1,,,,
Steven Adams,,8,13,,191,,,,,,,,,,,,,,,
Andre Roberson,,2,,,191,,,,,,,,,,,,,,,
Russell Westbrook,8,26,4,,191,,,,,,,,,,5,,,,,
Enes Kanter,,17,14,,191,,,,,,,,,1,,,,,,
Kevin Durant,,,,,192,,6,,,,,,,,,,,,,
Russell Westbrook,5,,,,192,,,,,,6,6,,,,,,,,
Marc Gasol,,,,,192,,,,,,,,,2,2,,,,,
Al-Farouq Aminu,,16,3,3,193,,,,,,,,,,,,,,,
CJ McCollum,6,17,5,,193,,,,,,,,,,,,,,,
Damian Lillard,7,19,3,,193,,,,,,,,37,,,,,,,
Ed Davis,,13,8,,193,,,,,,,,27,,,2,,,,
Andrew Wiggins,,17,5,,193,,,,,,,,40,,,,,,,
Karl-Anthony Towns,2,27,12,,193,,2,,,,,,,,3,2,,,,
Ricky Rubio,15,9,6,,193,,,,,,,,,,,,,,,
Gorgui Dieng,,15,5,,193,,,,,,,,24,,,,,,,
Richard Jefferson,,5,,,194,,,,,,,,,,,,,,,
Kevin Love,1,27,16,,194,,,,,,,,,,,,,,,
Tristan Thompson,3,2,12,,194,,,,,,,,,,,1,,,,
Kyrie Irving,7,24,2,1,194,,5,,,,,,,,,,,,,
Kay Felder,,9,,,194,,,,,,,,,,,,,,,
Jordan McRae,,9,,,194,,,,,,,,,,,,,,,
Paul George,5,21,11,2,194,,,,,,,,,,,1,,,,
Thaddeus Young,1,16,,1,194,,,,,,,,,,,,,,,
Myles Turner,,12,,1,194,,,,,,,,,,,4,,,,
Jeff Teague,8,20,4,1,194,,,,,,,,,,,1,,,,
CJ Miles,,10,,1,194,,,,,,,,,,,,,,,
Gordon Hayward,,17,,,195,,6,2,13,5,,,,,,,,,,
Derrick Favors,,16,12,,195,,,,,,,,,,,,,,,
Enes Kanter,,14,11,,195,,,,,,,,,,,,,,,
Alec Burks,4,14,,,195,,,,13,6,,,,,,,,,,
Dante Exum,5,9,,,195,,,,,,5,5,,,,,,,,
Josh Smith,,13,9,,195,,,,,,,,,,,,,,,
Greg Monroe,,19,11,,195,,,,,,,,,,,,,,,
Andre Drummond,,,18,,195,,,,,,,,,,,,,,,
Brandon Jennings,5,23,,,195,,7,3,15,8,4,4,,,,,,,,43
JJ Redick,3,17,3,,196,,,,,,,,,,,,,,,
Chris Paul,16,20,8,,196,,,,,,,,,,,,,,,
Andrew Wiggins,1,7,,,196,,,,9,3,,,,,6,,,,,
Karl-Anthony Towns,1,16,11,,196,,,,,,,,,,,,,,,
Bradley Beal,,31,5,,197,,,,,,,,,5,,,,,,
John Wall,15,15,,,197,,7,2,20,6,,,,,,,,,,
Victor Oladipo,6,25,6,,197,,,,16,10,,,,,,,,,,
Russell Westbrook,11,35,14,,197,,6,1,35,12,,,,3,,,,,,
Kawhi Leonard,6,25,7,,198,,,,,,,,,,,,,,,
Tony Parker,5,13,,,198,,,,,,,,,,,,,,,
Jonathon Simmons,,12,,,198,,,,,,,,,,,,,,,
Danilo Gallinari,,16,10,,198,,,,,,,,,,,,,,,
Will Barton,,12,9,,198,,,,,,,,29,,,,,,,
Jameer Nelson,,12,,,198,,,,,,,,,,,,,,,
Salah Mejri,,16,17,,199,,,,,,,2,21,2,,,,,,
Kris Humphries,,11,15,,200,,,,8,4,4,3,,,,,,,,
Marcin Gortat,,14,8,,200,,,,12,6,,,,,,,,,,
Bradley Beal,,13,1,,200,,3,3,15,5,,,,,,,,,,
John Wall,7,11,7,,200,,3,1,16,5,,,,,,,,,,
Otto Porter,,14,,,200,,4,3,8,5,2,1,,,,,,,,
Markieff Morris,4,16,7,,200,,2,0,17,7,2,2,,,,,,,,
Goran Dragic,2,20,,2,200,,4,2,15,8,4,2,,,,,,,,
Isaiah Thomas,4,18,,,200,,8,4,13,4,7,6,20,,,,,,,
Brandan Wright,,13,5,,200,,,,7,6,1,1,17,,,,,,,
Andrew Wiggins,,29,1,,201,,,,,,,,,,,1,,,,
Ricky Rubio,5,5,,,201,,,,,,,,,,,,,,,
Rudy Gay,2,,,,201,,,,,,,,,,2,2,2,,,
DeMarcus Cousins,,,,,201,2,2,,,,,,,,,,,,,
Anthony Davis,,27,,,202,,,,,,,,,,,,,,,
Norris Cole,6,10,3,,202,,,,,,,,,,,,,,,
Jrue Holiday,,27,,,202,,,,,,,,,,,,,,,
Ryan Anderson,,26,3,1,202,,4,,,,,,,,,1,,,,
Gorgui Dieng,4,12,12,,202,,,,,,,,,,,1,,,,
Karl-Anthony Towns,1,19,12,,202,,,,,,,,,,,1,,,,
Andrew Wiggins,2,15,,,202,,,,,,,,,,,2,,,,
Ricky Rubio,7,11,5,,202,,,,,,,,,,,,,,,
Zach LaVine,2,12,2,,202,,,,,,,,,,,3,,,,
Shabazz Muhammad,1,14,9,,202,,,,,,,,,,,,,,,
Nemanja Bjelica,1,10,4,,202,,,,,,,,,,,,,,,
Hollis Thompson,,15,,,203,,,,,,,,,,,,,,,
Jerami Grant,,14,,,203,,,,12,6,4,2,,,,,,,,
Isaiah Canaan,,15,,,203,,,,,,,,,,,,,,,
Ish Smith,4,,9,,203,,,,,,,,,,,,,,,
Paul George,3,15,6,2,203,,5,1,16,4,6,6,,,,,,,,
Ian Mahinmi,,12,10,,203,,,,8,6,,,,,,,,,,
Monta Ellis,5,13,,,203,,7,3,12,5,,,,,,,,,,
Jae Crowder,,17,9,2,204,,,,,5,,7,29,2,,,,,,
Isaiah Thomas,6,18,,,204,,7,,,,,,,,,,,,,
Andrea Bargnani,4,25,7,,204,,,,,,,,,,,2,,,,
Gordon Hayward,6,25,9,1,205,,,,17,9,,,34,,,,,,,
George Hill,,17,,,205,,,,,,5,4,,,,,,,,
Joe Ingles,,12,,,205,,5,4,6,4,,,27,,,,,,,
Kentavious Caldwell-Pope,,10,,,205,,,,12,4,,,,,,,,,,
Ish Smith,,16,,,205,,,,9,6,,,28,,,,,,,
Tobias Harris,,12,,,205,,,,,,,,,,,,,,,
Aron Baynes,,12,,,205,,,,,,,,,,,,,,,
Solomon Hill,,14,,,206,,,,,,,,,,,,,,,
Donald Sloan,,,6,,206,6,,,,,,,,,,,,,,
Chris Copeland,,19,12,1,206,,,,,,,,,1,,,,,,
Paul Pierce,2,,,,206,,,,15,3,,,,2,,,,,,
Marcin Gortat,,14,10,,206,,,,,,,,,2,,2,,,,
Garrett Temple,,16,7,,206,,,,,,,,,,,,,,,
John Wall,,31,,,206,,,,,,,,,,,,,,,
Kobe Bryant,,21,,,207,,,,,,,,34,,,,,,,
Julius Randle,4,16,6,3,207,,,,,,,,,,,,,,,
Jordan Clarkson,4,19,3,4,207,,,,,,,,,,,,,,,
D'Angelo Russell,5,16,4,,207,,,,,,,,,,,,,,,
CJ McCollum,,28,,,207,,,,,,,,,,,,,,,
Damian Lillard,7,29,4,,207,,,,,,,,,,,,,,,
Meyers Leonard,,7,6,,207,,,,,,,,,,,1,,,,
Marvin Williams,,16,8,,208,,,,,,,,,,,,,,,
Kemba Walker,10,25,6,,208,,,,,,,,,,,,,,,
Frank Kaminsky,,22,3,,208,,,,,,,,,,,,,,,
Trevor Ariza,3,16,,,208,,,,,,,,,,,,,,,
Patrick Beverley,5,8,8,,208,,,,,,,,,,,,,,,
James Harden,10,40,15,,208,,,,,,,,,,,,,,,
Andrew Wiggins,2,36,8,1,209,,,,29,,,,,,,,,,,
Karl-Anthony Towns,4,21,7,,209,,,,,,,,,,,1,,,,
Zach LaVine,1,17,2,,209,,,,,,,,,,,,,,,
Kris Dunn,2,,3,1,209,,,,,,,,16,,,,,,,
Tyus Jones,7,12,5,5,209,,,,,,,,32,,,,,,,
Rondae Hollis-Jefferson,2,13,4,,209,,,,,,,,,,,,,,,
Trevor Booker,1,15,9,3,209,,,,,,,,,,,1,,,,
Brook Lopez,1,26,3,,209,,,,,,,,,,,3,,,,
Bojan Bogdanovic,2,13,1,1,209,,,,,,,,,,,,,,,
Sean Kilpatrick,3,14,5,1,209,,,,,,,,,,,,,,,
Klay Thompson,,34,,,210,,,,,,,,32,,,,,,,
Stephen Curry,6,23,,,210,,,,,,,,,,,,,,,
Russell Westbrook,7,15,8,,210,,,,16,4,,,,,5,,,,,
Jeff Teague,9,30,5,,211,,,,16,9,9,9,,,,,,,,
Russell Westbrook,15,31,11,,211,,,,34,13,,,40,,,,,,,
Buddy Hield,7,22,8,,212,,,,,,,,,,,,,,,
Skal Labissiere,8,10,10,,212,,,,,,,,,,,,,,,
Draymond Green,,23,,3,212,,,,,,,,,,,1,,,,
Klay Thompson,,,,,212,,,2,14,3,,,,2,,,,,,
Stephen Curry,,27,,6,212,,,,,,,,,,,,,,,
Gordon Hayward,,18,,,213,,,3,,,,,,,,,,,,
Rudy Gobert,,12,14,,213,,,,7,4,4,4,,,,,6,,,
Shelvin Mack,12,13,4,,213,,,,11,5,,,,,6,,,,,
Trey Lyles,4,14,4,,213,,,,,,,,,,,,,,,
Giannis Antetokounmpo,7,12,,2,213,,,,,,,,,,,2,,,,
Jabari Parker,2,19,8,,213,,,,14,8,,,,,,,,,,
Khris Middleton,,13,,,213,,,,,,,,,,,,,,,
Dennis Schroder,8,31,5,,214,,,,,,,,,,,,2,63,,
Russell Westbrook,7,46,11,,214,9,,,,,,,,2,,,2,,,
DeAndre Jordan,,9,26,,215,20,,,,,,,41,,,,,,,
Chris Paul,12,,,,215,,,,,,,,,,,,,,,
Pau Gasol,,4,15,,215,,,,13,2,,,33,,,,,,,
Aaron Brooks,,14,,,215,,6,,17,5,,,,4,,,,,,
Nikola Mirotic,,29,,,215,,,,,,,,31,,,,,,,
Tyson Chandler,,18,20,,216,,,,11,8,6,2,,,,,,,,
Monta Ellis,7,23,,3,216,,3,0,26,11,1,1,,,,,,,,
Brandon Knight,5,25,6,4,216,,5,2,16,8,7,7,,,,,,,,
Khris Middleton,,21,8,3,216,,1,1,13,8,6,4,30,,,1,,,,
Brook Lopez,,20,,,217,,,,,,,,,,,,,,,
Markel Brown,7,21,8,,217,,,,,,,,,,,,,,,
Gary Harris,,21,,3,217,,,,,,,,,,,,,,,
Emmanuel Mudiay,7,25,6,,217,,,,,,,,,,,,,,,
J.J. Barea,5,18,3,,218,,,,,,,,,,1,,1,,,75
Clint Capela,,4,,,218,,,,,,,,,,,,,,,
Nene,,11,,,218,,,,,,,,,,,,,,,
Sam Dekker,,9,,,218,,3,3,,,,,,,,,,,,
Kawhi Leonard,,25,10,,219,,,,,,,,,,,,,,,
Pau Gasol,,,,,219,,,,,,,,17,,,,,,,
Danny Green,,11,,,219,,,,,,,,,,,,,,,
Patty Mills,,19,,,219,,,,,,,,,,,,,,,
David Lee,,15,,,219,,,,,,,,,,,,,,,
Davis Bertans,,15,,,219,,,,,,,,,,,,,,,
Avery Bradley,,19,,,219,,,,,,,,,,,,,,,
Isaiah Thomas,,24,,,219,,,,,,,,,,,,,,,
Marcus Smart,,9,,,219,,,,,,,,,,,,,,,
Kelly Olynyk,,9,,,219,,,,,,,,,,,,,,,
Blake Griffin,,16,9,,220,,,,15,6,,,,,,,,,,
DeAndre Jordan,,8,14,,220,,,,,,,,,,,,,,,
Chris Paul,4,13,4,,220,,,,,,,,,,,,,,,
Jamal Crawford,,12,,,220,,,,,,,,,,,,,,,
Glenn Robinson III,,17,,,220,,,,,,,,,,,,,,,
Myles Turner,,17,12,,220,,,,,,,,,,,,,,,
Jeff Teague,10,7,2,2,220,2,,,,,,,,,,,,,,
Al Jefferson,2,,,,220,,,,,,,,,,,,,,,
Rodney Stuckey,2,,,,220,,2,,,,,,,,,,,,,
Paul Pierce,,15,5,,221,,8,5,10,5,,,,,,,,,,
Bradley Beal,7,20,5,,221,,3,2,22,8,3,2,43,2,,,2,,,
Ramon Sessions,4,21,,,221,,5,3,14,8,,,,,,,,,,
Otto Porter,5,15,8,,221,,3,2,12,6,2,1,,,,,,,,
DeMarre Carroll,4,22,6,,221,,4,1,16,9,3,3,,,,,,,,
Paul Millsap,,18,11,4,221,,,,,,,,,,,,,,,
Al Horford,6,18,,3,221,,,,,,,,,,,,,,,
Kent Bazemore,,10,,,221,,2,2,3,3,2,2,17,,,,,,,
Kevin Durant,,,,,222,,,,16,5,,,,,,,,,,
Russell Westbrook,,,,,222,,,,16,5,,,,,,,,,,
Dion Waiters,,,,,222,,,,14,3,,,,,,,,,,
Zach Randolph,3,21,18,,222,,,,,,,,37,,,1,,,,
Mike Conley,3,10,2,,222,,,2,,,,,29,,,,2,,,
Karl-Anthony Towns,,10,12,,223,,,,,,,,31,,1,,,,,
Andrew Wiggins,,18,6,,223,,,,,,,,37,,,,,,,
Ricky Rubio,14,7,,,223,,,,9,2,,,,,1,,,,,
Zach LaVine,,15,,,223,,,,,,,,25,,,,,,,
Kawhi Leonard,,17,11,,223,,,,,,,,37,,,,,,,
David West,,11,,,223,,,,,,,,,,,,,,,
Tony Parker,,12,,,223,,,,,,12,,,,,,,,,
Manu Ginobili,,13,,,223,,6,,11,,,,,,,,,,,
Patty Mills,,11,,,223,,,,,,,,,,,,,,,
Boban Marjanovic,,17,,,223,,,,7,7,,,15,,,,,,,
Kevin Durant,4,37,4,4,224,,,2,16,,16,,,2,,1,,,,
Draymond Green,9,5,13,,224,,,,,,,,38,,,3,,,,
Zaza Pachulia,,5,10,,224,,,,,,,,,,,,,,,
Klay Thompson,2,14,6,,224,6,6,,,,,,,,,1,,,,
Stephen Curry,3,28,1,,224,1,8,5,,,5,5,,5,1,,,,,
TJ Warren,1,26,6,1,224,,,2,,,,,,,,1,,,,
Tyson Chandler,1,8,18,,224,,,,,,,,,,,,,,,
Devin Booker,,7,,,224,,,,12,3,,,,,,,,,,
Eric Bledsoe,6,21,5,1,224,,,1,,,,,,,,,,,,
Brandon Knight,3,9,1,2,224,,,,,,,,,,,,,,,
Paul George,,16,,2,225,,,,,,,,,,,,,,,
Rodney Stuckey,,23,,,225,,,,,,,,,,,,,,,
Andre Drummond,,25,29,,225,,,,17,12,,,,,4,,,,,
Reggie Jackson,,,,,225,,,,,,,,,,6,,,,,
Andre Roberson,,4,,,226,,,,,,,,22,,,,,,,
Jeremy Lamb,,,,,226,,,,,,,,17,,,,,,,
Anthony Davis,5,22,7,,227,,,,,,,,,,,4,,,,
Ryan Anderson,,23,,,227,,11,6,,,,,,,,,,,,
Mike Conley,4,9,2,,228,,,,,,,,26,,,,,,,
Zach Randolph,,26,18,,228,,,,,,,,31,,,,,,,
Al-Farouq Aminu,,15,14,,228,,,,,,,,,,,,,,,
CJ McCollum,4,16,2,,228,,,,,,,,,,,,,,,
Damian Lillard,7,17,,,228,,,2,14,4,7,7,,,7,,,,,
Allen Crabbe,,9,6,,228,,,,,,,,,,,,,,,
Tyreke Evans,,26,,,229,,,,13,9,,,,,,,,,,
Skal Labissiere,,15,,,229,,,,10,7,,,15,,,,,,,
David Lee,,18,10,,229,,,,9,8,,,31,,,,,,,
Patty Mills,10,17,,,229,,,,,,,,27,,,,,,,
Manu Ginobili,5,19,4,3,229,,,,,,2,2,25,,,,,,,
Evan Fournier,,9,,,230,,,,5,,,,,,,,,,,
Elfrid Payton,,,,,230,,,,5,,,,16,,,,,,,
Aaron Gordon,2,11,7,,230,,,,,,,,,,,,,,,
Mario Hezonja,,10,,,230,,,,,,,,,,,,,,,
Shabazz Napier,,10,,,230,,,,,,,,,,,,,,,
LeBron James,3,29,5,2,230,,,,,,,,,,,,,,,
Kevin Love,,10,13,,230,12,,,,,,,,,,,,,,
Tristan Thompson,,10,12,,230,,,,,,,,,,,,,,,
Kyrie Irving,5,13,2,,230,,,,,,,,21,,,,,,,
James Jones,1,10,3,,230,,,,,,,,,,,,,,,
Draymond Green,,20,,,231,,,,,,,,,,,,,,,
Stephen Curry,,29,,,231,,,,,,,,,,,,,,,
Richard Jefferson,,,,,231,,,2,,,,,,,2,,,,,
Jameer Nelson,,,,1,231,,,,,,,,28,,,,,,,
Al Horford,3,16,9,,232,,,,,,,,,,,,,,,
Isaiah Thomas,5,29,,,232,,,,16,9,,,,,,,,,,
Kelly Olynyk,3,19,7,2,232,,,,11,8,,,,,,2,,,,
Gerald Green,,16,,,232,,,,8,7,,,,,,,,,,
Gordon Hayward,4,31,,,232,,,,,,,,,,,,,,,
Rudy Gobert,,14,,,232,,,,,,,,,,,,,,,
George Hill,4,22,,3,232,,,,,,,,,,,,,,,
Anthony Davis,4,28,10,4,233,,,,,,,,,,,4,,,,
Jrue Holiday,,20,,,233,,,,,,,,,,,,,,,
Kawhi Leonard,,26,5,,233,,,,,,,,,,,,,,,
LaMarcus Aldridge,,36,,,233,,,,,,12,12,,,,,,,,
David West,,,,,233,,,,,,2,2,,,,2,,,,
Ryan Anderson,,29,,,234,,,,,,,,,,,,,,,
James Harden,13,29,15,2,234,,,2,23,8,14,11,,,,,,,,
Eric Gordon,,23,,,234,,,,,,,,,,,,,,,
Kevin Durant,2,39,,3,234,,,,,,,,,,,3,1,,,
Draymond Green,9,20,15,,234,,,,,,,,,,,1,,,,
Klay Thompson,,15,,,234,,,,,,,,,1,,,,,,
Stephen Curry,,28,,,234,,,4,22,,,,,,,1,1,,,
Andre Iguodala,5,10,,,234,,,,,,,,,,,,1,,,
Robert Covington,,12,3,,235,,5,2,11,5,,,,,,,,,,
Nerlens Noel,,10,12,,235,,,,8,2,6,6,,,,3,,,,
Jason Richardson,,10,3,2,235,3,5,1,12,4,2,1,26,2,,,,33,,20
Ish Smith,5,11,4,,235,,1,1,13,5,,,,,,,,,,
Roy Hibbert,,14,15,,235,,,,12,5,5,4,31,,,5,,,,
George Hill,4,17,9,,235,,5,1,16,8,2,0,,1,,,1,,,
Rodney Stuckey,4,12,,3,235,,2,1,13,4,3,3,,,,,2,,,
Luis Scola,2,15,6,2,235,,,,12,7,1,1,,2,,,,,,
Kevin Durant,9,32,,,236,,,,,,,,,,,2,,,,
Kendrick Perkins,,4,4,,236,,,,,,,,,,,,,,,
LeBron James,,34,,,236,,,2,25,,,,,,2,2,,,,
Kevin Love,,19,13,,236,,,,,,,,,,,,,,,
Andrew Wiggins,,11,,,237,,,,,,,,,,,,,,,
Karl-Anthony Towns,1,35,14,1,237,,,,21,14,,,40,,,2,,,,
Ricky Rubio,8,22,,,237,,,,,,,,28,,,,,,,
Giannis Antetokounmpo,7,18,4,,237,,,,,,,,40,,,2,,,,
Tony Snell,,19,6,,237,,,,,,,,28,,,,,,,
Matthew Dellavedova,,16,,,237,,,,,,,,28,,,,,,,
Jonas Valanciunas,,21,,,238,5,,,,,5,,36,,,,,,,
DeMar DeRozan,8,27,8,1,238,,,,,,,,41,,,,,,,
Lou Williams,,23,,,238,,,5,,,,,33,,,,,,,
Thaddeus Young,,29,,4,238,,,,,,,,37,,,,,,,
Brook Lopez,,30,17,,238,,,,,,,,44,,,,10,,,
Deron Williams,,31,,,238,,,5,,,,,38,,,,,,,
Michael Kidd-Gilchrist,2,10,13,1,239,,,,,,,,,,,2,,,,
Marvin Williams,,13,2,,239,,,,,,,,,,,,,,,
Nicolas Batum,4,13,7,,239,,,,,,,,,,,2,,,,
Kemba Walker,5,25,7,1,239,,,,,,,,,,,,,,,
Marco Belinelli,,22,10,,239,,9,7,,,,,,,,,,,,
Frank Kaminsky,,15,5,1,239,,,,,,,,,,,,,,,
Anthony Davis,2,,16,,239,,,2,,,8,,,,2,3,2,,,
Tim Frazier,8,17,5,1,239,,,,,,,,,,,,,,,
Jrue Holiday,9,22,,,239,,,,,,,,,,,,,,,
Langston Galloway,,23,7,,239,,,,,,,,,,,,,,,
Joe Johnson,,26,,,240,,,,,,,,37,,,,,,,
Alan Anderson,6,15,,,240,,,,,5,,,,,,,,,,
Jarrett Jack,13,14,,,240,,,,,,,,,,,,,,,
Bojan Bogdanovic,,,,,240,,,,5,,,,,,,,,,,
Brook Lopez,,18,7,,240,,,,,,,,,,,,,,,
Paul Millsap,,28,15,,240,,,3,,,,,,3,3,,,,,
Al Horford,,20,10,,240,,,,,,,,,,,,,,,
Kyle Korver,,,,,240,,,5,,,,,,,,,,,,
Jeff Teague,11,13,,,240,,,,,,,,,,,,,,,
Dennis Schroder,2,13,2,,240,2,1,1,8,5,2,2,,,2,,,,,
CJ Miles,,,,,241,,,4,,,,,,,,,,,,
Paul George,8,17,12,,241,,,,,,,,37,,,,,,,
DeMarre Carroll,4,14,8,,241,,4,,,,,,41,,,,,,,
Jonas Valanciunas,,21,15,,241,,,,11,8,,,,,,,,,,
DeMar DeRozan,6,25,5,,241,,,,,,,,,,,,,,,
Kent Bazemore,5,16,6,1,242,,,,,,,,,,,,,,,
Paul Millsap,6,17,7,3,242,,5,,,5,,,,,,3,,,,
Tim Hardaway Jr.,4,20,3,1,242,,,,,,,,,,,,,,,
Dennis Schroder,3,28,3,,242,,,,,,,,,,,,,,,
Kris Humphries,1,14,7,1,242,,,,,,,,,,,,,,,
Carmelo Anthony,2,30,7,1,242,,,,,,,,,,,,,,,
Mindaugas Kuzminskas,2,14,5,2,242,,5,,,,,,,,,,,,,
Joakim Noah,3,7,17,1,242,,,,,2,,,,,,2,,,,
Ron Baker,,,,2,242,2,,,,,,,,,,,,,,
Derrick Rose,9,18,4,1,242,,,,,,,,,,,1,,,,
Courtney Lee,,,2,,242,2,,,,,,,,,,,,,,
Justin Holiday,,11,4,,242,,,,,,,,,,,,,,,
Anthony Davis,2,21,8,3,243,,,,,,,,,,,3,,,,
Norris Cole,4,10,1,,243,1,,,,,,,30,,,,,,,
Jrue Holiday,9,23,2,,243,,,,13,9,,,,,,,,,,
Marc Gasol,6,16,10,2,243,,,,,,,,39,,,1,,,,
Courtney Lee,1,,,1,243,,,,,,,2,,,,,,,,
Mike Conley,10,15,,,243,,5,,,,,,27,,,,,,,
Jeff Green,,16,,,243,,,,,,,,,,,,,,,
Matt Barnes,,16,,,243,,,,,,,,,,,,,,,
Victor Oladipo,4,37,7,,244,,,,,,,,,,,,,,,
Mario Hezonja,4,16,,,244,,,,,,,,20,,,,,,,
Kevin Durant,5,37,5,2,244,,,6,,,,,,1,,3,,,,
Serge Ibaka,1,,,,244,,,,,,1,1,,,1,6,,,,
Russell Westbrook,14,24,19,,244,,,,,,,,,,,,,,,
Matt Barnes,,11,,,245,,,,,,,,,,,,,,,
Blake Griffin,,14,,,245,,,,,,,,37,,,,,,,
DeAndre Jordan,,11,,,245,,,,,,,,,,,,,,,
Chris Paul,6,19,7,,245,5,,,,,,,,,,,,,,
Jamal Crawford,,12,3,2,245,,,,,,,,,,,,,,,
Paul Pierce,,11,,,245,,,,,,,,,,,,,,,
Kris Humphries,,11,,,245,,,,,,,,,,,,,,,
Marcin Gortat,,18,,,245,,,,,,,,,,,,,,,
Bradley Beal,,29,,,245,,,4,,,,,,,,,,,,
John Wall,11,10,,,245,,,,10,4,,,,,,,,,,
Nene,,9,5,,245,,,,,,,,,,,,,,,
Paul George,3,48,8,,246,,,,27,15,,10,,,,,,,,
Ian Mahinmi,,6,,,246,,,,,,,,,,,,,,,
Monta Ellis,,6,,,246,,,,,,,,,,,,,,,
George Hill,,10,,,246,,,,,,,,,,,,,,,
Jordan Hill,,10,,,246,,,,,,,,,,,,,,,
Rodney Stuckey,3,23,3,,246,,3,,,,,,,3,,,,,,
