,Game ID,team_name,Report,wins,losses,total_points
56,29,Oklahoma City Thunder,"The host Oklahoma City Thunder overcame a 17 - point deficit to beat the New York Knicks on Wednesday, 116 - 105. Oklahoma City (32 - 25) once again saw All-Star Russell Westbrook put the team on his back on Wednesday, as he scored 38 points to go along with 14 rebounds and 12 assists. Westbrook, often criticized for his efficiency, shot 13 - of - 22 from the field and 3 - of - 5 from three - point range. It was also a big night from young guard Victor Oladipo, who scored 21 points on 9 - of - 17 shooting. The team shot a stellar 47 percent from the field and took an edge at the free - throw line and on the glass. The Thunder made 22 free - throws and held a 10 - rebound advantage. The Knicks (23 - 34) have now lost five of their last six games. After taking an early 17 - point lead, the Knicks quickly let their defense fall apart on Wednesday, paving way for Westbrook to produce another signature scoring outburst. Star forward Carmelo Anthony was named an All-Star reserve earlier in the night, and played like an All-Star in the game. Anthony dropped 30 points and came away with four rebounds. However, the Knicks were out - shot, out - rebounded, and got into foul trouble as a team. Both teams will head into the All-Star Break.
","To find the number of wins for Team_name in the game Report, we need to look for the team's name and the number of wins. 

In the Report, the team's name is mentioned as ""Oklahoma City Thunder"" and their record is mentioned as ""Oklahoma City (32 - 25)"". 

So, the number of wins for Team_name is 32. 

Here is the answer: 32","-1 

The team name is mentioned as Oklahoma City Thunder, but there is no mention of the number of losses for the team in the report.","Based on the Report, the total points for Oklahoma City Thunder (Team_name) is 59. 

59"
57,29,New York Knicks,"The host Oklahoma City Thunder overcame a 17 - point deficit to beat the New York Knicks on Wednesday, 116 - 105. Oklahoma City (32 - 25) once again saw All-Star Russell Westbrook put the team on his back on Wednesday, as he scored 38 points to go along with 14 rebounds and 12 assists. Westbrook, often criticized for his efficiency, shot 13 - of - 22 from the field and 3 - of - 5 from three - point range. It was also a big night from young guard Victor Oladipo, who scored 21 points on 9 - of - 17 shooting. The team shot a stellar 47 percent from the field and took an edge at the free - throw line and on the glass. The Thunder made 22 free - throws and held a 10 - rebound advantage. The Knicks (23 - 34) have now lost five of their last six games. After taking an early 17 - point lead, the Knicks quickly let their defense fall apart on Wednesday, paving way for Westbrook to produce another signature scoring outburst. Star forward Carmelo Anthony was named an All-Star reserve earlier in the night, and played like an All-Star in the game. Anthony dropped 30 points and came away with four rebounds. However, the Knicks were out - shot, out - rebounded, and got into foul trouble as a team. Both teams will head into the All-Star Break.
",-1,"Based on the given context, the team mentioned is the New York Knicks. According to the report, the Knicks have now lost five of their last six games. 

So, the number of Losses for Team_name in the game Report is: 5","Based on the Report, the total points for the New York Knicks (Team_name) are 30 (from Carmelo Anthony) and 105 (total points of the Knicks). 

So, the total points for Team_name in the game Report is: 135"
58,30,Utah Jazz,"The Utah Jazz (18 - 33) jumped out to an earlier lead and never let up, beating the Sacramento Kings (17 - 32) 102 - 90. Darren Collison did n't play after suffering a hip flexor strain Thursday night against the Dallas Mavericks. It's unlikely he'll play Sunday against the Phoenix Suns. Joe Ingles did n't play, and Elijah Millsap started in his void. Gordon Hayward and Derrick Favors combined to score 50 points, and Enes Kanter provided 17 points and 13 rebounds in 33 minutes. Rudy Gobert fouled out, but not before swatting two shots. Steve Novak played in his first game since January 18th. Ramon Sessions started over the ailing Darren Collison, providing 11 points, four rebounds and five assists in 31 minutes. Ben McLemore scored 15 points on 15 shots, and Reggie Evans grabbed 11 rebounds. Prior to fouling out, DeMarcus Cousins supplied 27 points, 10 rebounds, two assists and two blocks. Rudy Gay was limited to four points on 1 - of - 8 shooting. The Jazz begins a two - game road trip Monday against the New Orleans Pelicans. Sacramento travels back home to face the Phoenix Suns on Sunday before embarking on a two - game road trip.
","To find the number of wins for Team_name in the game Report, we need to look for the team name ""Utah Jazz"" in the report and extract the win-loss record.

The report mentions: ""The Utah Jazz (18 - 33) jumped out to an earlier lead and never let up, beating the Sacramento Kings (17 - 32) 102 - 90.""

The win-loss record for the Utah Jazz is (18 - 33), which means they have 18 wins.

So, the number of wins for Team_name in the game Report is: 18","To find the number of losses for the Utah Jazz in the game report, we need to look for the team's name and the word ""loss"" or ""losses"" in the report. 

The report mentions the Utah Jazz's record as 18-33, which means they have 33 losses. 

So, the number of losses for the Utah Jazz is 33.","To find the total points for Team_name in the game Report, we need to look for mentions of the team's name and the total points. 

The team's name is ""Utah Jazz"" and the total points are mentioned as 102 for the Utah Jazz and 90 for the Sacramento Kings. 

So, the total points for the Utah Jazz is 102. 

The answer is: 102"
59,30,Sacramento Kings,"The Utah Jazz (18 - 33) jumped out to an earlier lead and never let up, beating the Sacramento Kings (17 - 32) 102 - 90. Darren Collison did n't play after suffering a hip flexor strain Thursday night against the Dallas Mavericks. It's unlikely he'll play Sunday against the Phoenix Suns. Joe Ingles did n't play, and Elijah Millsap started in his void. Gordon Hayward and Derrick Favors combined to score 50 points, and Enes Kanter provided 17 points and 13 rebounds in 33 minutes. Rudy Gobert fouled out, but not before swatting two shots. Steve Novak played in his first game since January 18th. Ramon Sessions started over the ailing Darren Collison, providing 11 points, four rebounds and five assists in 31 minutes. Ben McLemore scored 15 points on 15 shots, and Reggie Evans grabbed 11 rebounds. Prior to fouling out, DeMarcus Cousins supplied 27 points, 10 rebounds, two assists and two blocks. Rudy Gay was limited to four points on 1 - of - 8 shooting. The Jazz begins a two - game road trip Monday against the New Orleans Pelicans. Sacramento travels back home to face the Phoenix Suns on Sunday before embarking on a two - game road trip.
","To find the number of wins for Team_name in the game Report, we need to look for the team name in the report and extract the win-loss record. 

The team name is ""Sacramento Kings"" and their win-loss record is (17 - 32).

So, the number of wins for Team_name is 17.","To find the number of losses for the Sacramento Kings, we need to look at the report. The report mentions that the Utah Jazz beat the Sacramento Kings 102-90, which means the Sacramento Kings lost the game. 

The report does not mention the number of losses for the Sacramento Kings, but it does mention their record (17-32), which means they have 32 losses. 

So, the number of losses for the Sacramento Kings is 32. 

32","To find the total points for Team_name in the game Report, we need to look for the mentions of Team_name and their corresponding points.

Team_name is mentioned as ""Sacramento Kings"" in the Report. 

The total points for Sacramento Kings in the game Report are:
- DeMarcus Cousins supplied 27 points.
- Ben McLemore scored 15 points.
- Rudy Gay was limited to 4 points.

So, the total points for Sacramento Kings in the game Report are 27 + 15 + 4 = 46.

Therefore, the answer is: 46"
60,31,Charlotte Hornets,"The Charlotte Hornets (19 - 22) defeated the Utah Jazz (18 - 23) 124 - 119 in double overtime on Monday afternoon. What was expected to be a low - scoring contest turned into a back - and - forth showdown between the teams' two best offensive players. Kemba Walker was outstanding for Charlotte, amassing a career - high and franchise - record 52 points, while Utah's Gordon Hayward responded with 36 points of his own. While the spotlight largely and rightfully shone on that pair of remarkable efforts, Trey Burke also put together a notable performance while pacing the Jazz's bench, which included a 23 - foot three - point jumper with 13 seconds remaining in regulation that sent the game into its first extra period. Burke's key basket culiminated a 31 - 22 run by Utah in the fourth quarter to erase what had been a 73 - 64 deficit entering the period. After Rudy Gobert's dunk off a Hayward assist with seven seconds left in the first overtime tied things up at 108, Walker drained four free throws in the final minute of the sixth quarter to put a cap on what was a record - setting afternoon and send the Hornets to the locker room as weary victors. Hayward added nine assists, five rebounds, a pair of steals and a block to his team - high scoring total to pace the Jazz. Burke's memorable afternoon consisted of a season - high 25 points, along with three rebounds, two assists and a steal. Gobert put together a second straight impressive double - double, tallying 14 points, hauling in 14 boards, dishing out three assists, and recording a steal and two blocks. Trevor Booker also made a significant contribution off the bench with 12 points, eight rebounds, an assist, a steal and a block. Utah fell to 18 - 23 and remains in second place in the Western Conference's Northwest Division. They head to New York to take on the Knicks on Wednesday. Walker almost added a triple - double to his spectacular afternoon, supplementing his eye - popping scoring numbers with nine rebounds and eight assists. He also threw in a pair of thefts. Marvin Williams was a distant second to him in scoring, but still turned in a solid effort with 19 points, seven rebounds, an assist and a steal. Cody Zeller managed 14 points, six rebounds, an assist and a block, while Nicolas Batum was a rebound short of a double - double with 10 points, nine boards, four assists and a steal. Rookie Frank Kaminsky III paced the Charlotte bench with 17 points, seven rebounds and a block. The Hornets improved to 19 - 22 but remain in last place in the Eastern Conference's Southeast Division. They head to Oklahoma City to take on the Thunder on Wednesday.
","To find the number of wins for Team_name in the game Report, we need to look for the string ""Charlotte Hornets"" in the Report. 

The Report mentions ""Charlotte Hornets"" as the winning team with a record of 19 - 22. 

So, the number of wins for Team_name is 19. 

Here is the code to extract the number of wins:

```python
import re

Report = """"""The Charlotte Hornets (19 - 22) defeated the Utah Jazz (18 - 23) 124 - 119 in double overtime on Monday afternoon. What was expected to be a low - scoring contest turned into a back - and - forth showdown between the teams' two best offensive players. Kemba Walker was outstanding for Charlotte, amassing a career - high and franchise - record 52 points, while Utah's Gordon Hayward responded with 36 points of his own. While the spotlight largely and rightfully shone on that pair of remarkable efforts, Trey Burke also put together a notable performance while pacing the Jazz's bench, which included a 23 - foot three - point jumper with 13 seconds remaining in regulation that sent the game into its first extra period. Burke's key basket culiminated a 31 - 22 run by Utah in the fourth quarter to erase what had been a 73 - 64 deficit entering the period. After Rudy Gobert's dunk off a Hayward assist with seven seconds left in the first overtime tied things up at 108, Walker drained four free throws in the final minute of the sixth quarter to put a cap on what was a record - setting afternoon and send the Hornets to the locker room as weary victors. Hayward added nine assists, five rebounds, a pair of steals and a block to his team - high scoring total to pace the Jazz. Burke's memorable afternoon consisted of a season - high 25 points, along with three rebounds, two assists and a steal. Gobert put together a second straight impressive double - double, tallying 14 points, hauling in 14 boards, dishing out three assists, and recording a steal and two blocks. Trevor Booker also made a significant contribution off the bench with 12 points, eight rebounds, an assist, a steal and a block. Utah fell to 18 - 23 and remains in second place in the Western Conference's Northwest Division. They head to New York to take on the Knicks on Wednesday. Walker almost added a triple - double to his spectacular afternoon, supplementing his eye - popping scoring numbers with","To find the number of losses for the Charlotte Hornets, we need to look at the report. The report mentions that the Utah Jazz fell to 18-23, which means they lost 23 games. However, it does not mention the number of losses for the Charlotte Hornets. 

But we can find the number of wins for the Charlotte Hornets, which is 19. Since the total number of games is 41 (19 wins + 22 losses), we can calculate the number of losses for the Charlotte Hornets.

Number of losses for the Charlotte Hornets: 22.","To find the total points for Team_name in the game Report, we need to look for mentions of Team_name and their total points. 

Team_name is mentioned as Charlotte Hornets. 

In the Report, Kemba Walker is mentioned as amassing a career-high and franchise-record 52 points for Charlotte. 

However, the total points for Charlotte Hornets are not explicitly mentioned in the Report. 

But we can infer that the total points for Charlotte Hornets are 124, as it is mentioned that they defeated the Utah Jazz 124-119. 

So, the total points for Team_name in the game Report is 124."
61,31,Utah Jazz,"The Charlotte Hornets (19 - 22) defeated the Utah Jazz (18 - 23) 124 - 119 in double overtime on Monday afternoon. What was expected to be a low - scoring contest turned into a back - and - forth showdown between the teams' two best offensive players. Kemba Walker was outstanding for Charlotte, amassing a career - high and franchise - record 52 points, while Utah's Gordon Hayward responded with 36 points of his own. While the spotlight largely and rightfully shone on that pair of remarkable efforts, Trey Burke also put together a notable performance while pacing the Jazz's bench, which included a 23 - foot three - point jumper with 13 seconds remaining in regulation that sent the game into its first extra period. Burke's key basket culiminated a 31 - 22 run by Utah in the fourth quarter to erase what had been a 73 - 64 deficit entering the period. After Rudy Gobert's dunk off a Hayward assist with seven seconds left in the first overtime tied things up at 108, Walker drained four free throws in the final minute of the sixth quarter to put a cap on what was a record - setting afternoon and send the Hornets to the locker room as weary victors. Hayward added nine assists, five rebounds, a pair of steals and a block to his team - high scoring total to pace the Jazz. Burke's memorable afternoon consisted of a season - high 25 points, along with three rebounds, two assists and a steal. Gobert put together a second straight impressive double - double, tallying 14 points, hauling in 14 boards, dishing out three assists, and recording a steal and two blocks. Trevor Booker also made a significant contribution off the bench with 12 points, eight rebounds, an assist, a steal and a block. Utah fell to 18 - 23 and remains in second place in the Western Conference's Northwest Division. They head to New York to take on the Knicks on Wednesday. Walker almost added a triple - double to his spectacular afternoon, supplementing his eye - popping scoring numbers with nine rebounds and eight assists. He also threw in a pair of thefts. Marvin Williams was a distant second to him in scoring, but still turned in a solid effort with 19 points, seven rebounds, an assist and a steal. Cody Zeller managed 14 points, six rebounds, an assist and a block, while Nicolas Batum was a rebound short of a double - double with 10 points, nine boards, four assists and a steal. Rookie Frank Kaminsky III paced the Charlotte bench with 17 points, seven rebounds and a block. The Hornets improved to 19 - 22 but remain in last place in the Eastern Conference's Southeast Division. They head to Oklahoma City to take on the Thunder on Wednesday.
","To find the number of wins for Team_name in the game Report, we need to look for the team name ""Utah Jazz"" in the report and find the number of wins mentioned for that team.

The report mentions the following information about the Utah Jazz:
- The Utah Jazz (18 - 23) lost the game.
- Utah fell to 18 - 23.

So, the number of wins for the Utah Jazz is 18. 

Therefore, the answer is: 18","To find the number of losses for the Utah Jazz, we need to look at the report. The Utah Jazz are mentioned as having a record of 18-23. 

The number of losses for the Utah Jazz is 23.","To find the total points for Team_name in the game Report, we need to look for the mentions of Team_name and their corresponding points.

Team_name is mentioned as Utah Jazz, and their points are mentioned as 18 - 23 and 124 - 119. However, the total points for Utah Jazz in the game are not explicitly mentioned. 

But we can calculate the total points for Utah Jazz by adding the points they scored and the points they allowed. 

Utah Jazz scored 119 points and allowed 124 points. 

So, the total points for Utah Jazz in the game Report is 119 + 124 = 243.

However, we are asked to return only the number of total points or -1 if there are no mentions for total points for Team_name. 

Since there are mentions for total points for Team_name, we return the number of total points.

The answer is: 243"
62,32,Golden State Warriors,"The Golden State Warriors (28 - 1) defeated the Cleveland Cavaliers (19 - 8) 89 - 83 on Friday. The 2015 Finals rematch featuring two of the very best in the NBA turned out to be more of a showcase for both teams' often underrated defenses. Neither squad was able to put on much of an offensive display, and the game had more of the feel of a grind - it - out Eastern Conference battle, rather than the free - wheeling, high - scoring affairs typically played by the reigning champs. The Warriors shot 41 percent from the field and 28 percent from beyond the arc, with both numbers notably lower than their respective 49 and 42 season figures in those categories. Cleveland fared even worse, draining only 32 percent of their buckets overall, including a paltry 17 percent from long range. Both teams' point totals were also season - low tallies, underscoring how formidable both defensive units can be against top - tier competition. The Cavs were led by Lebron James' game - high 25 points, which he supplemented with nine rebounds, two assists, a steal and a pair of blocks. Despite the solid scoring total, the perennial All-Star was one of the superstars struggling with his shot, sinking only 10 of his 26 attempts. J.R. Smith provided 14 points and did so largely on the strength of one of the game's only solid shooting performances from three - point range (4 of 8). Kyrie Irving continued his journey back from the fractured kneecap he suffered the last time he'd faced this Warriors squad in the 2015 Finals, playing a season - high 26 minutes and managing 13 points, three rebounds, two assists and a steal. Kevin Love helped spearhead Cleveland's outstanding team total of 55 rebounds on the evening by hauling in 18 boards, and pairing them with 10 points in his second straight double - double. Matthew Delladedova paced the Cavaliers' bench with 10 points over 31 minutes. Cleveland fell to 19 - 8 but remains in first place in the Eastern Conference's Central Division. The next stop on their West Coast road trip comes on Saturday in Portland, with a showdown with the Trail Blazers on tap. Golden State's offensive attack was paced by Draymond Green, who turned in another one of his trademark stat - sheet - stuffing performances. The 25 - year - old posted his fourth double - double in the last six contests with 22 points, 15 rebounds, seven assists and a pair of blocks over 39 minutes. Green was one of the few players on either team to put together a solid shooting effort, managing a 47 percent success rate from the field, including draining two of his three attempts from three - point range. Stephen Curry followed up his season - low tally of 16 points against Utah on Wednesday by equaling his second - lowest total of 19 points on 6 of 15 shooting. However, the reigning MVP did add seven rebounds, seven assists and a pair of steals. The perpetually dependable Klay Thompson was exemplary once again in his typical supporting role, pitching in with 18 points, six rebounds, an assist and a block. Shaun Livingston was highly productive off the bench with a season - high 16 points, leading the Warriors' reserves. Golden State improved to 28 - 1 and continues to sport the best record in the Pacific Division, Western Conference and the entire NBA. They remain home for a date with the Sacramento Kings on Monday.
","To find the number of wins for Team_name in the game Report, we need to look for the string ""28 - 1"" which represents the team's record. 

The string ""28 - 1"" is associated with the Golden State Warriors, which is the Team_name. 

So, the number of wins for Team_name is 28. 

Here is the code to extract the number of wins:

```python
import re

team_name = ""Golden State Warriors""
report = ""The Golden State Warriors (28 - 1) defeated the Cleveland Cavaliers (19 - 8) 89 - 83 on Friday.""

wins = re.search(r'\d+ - \d+', report)
if wins:
    wins = wins.group()
    wins = wins.split(' - ')[0]
    print(int(wins))
else:
    print(-1)
```

When you run this code, it will print 28.","Based on the report, the team mentioned is the Golden State Warriors. They have a record of 28-1, which means they have 1 loss. 

So, the number of Losses for Team_name is: 1.","To find the total points for Team_name in the game Report, we need to look for the total points mentioned in the text. 

The text mentions the following total points for Team_name:
- 89 points (for Golden State Warriors)
- 83 points (for Cleveland Cavaliers)

However, we are only interested in the total points for Team_name (Golden State Warriors). Therefore, the total points for Team_name is 89."
63,32,Cleveland Cavaliers,"The Golden State Warriors (28 - 1) defeated the Cleveland Cavaliers (19 - 8) 89 - 83 on Friday. The 2015 Finals rematch featuring two of the very best in the NBA turned out to be more of a showcase for both teams' often underrated defenses. Neither squad was able to put on much of an offensive display, and the game had more of the feel of a grind - it - out Eastern Conference battle, rather than the free - wheeling, high - scoring affairs typically played by the reigning champs. The Warriors shot 41 percent from the field and 28 percent from beyond the arc, with both numbers notably lower than their respective 49 and 42 season figures in those categories. Cleveland fared even worse, draining only 32 percent of their buckets overall, including a paltry 17 percent from long range. Both teams' point totals were also season - low tallies, underscoring how formidable both defensive units can be against top - tier competition. The Cavs were led by Lebron James' game - high 25 points, which he supplemented with nine rebounds, two assists, a steal and a pair of blocks. Despite the solid scoring total, the perennial All-Star was one of the superstars struggling with his shot, sinking only 10 of his 26 attempts. J.R. Smith provided 14 points and did so largely on the strength of one of the game's only solid shooting performances from three - point range (4 of 8). Kyrie Irving continued his journey back from the fractured kneecap he suffered the last time he'd faced this Warriors squad in the 2015 Finals, playing a season - high 26 minutes and managing 13 points, three rebounds, two assists and a steal. Kevin Love helped spearhead Cleveland's outstanding team total of 55 rebounds on the evening by hauling in 18 boards, and pairing them with 10 points in his second straight double - double. Matthew Delladedova paced the Cavaliers' bench with 10 points over 31 minutes. Cleveland fell to 19 - 8 but remains in first place in the Eastern Conference's Central Division. The next stop on their West Coast road trip comes on Saturday in Portland, with a showdown with the Trail Blazers on tap. Golden State's offensive attack was paced by Draymond Green, who turned in another one of his trademark stat - sheet - stuffing performances. The 25 - year - old posted his fourth double - double in the last six contests with 22 points, 15 rebounds, seven assists and a pair of blocks over 39 minutes. Green was one of the few players on either team to put together a solid shooting effort, managing a 47 percent success rate from the field, including draining two of his three attempts from three - point range. Stephen Curry followed up his season - low tally of 16 points against Utah on Wednesday by equaling his second - lowest total of 19 points on 6 of 15 shooting. However, the reigning MVP did add seven rebounds, seven assists and a pair of steals. The perpetually dependable Klay Thompson was exemplary once again in his typical supporting role, pitching in with 18 points, six rebounds, an assist and a block. Shaun Livingston was highly productive off the bench with a season - high 16 points, leading the Warriors' reserves. Golden State improved to 28 - 1 and continues to sport the best record in the Pacific Division, Western Conference and the entire NBA. They remain home for a date with the Sacramento Kings on Monday.
","To find the number of wins for Team_name in the game Report, we need to look for the team name ""Cleveland Cavaliers"" in the report and find the corresponding win-loss record.

The report mentions the following win-loss records:
- Golden State Warriors (28 - 1)
- Cleveland Cavaliers (19 - 8)

Since the team name ""Cleveland Cavaliers"" is mentioned, we can extract the win-loss record and return the number of wins.

The number of wins for Cleveland Cavaliers is 19.","Based on the report, the Cleveland Cavaliers lost the game to the Golden State Warriors. 

So, the number of Losses for Team_name (Cleveland Cavaliers) is 1.","To find the total points for Team_name in the game Report, we need to look for the total points mentioned in the text. 

The text mentions the following total points for Team_name:
- 89 points for the Cleveland Cavaliers (as the opposing team)
- 83 points for the Cleveland Cavaliers (as the opposing team)
- 25 points for Lebron James (as the leading scorer for the Cleveland Cavaliers)
- 14 points for J.R. Smith (as a player for the Cleveland Cavaliers)
- 13 points for Kyrie Irving (as a player for the Cleveland Cavaliers)
- 10 points for Matthew Dellavedova (as a player for the Cleveland Cavaliers)
- 10 points for Kevin Love (as a player for the Cleveland Cavaliers)

However, we are looking for the total points for Team_name. The text does not explicitly mention the total points for the Cleveland Cavaliers. But we can calculate it by adding the points mentioned for the players:
25 (Lebron James) + 14 (J.R. Smith) + 13 (Kyrie Irving) + 10 (Matthew Dellavedova) + 10 (Kevin Love) = 72

However, this is not the total points for the team. The text mentions that the Cleveland Cavaliers were defeated by the Golden State Warriors 89-83, which means the total points for the Cleveland Cavaliers are 83.

So, the total points for Team_name in the game Report is 83."
64,33,Memphis Grizzlies,"The Memphis Grizzlies (31 - 12) beat the Philadelphia 76ers (8 - 36), 101 - 83. The loss marks the fifth straight for the Sixers. Zach Randolph hit his second three - pointer of the season. Courtney Lee replaced Tony Allen in the starting lineup. Zach Randolph recorded 17 points, 14 rebounds and four assists in 27 minutes. Recently acquired Jeff Green scored a team - high 18 points and was joined by Vince Carter (13 points) in the double - digit scoring brigade. The Grizzlies outscored the Sixers in the paint, 52 - 32. The Sixers, already the league's worst free - throw shooting team, shot 12 - of - 22 at the charity stripe. Rookie Jerami Grant scored a career - high 16 points. Michael Carter-Williams was the only other Sixer to tabulate double - digit scoring, squeaking by with 10 points, six assists, three rebounds and five turnovers. Larry Drew II was the only Sixer to shoot better than 50 percent from the field, compiling nine points and four assists in 20 minutes. The Grizzlies conclude their five - game homestand Monday against the Orlando Magic. The Sixers travel to New Orleans to face the Pelicans on Monday.
","To find the number of wins for Team_name in the game Report, we need to look for the string ""Memphis Grizzlies"" in the Report. 

The string ""Memphis Grizzlies"" appears in the Report with a win record of (31 - 12). 

So, the number of wins for Team_name is 31.","-1 

The team name is Memphis Grizzlies, and there is no mention of losses for them in the report.",-1
65,33,Philadelphia 76ers,"The Memphis Grizzlies (31 - 12) beat the Philadelphia 76ers (8 - 36), 101 - 83. The loss marks the fifth straight for the Sixers. Zach Randolph hit his second three - pointer of the season. Courtney Lee replaced Tony Allen in the starting lineup. Zach Randolph recorded 17 points, 14 rebounds and four assists in 27 minutes. Recently acquired Jeff Green scored a team - high 18 points and was joined by Vince Carter (13 points) in the double - digit scoring brigade. The Grizzlies outscored the Sixers in the paint, 52 - 32. The Sixers, already the league's worst free - throw shooting team, shot 12 - of - 22 at the charity stripe. Rookie Jerami Grant scored a career - high 16 points. Michael Carter-Williams was the only other Sixer to tabulate double - digit scoring, squeaking by with 10 points, six assists, three rebounds and five turnovers. Larry Drew II was the only Sixer to shoot better than 50 percent from the field, compiling nine points and four assists in 20 minutes. The Grizzlies conclude their five - game homestand Monday against the Orlando Magic. The Sixers travel to New Orleans to face the Pelicans on Monday.
","To find the number of wins for Team_name in the game Report, we need to look for the team name ""Philadelphia 76ers"" in the report and extract the win-loss record.

The report mentions the following win-loss record for the Philadelphia 76ers: ""8 - 36"".

So, the number of wins for Team_name in the game Report is 8.","Based on the given context, the team name is ""Philadelphia 76ers"". In the report, it is mentioned that the Philadelphia 76ers lost the game, which is their fifth straight loss. 

So, the number of losses for the Philadelphia 76ers in the game report is 1. 

However, since the team name is mentioned twice in the context, I will return the number of losses for the team name that is mentioned in the report. 

The answer is: 1","To find the total points for Team_name in the game Report, we need to look for the total points of the Philadelphia 76ers. 

In the Report, the total points for the Philadelphia 76ers are mentioned as 83. 

So, the answer is: 83"
66,34,San Antonio Spurs,"The San Antonio Spurs defeated the Dallas Mavericks 94 - 97 Wednesday at American Airlines Center. The Spurs (14 - 4) were playing their second leg of a back - to - back, but we able to bounce back nicely against Dallas (3 - 13) after dropping Tuesday's matchup against the Magic. San Antonio rested Tony Parker, Manu Ginobili and Pau Gasol on the second leg, but still managed to put together a solid offensive performance, shooting 47 percent from the field and an astounding 58 percent from behind the arc. It was backup point guard Patty Mills who shined off the bench Wednesday, as he shot 9 - of - 12 shooting from the field overall and 5 - of - 6 from behind the arc en route to a team - high 23 points. And it was a necessary effort, as the team's stars in Kawhi Leonard and LaMarcus Aldridge struggled mightily. Leonard managed 21 points, but shot just 5 - of - 16 from the field, while Aldridge could not get anything going, scoring just five points on 2 - of - 9 shooting. Danny Green was the only other Spur to score in double figures, notching 11 points. For the Mavericks, they continue to slide, with Wednesday's loss being their ninth in their last 10 games. It was yet another offensive struggle for Dallas too, with Wednesday's 87 points being the seventh time this season where they failed to score 90 points. Wesley Mathews led the way, scoring a game - high 26 points in 37 minutes. Harrison Barnes was the only other starter to reach double figures with 17 points, while Seth Curry and Dwight Powell scoring double figures off the bench, scoring 14 and 10 points respectively. As a team, the Mavericks shot a lowly 43 percent from the field. Up next, the Spurs will head home Friday to take on the Wizards, while the Mavericks will look to turn their season around in Charlotte on Thursday against the Hornets.
","To find the number of wins for Team_name in the game Report, we need to look for the phrase ""14 - 4"" in the report, which represents the Spurs' record. 

The phrase ""14 - 4"" indicates that the Spurs have 14 wins and 4 losses. 

So, the number of wins for Team_name is 14.","To find the number of losses for Team_name, we need to look at the Report. 

The Report mentions that the Mavericks (Dallas) have lost 9 out of their last 10 games. However, it does not mention the Spurs (Team_name) losing any games. 

But, it does mention that the Spurs won the game against the Mavericks, and it also mentions that the Spurs dropped Tuesday's matchup against the Magic. 

So, the Spurs have at least 1 loss. 

Therefore, the number of losses for Team_name is 1.","To find the total points for Team_name in the game Report, we need to look for the total points mentioned in the text. 

The text mentions the following total points for Team_name: 
- 94 points (Spurs) 
- 97 points (Spurs) 
- 23 points (Patty Mills, Spurs) 
- 21 points (Kawhi Leonard, Spurs) 
- 11 points (Danny Green, Spurs) 
- 5 points (LaMarcus Aldridge, Spurs) 

The total points for Team_name is 94 + 97 = 191 points."
