"Game ID","name","Wins","Losses","Total points"
"450","brooklyn nets","24","33","104"
"450","dallas mavericks","39","22","94"
"451","minnesota timberwolves","18","40","105"
"451","toronto raptors","38","18","114"
"452","orlando magic","28","37","84"
"452","portland trail blazers","35","32","121"
"453","cleveland cavaliers","33","12","114"
"453","detroit pistons","25","22","106"
"454","charlotte hornets","null","null","99"
"454","washington wizards","24","20","109"
"455","atlanta","null","null","null"
"455","washington","null","null","null"
"456","raptors","14","9","97"
"457","charlotte hornets","2","4","94"
"457","san antonio spurs","4","2","114"
"458","minnesota timberwolves","7","37","84"
"458","oklahoma city thunder","23","22","92"
"459","new orleans pelicans","null","32","111"
"459","phoenix suns","16","36","106"
"460","phoenix","null","null","null"
"460","rockets","null","null","null"
"461","celtics","null","null","null"
"461","new york","null","null","null"
"462","atlanta hawks","11","7","116"
"462","memphis griz","9","8","101"
"463","utah jazz","null","null","null"
"464","miami heat","null","null","102"
"464","toronto rap","null","null","96"
"465","golden state warriors","25","1","128"
"465","phoenix suns","11","16","103"
"466","atlanta","null","null","null"
"466","nuggets","null","null","null"
"467","detroit","null","null","null"
"467","minnesota timberwolves","13","30","99"
"467","new orleans pelicans","14","27","114"
"468","chicago bulls","36","35","94"
"468","new york knicks","30","43","106"
"469","chicago bulls","null","null","91"
"469","detroit pistons","12","11","102"
"470","philadelphia 76ers","0","12","96"
"470","phoenix suns","8","5","122"
"471","boston celtics","10","7","112"
"471","miami heat","5","12","104"
"472","miami","null","null","null"
"473","orlando magic","27","34","84"
"473","phoenix suns","16","46","102"
"475","charlotte hornets","10","24","87"
"475","cleveland cavaliers","19","14","91"
"476","knicks","10","13","85"
"476","utah jazz","10","10","106"
"477","atlanta hawks","6","1","121"
"477","new orleans pelicans","0","6","115"
"478","philadelphia 76ers","null","6","84"
"478","utah","null","null","109"
"478","utah jazz","null","null","109"
"479","detroit pistons","null","null","88"
"479","oklahoma city thunder","10","8","106"
"480","new orleans pelicans","null","null","113"
"480","portland trail blazers","7","7","101"
"481","brooklyn","null","null","null"
"481","washington","null","null","null"
"482","new york knicks","4","13","78"
"482","oklahoma city thunder","5","12","105"
"484","denver nuggets","18","22","105"
"484","minnesota timberwolves","7","32","113"
"485","cleveland cavaliers","13","null","94"
"485","los angeles clippers","15","5","113"
"486","denver nuggets","30","51","103"
"486","los angeles clippers","55","26","110"
"487","boston celtics","16","13","102"
"487","charlotte hornets","15","13","89"
"488","milwaukee bucks","null","null","null"
"488","orlando magic","19","null","null"
"488","phoenix suns","32","30","null"
"489","cleveland cavaliers","37","16","125"
"489","denver nuggets","24","30","109"
"490","brooklyn","1","3","88"
"490","chicago bulls","null","null","118"
"491","new orleans pelicans","19","29","94"
"491","washington wizards","27","20","107"
"492","boston celtics","0","null","95"
"492","cleveland cavaliers","null","null","103"
"493","grizzlies","null","null","92"
"493","sacramento kings","null","null","96"
"494","chicago bulls","31","30","94"
"494","golden state warriors","50","11","87"
"495","lakers","null","null","73"
"496","grizz","null","null","null"
"496","jazz","null","null","null"
"497","oklahoma city thunder","9","6","111"
"497","utah jazz","6","7","89"
