,Player Name,Game ID,Report,points
285,Rondae Hollis-Jefferson,41,"The Brooklyn Nets defeated the Phoenix Suns, 126 - 98, at Barclays Center on Thursday evening. The Nets (15 - 56) came into Thursday on what could, by their standards, be considered a hot streak. They'd tallied five victories in 12 games in March but they were chasing a particularly significant win against the Suns (22 - 50). Brooklyn had not prevailed in consecutive games in nearly a calendar year, improbable as that sounds. Early on, it appeared the dubious streak would endure, as the Nets fell by a 32 - 22 margin after one quarter. However, they roared back in the second by outscoring Phoenix by a 30 - 18 margin and then took it up a couple of notches in the second half. The Nets outscored their visitors, 74 - 48, over the third and fourth quarters for one of their biggest victories of the season. A whopping eight players hit double digits in the scoring column, and Brooklyn played a stellar defensive game overall, limiting the Suns to a 37 percent success rate from the field and 29 percent figure from three - point range while also causing 19 turnovers. Phoenix was led by Devin Booker, who managed 28 points, two rebounds and three steals. Marquese Chriss continued his recent stretch of excellent play with 23 points, 11 rebounds, two steals and one block. Alex Len followed with an 11 - point, 11 - rebound double - double that also included one assist, two steals and two blocks. Tyler Ulis chipped in with a 10 - point, 12 - assist double - double that also featured a pair of steals. Leandro Barbosa paced the second unit with 11 points, six boards, one assist and one steal. Brook Lopez led the way for the Nets with 19 points, six rebounds and one block. K.J. McDaniels followed with a bench - leading 16 points, which he supplemented with eight rebounds, one assist, two steals and one block. Trevor Booker managed 14 points, eight boards and one assist. Jeremy Lin tallied 13 points, five assists and three rebounds. Archie Goodwin and Quincy Acy contributed matching 12 - point efforts as reserves. Isaiah Whitehead compiled 11 points, four rebounds, three assists, two steals and one block over 28 minutes. Justin Hamilton supplied 10 points and one rebound. Rondae Hollis-Jefferson mustered a modest five points but hauled in 16 boards, dished out two assists, recorded two steals and posted one block. The Suns next head to Boston to take on the Celtics on Friday night, while the Nets head to Washington to take on the Wizards on Friday evening as well.
",5
286,Brook Lopez,41,"The Brooklyn Nets defeated the Phoenix Suns, 126 - 98, at Barclays Center on Thursday evening. The Nets (15 - 56) came into Thursday on what could, by their standards, be considered a hot streak. They'd tallied five victories in 12 games in March but they were chasing a particularly significant win against the Suns (22 - 50). Brooklyn had not prevailed in consecutive games in nearly a calendar year, improbable as that sounds. Early on, it appeared the dubious streak would endure, as the Nets fell by a 32 - 22 margin after one quarter. However, they roared back in the second by outscoring Phoenix by a 30 - 18 margin and then took it up a couple of notches in the second half. The Nets outscored their visitors, 74 - 48, over the third and fourth quarters for one of their biggest victories of the season. A whopping eight players hit double digits in the scoring column, and Brooklyn played a stellar defensive game overall, limiting the Suns to a 37 percent success rate from the field and 29 percent figure from three - point range while also causing 19 turnovers. Phoenix was led by Devin Booker, who managed 28 points, two rebounds and three steals. Marquese Chriss continued his recent stretch of excellent play with 23 points, 11 rebounds, two steals and one block. Alex Len followed with an 11 - point, 11 - rebound double - double that also included one assist, two steals and two blocks. Tyler Ulis chipped in with a 10 - point, 12 - assist double - double that also featured a pair of steals. Leandro Barbosa paced the second unit with 11 points, six boards, one assist and one steal. Brook Lopez led the way for the Nets with 19 points, six rebounds and one block. K.J. McDaniels followed with a bench - leading 16 points, which he supplemented with eight rebounds, one assist, two steals and one block. Trevor Booker managed 14 points, eight boards and one assist. Jeremy Lin tallied 13 points, five assists and three rebounds. Archie Goodwin and Quincy Acy contributed matching 12 - point efforts as reserves. Isaiah Whitehead compiled 11 points, four rebounds, three assists, two steals and one block over 28 minutes. Justin Hamilton supplied 10 points and one rebound. Rondae Hollis-Jefferson mustered a modest five points but hauled in 16 boards, dished out two assists, recorded two steals and posted one block. The Suns next head to Boston to take on the Celtics on Friday night, while the Nets head to Washington to take on the Wizards on Friday evening as well.
",19
287,Jeremy Lin,41,"The Brooklyn Nets defeated the Phoenix Suns, 126 - 98, at Barclays Center on Thursday evening. The Nets (15 - 56) came into Thursday on what could, by their standards, be considered a hot streak. They'd tallied five victories in 12 games in March but they were chasing a particularly significant win against the Suns (22 - 50). Brooklyn had not prevailed in consecutive games in nearly a calendar year, improbable as that sounds. Early on, it appeared the dubious streak would endure, as the Nets fell by a 32 - 22 margin after one quarter. However, they roared back in the second by outscoring Phoenix by a 30 - 18 margin and then took it up a couple of notches in the second half. The Nets outscored their visitors, 74 - 48, over the third and fourth quarters for one of their biggest victories of the season. A whopping eight players hit double digits in the scoring column, and Brooklyn played a stellar defensive game overall, limiting the Suns to a 37 percent success rate from the field and 29 percent figure from three - point range while also causing 19 turnovers. Phoenix was led by Devin Booker, who managed 28 points, two rebounds and three steals. Marquese Chriss continued his recent stretch of excellent play with 23 points, 11 rebounds, two steals and one block. Alex Len followed with an 11 - point, 11 - rebound double - double that also included one assist, two steals and two blocks. Tyler Ulis chipped in with a 10 - point, 12 - assist double - double that also featured a pair of steals. Leandro Barbosa paced the second unit with 11 points, six boards, one assist and one steal. Brook Lopez led the way for the Nets with 19 points, six rebounds and one block. K.J. McDaniels followed with a bench - leading 16 points, which he supplemented with eight rebounds, one assist, two steals and one block. Trevor Booker managed 14 points, eight boards and one assist. Jeremy Lin tallied 13 points, five assists and three rebounds. Archie Goodwin and Quincy Acy contributed matching 12 - point efforts as reserves. Isaiah Whitehead compiled 11 points, four rebounds, three assists, two steals and one block over 28 minutes. Justin Hamilton supplied 10 points and one rebound. Rondae Hollis-Jefferson mustered a modest five points but hauled in 16 boards, dished out two assists, recorded two steals and posted one block. The Suns next head to Boston to take on the Celtics on Friday night, while the Nets head to Washington to take on the Wizards on Friday evening as well.
",13
288,Quincy Acy,41,"The Brooklyn Nets defeated the Phoenix Suns, 126 - 98, at Barclays Center on Thursday evening. The Nets (15 - 56) came into Thursday on what could, by their standards, be considered a hot streak. They'd tallied five victories in 12 games in March but they were chasing a particularly significant win against the Suns (22 - 50). Brooklyn had not prevailed in consecutive games in nearly a calendar year, improbable as that sounds. Early on, it appeared the dubious streak would endure, as the Nets fell by a 32 - 22 margin after one quarter. However, they roared back in the second by outscoring Phoenix by a 30 - 18 margin and then took it up a couple of notches in the second half. The Nets outscored their visitors, 74 - 48, over the third and fourth quarters for one of their biggest victories of the season. A whopping eight players hit double digits in the scoring column, and Brooklyn played a stellar defensive game overall, limiting the Suns to a 37 percent success rate from the field and 29 percent figure from three - point range while also causing 19 turnovers. Phoenix was led by Devin Booker, who managed 28 points, two rebounds and three steals. Marquese Chriss continued his recent stretch of excellent play with 23 points, 11 rebounds, two steals and one block. Alex Len followed with an 11 - point, 11 - rebound double - double that also included one assist, two steals and two blocks. Tyler Ulis chipped in with a 10 - point, 12 - assist double - double that also featured a pair of steals. Leandro Barbosa paced the second unit with 11 points, six boards, one assist and one steal. Brook Lopez led the way for the Nets with 19 points, six rebounds and one block. K.J. McDaniels followed with a bench - leading 16 points, which he supplemented with eight rebounds, one assist, two steals and one block. Trevor Booker managed 14 points, eight boards and one assist. Jeremy Lin tallied 13 points, five assists and three rebounds. Archie Goodwin and Quincy Acy contributed matching 12 - point efforts as reserves. Isaiah Whitehead compiled 11 points, four rebounds, three assists, two steals and one block over 28 minutes. Justin Hamilton supplied 10 points and one rebound. Rondae Hollis-Jefferson mustered a modest five points but hauled in 16 boards, dished out two assists, recorded two steals and posted one block. The Suns next head to Boston to take on the Celtics on Friday night, while the Nets head to Washington to take on the Wizards on Friday evening as well.
",12
289,Isaiah Whitehead,41,"The Brooklyn Nets defeated the Phoenix Suns, 126 - 98, at Barclays Center on Thursday evening. The Nets (15 - 56) came into Thursday on what could, by their standards, be considered a hot streak. They'd tallied five victories in 12 games in March but they were chasing a particularly significant win against the Suns (22 - 50). Brooklyn had not prevailed in consecutive games in nearly a calendar year, improbable as that sounds. Early on, it appeared the dubious streak would endure, as the Nets fell by a 32 - 22 margin after one quarter. However, they roared back in the second by outscoring Phoenix by a 30 - 18 margin and then took it up a couple of notches in the second half. The Nets outscored their visitors, 74 - 48, over the third and fourth quarters for one of their biggest victories of the season. A whopping eight players hit double digits in the scoring column, and Brooklyn played a stellar defensive game overall, limiting the Suns to a 37 percent success rate from the field and 29 percent figure from three - point range while also causing 19 turnovers. Phoenix was led by Devin Booker, who managed 28 points, two rebounds and three steals. Marquese Chriss continued his recent stretch of excellent play with 23 points, 11 rebounds, two steals and one block. Alex Len followed with an 11 - point, 11 - rebound double - double that also included one assist, two steals and two blocks. Tyler Ulis chipped in with a 10 - point, 12 - assist double - double that also featured a pair of steals. Leandro Barbosa paced the second unit with 11 points, six boards, one assist and one steal. Brook Lopez led the way for the Nets with 19 points, six rebounds and one block. K.J. McDaniels followed with a bench - leading 16 points, which he supplemented with eight rebounds, one assist, two steals and one block. Trevor Booker managed 14 points, eight boards and one assist. Jeremy Lin tallied 13 points, five assists and three rebounds. Archie Goodwin and Quincy Acy contributed matching 12 - point efforts as reserves. Isaiah Whitehead compiled 11 points, four rebounds, three assists, two steals and one block over 28 minutes. Justin Hamilton supplied 10 points and one rebound. Rondae Hollis-Jefferson mustered a modest five points but hauled in 16 boards, dished out two assists, recorded two steals and posted one block. The Suns next head to Boston to take on the Celtics on Friday night, while the Nets head to Washington to take on the Wizards on Friday evening as well.
",11
290,KJ McDaniels,41,"The Brooklyn Nets defeated the Phoenix Suns, 126 - 98, at Barclays Center on Thursday evening. The Nets (15 - 56) came into Thursday on what could, by their standards, be considered a hot streak. They'd tallied five victories in 12 games in March but they were chasing a particularly significant win against the Suns (22 - 50). Brooklyn had not prevailed in consecutive games in nearly a calendar year, improbable as that sounds. Early on, it appeared the dubious streak would endure, as the Nets fell by a 32 - 22 margin after one quarter. However, they roared back in the second by outscoring Phoenix by a 30 - 18 margin and then took it up a couple of notches in the second half. The Nets outscored their visitors, 74 - 48, over the third and fourth quarters for one of their biggest victories of the season. A whopping eight players hit double digits in the scoring column, and Brooklyn played a stellar defensive game overall, limiting the Suns to a 37 percent success rate from the field and 29 percent figure from three - point range while also causing 19 turnovers. Phoenix was led by Devin Booker, who managed 28 points, two rebounds and three steals. Marquese Chriss continued his recent stretch of excellent play with 23 points, 11 rebounds, two steals and one block. Alex Len followed with an 11 - point, 11 - rebound double - double that also included one assist, two steals and two blocks. Tyler Ulis chipped in with a 10 - point, 12 - assist double - double that also featured a pair of steals. Leandro Barbosa paced the second unit with 11 points, six boards, one assist and one steal. Brook Lopez led the way for the Nets with 19 points, six rebounds and one block. K.J. McDaniels followed with a bench - leading 16 points, which he supplemented with eight rebounds, one assist, two steals and one block. Trevor Booker managed 14 points, eight boards and one assist. Jeremy Lin tallied 13 points, five assists and three rebounds. Archie Goodwin and Quincy Acy contributed matching 12 - point efforts as reserves. Isaiah Whitehead compiled 11 points, four rebounds, three assists, two steals and one block over 28 minutes. Justin Hamilton supplied 10 points and one rebound. Rondae Hollis-Jefferson mustered a modest five points but hauled in 16 boards, dished out two assists, recorded two steals and posted one block. The Suns next head to Boston to take on the Celtics on Friday night, while the Nets head to Washington to take on the Wizards on Friday evening as well.
",16
291,Trevor Booker,41,"The Brooklyn Nets defeated the Phoenix Suns, 126 - 98, at Barclays Center on Thursday evening. The Nets (15 - 56) came into Thursday on what could, by their standards, be considered a hot streak. They'd tallied five victories in 12 games in March but they were chasing a particularly significant win against the Suns (22 - 50). Brooklyn had not prevailed in consecutive games in nearly a calendar year, improbable as that sounds. Early on, it appeared the dubious streak would endure, as the Nets fell by a 32 - 22 margin after one quarter. However, they roared back in the second by outscoring Phoenix by a 30 - 18 margin and then took it up a couple of notches in the second half. The Nets outscored their visitors, 74 - 48, over the third and fourth quarters for one of their biggest victories of the season. A whopping eight players hit double digits in the scoring column, and Brooklyn played a stellar defensive game overall, limiting the Suns to a 37 percent success rate from the field and 29 percent figure from three - point range while also causing 19 turnovers. Phoenix was led by Devin Booker, who managed 28 points, two rebounds and three steals. Marquese Chriss continued his recent stretch of excellent play with 23 points, 11 rebounds, two steals and one block. Alex Len followed with an 11 - point, 11 - rebound double - double that also included one assist, two steals and two blocks. Tyler Ulis chipped in with a 10 - point, 12 - assist double - double that also featured a pair of steals. Leandro Barbosa paced the second unit with 11 points, six boards, one assist and one steal. Brook Lopez led the way for the Nets with 19 points, six rebounds and one block. K.J. McDaniels followed with a bench - leading 16 points, which he supplemented with eight rebounds, one assist, two steals and one block. Trevor Booker managed 14 points, eight boards and one assist. Jeremy Lin tallied 13 points, five assists and three rebounds. Archie Goodwin and Quincy Acy contributed matching 12 - point efforts as reserves. Isaiah Whitehead compiled 11 points, four rebounds, three assists, two steals and one block over 28 minutes. Justin Hamilton supplied 10 points and one rebound. Rondae Hollis-Jefferson mustered a modest five points but hauled in 16 boards, dished out two assists, recorded two steals and posted one block. The Suns next head to Boston to take on the Celtics on Friday night, while the Nets head to Washington to take on the Wizards on Friday evening as well.
",14
292,Justin Hamilton,41,"The Brooklyn Nets defeated the Phoenix Suns, 126 - 98, at Barclays Center on Thursday evening. The Nets (15 - 56) came into Thursday on what could, by their standards, be considered a hot streak. They'd tallied five victories in 12 games in March but they were chasing a particularly significant win against the Suns (22 - 50). Brooklyn had not prevailed in consecutive games in nearly a calendar year, improbable as that sounds. Early on, it appeared the dubious streak would endure, as the Nets fell by a 32 - 22 margin after one quarter. However, they roared back in the second by outscoring Phoenix by a 30 - 18 margin and then took it up a couple of notches in the second half. The Nets outscored their visitors, 74 - 48, over the third and fourth quarters for one of their biggest victories of the season. A whopping eight players hit double digits in the scoring column, and Brooklyn played a stellar defensive game overall, limiting the Suns to a 37 percent success rate from the field and 29 percent figure from three - point range while also causing 19 turnovers. Phoenix was led by Devin Booker, who managed 28 points, two rebounds and three steals. Marquese Chriss continued his recent stretch of excellent play with 23 points, 11 rebounds, two steals and one block. Alex Len followed with an 11 - point, 11 - rebound double - double that also included one assist, two steals and two blocks. Tyler Ulis chipped in with a 10 - point, 12 - assist double - double that also featured a pair of steals. Leandro Barbosa paced the second unit with 11 points, six boards, one assist and one steal. Brook Lopez led the way for the Nets with 19 points, six rebounds and one block. K.J. McDaniels followed with a bench - leading 16 points, which he supplemented with eight rebounds, one assist, two steals and one block. Trevor Booker managed 14 points, eight boards and one assist. Jeremy Lin tallied 13 points, five assists and three rebounds. Archie Goodwin and Quincy Acy contributed matching 12 - point efforts as reserves. Isaiah Whitehead compiled 11 points, four rebounds, three assists, two steals and one block over 28 minutes. Justin Hamilton supplied 10 points and one rebound. Rondae Hollis-Jefferson mustered a modest five points but hauled in 16 boards, dished out two assists, recorded two steals and posted one block. The Suns next head to Boston to take on the Celtics on Friday night, while the Nets head to Washington to take on the Wizards on Friday evening as well.
",10
293,Archie Goodwin,41,"The Brooklyn Nets defeated the Phoenix Suns, 126 - 98, at Barclays Center on Thursday evening. The Nets (15 - 56) came into Thursday on what could, by their standards, be considered a hot streak. They'd tallied five victories in 12 games in March but they were chasing a particularly significant win against the Suns (22 - 50). Brooklyn had not prevailed in consecutive games in nearly a calendar year, improbable as that sounds. Early on, it appeared the dubious streak would endure, as the Nets fell by a 32 - 22 margin after one quarter. However, they roared back in the second by outscoring Phoenix by a 30 - 18 margin and then took it up a couple of notches in the second half. The Nets outscored their visitors, 74 - 48, over the third and fourth quarters for one of their biggest victories of the season. A whopping eight players hit double digits in the scoring column, and Brooklyn played a stellar defensive game overall, limiting the Suns to a 37 percent success rate from the field and 29 percent figure from three - point range while also causing 19 turnovers. Phoenix was led by Devin Booker, who managed 28 points, two rebounds and three steals. Marquese Chriss continued his recent stretch of excellent play with 23 points, 11 rebounds, two steals and one block. Alex Len followed with an 11 - point, 11 - rebound double - double that also included one assist, two steals and two blocks. Tyler Ulis chipped in with a 10 - point, 12 - assist double - double that also featured a pair of steals. Leandro Barbosa paced the second unit with 11 points, six boards, one assist and one steal. Brook Lopez led the way for the Nets with 19 points, six rebounds and one block. K.J. McDaniels followed with a bench - leading 16 points, which he supplemented with eight rebounds, one assist, two steals and one block. Trevor Booker managed 14 points, eight boards and one assist. Jeremy Lin tallied 13 points, five assists and three rebounds. Archie Goodwin and Quincy Acy contributed matching 12 - point efforts as reserves. Isaiah Whitehead compiled 11 points, four rebounds, three assists, two steals and one block over 28 minutes. Justin Hamilton supplied 10 points and one rebound. Rondae Hollis-Jefferson mustered a modest five points but hauled in 16 boards, dished out two assists, recorded two steals and posted one block. The Suns next head to Boston to take on the Celtics on Friday night, while the Nets head to Washington to take on the Wizards on Friday evening as well.
",12
294,Devin Booker,42,"University of Kentucky alumni filled the stat sheet in Friday's Suns-Kings game, as DeMarcus Cousins, Devin Booker, and Eric Bledsoe all made significant impacts for their respective teams. For Phoenix, Booker led the team with 33 points and shot 11 - of - 24 from the field. Bledsoe, meanwhile, had 20 points, six rebounds, and four assists. As a team, Phoenix shot only 41 percent, but made 12 three - pointers and was a solid 29 - of - 35 from the free - throw line. Sacramento, meanwhile, saw a triple - double from Cousins. Cousins led the team with 22 points, 12 rebounds, and 12 assists. Three Kings guards added at least 18 points as well, with sixth man Ty Lawson coming off the bench for 18. The Kings shot a stellar 44 percent from the field, but held a significant disadvantage at the free - throw line.
",33
295,Eric Bledsoe,42,"University of Kentucky alumni filled the stat sheet in Friday's Suns-Kings game, as DeMarcus Cousins, Devin Booker, and Eric Bledsoe all made significant impacts for their respective teams. For Phoenix, Booker led the team with 33 points and shot 11 - of - 24 from the field. Bledsoe, meanwhile, had 20 points, six rebounds, and four assists. As a team, Phoenix shot only 41 percent, but made 12 three - pointers and was a solid 29 - of - 35 from the free - throw line. Sacramento, meanwhile, saw a triple - double from Cousins. Cousins led the team with 22 points, 12 rebounds, and 12 assists. Three Kings guards added at least 18 points as well, with sixth man Ty Lawson coming off the bench for 18. The Kings shot a stellar 44 percent from the field, but held a significant disadvantage at the free - throw line.
",20
296,DeMarcus Cousins,42,"University of Kentucky alumni filled the stat sheet in Friday's Suns-Kings game, as DeMarcus Cousins, Devin Booker, and Eric Bledsoe all made significant impacts for their respective teams. For Phoenix, Booker led the team with 33 points and shot 11 - of - 24 from the field. Bledsoe, meanwhile, had 20 points, six rebounds, and four assists. As a team, Phoenix shot only 41 percent, but made 12 three - pointers and was a solid 29 - of - 35 from the free - throw line. Sacramento, meanwhile, saw a triple - double from Cousins. Cousins led the team with 22 points, 12 rebounds, and 12 assists. Three Kings guards added at least 18 points as well, with sixth man Ty Lawson coming off the bench for 18. The Kings shot a stellar 44 percent from the field, but held a significant disadvantage at the free - throw line.
",22
297,Ty Lawson,42,"University of Kentucky alumni filled the stat sheet in Friday's Suns-Kings game, as DeMarcus Cousins, Devin Booker, and Eric Bledsoe all made significant impacts for their respective teams. For Phoenix, Booker led the team with 33 points and shot 11 - of - 24 from the field. Bledsoe, meanwhile, had 20 points, six rebounds, and four assists. As a team, Phoenix shot only 41 percent, but made 12 three - pointers and was a solid 29 - of - 35 from the free - throw line. Sacramento, meanwhile, saw a triple - double from Cousins. Cousins led the team with 22 points, 12 rebounds, and 12 assists. Three Kings guards added at least 18 points as well, with sixth man Ty Lawson coming off the bench for 18. The Kings shot a stellar 44 percent from the field, but held a significant disadvantage at the free - throw line.
",18
298,Joakim Noah,43,"The Chicago Bulls (8 - 3) defeated the Los Angeles Clippers (5 - 4) 105 - 89 on Monday at the Staples Center in Los Angeles. With their victory over Los Angeles, Chicago moves within a half game of the Eastern Conference leading Toronto Raptors. Meanwhile, Los Angeles is now tied with New Orleans for the eigth seed in the Western Conference. Despite the double - digit victory, Chicago trailed Los Angeles 50 - 48 going into halftime. As the game transitioned to the second half, Chicago's offense heated up as they shot an outstanding 59 percent until the end of the game, while Los Angeles only shot 44 percent. The Chicago Bulls had all five starters score in double - digits, with Jimmy Butler leading the way scoring 22 points (6 - 17 FG, 1 - 4 3Pt, 9 - 10 FT), while also contributing six rebounds and a game - high eight assists. While he only had 11 points (5 - 8 FG), Joakim Noah was able to make a tremendous impact as he had a season - high 16 rebounds and six assists. Coming off the bench, rookie forward Nikola Mirotic had an extremely solid performance, as he had 11 points (5 - 10 FG, 1 - 4 3Pt), while also grabbing seven rebounds. The Los Angeles Clippers were lead by potential MVP candidate Blake Griffin, who had a 19 point (7 - 15 FG, 5 - 10 FT), 10 rebound double - double performance. While Griffin was the better all - around player, Clippers sixth man Jamal Crawford lead the entire team with 24 points (10 - 17 FG, 1 - 5 3Pt, 3 - 5 FT), while also dishing out five assists. The NBA's leading rebounder, DeAndre Jordan, continued to clean up the glass, as he collected 17 rebounds, while also adding 10 points (5 - 6 FG). The Bulls' will stay on the road as their next game will be in Sacramento on Thursday, while Los Angeles will travel to Orlando to face the Magic on Wednesday.
",11
299,Jimmy Butler,43,"The Chicago Bulls (8 - 3) defeated the Los Angeles Clippers (5 - 4) 105 - 89 on Monday at the Staples Center in Los Angeles. With their victory over Los Angeles, Chicago moves within a half game of the Eastern Conference leading Toronto Raptors. Meanwhile, Los Angeles is now tied with New Orleans for the eigth seed in the Western Conference. Despite the double - digit victory, Chicago trailed Los Angeles 50 - 48 going into halftime. As the game transitioned to the second half, Chicago's offense heated up as they shot an outstanding 59 percent until the end of the game, while Los Angeles only shot 44 percent. The Chicago Bulls had all five starters score in double - digits, with Jimmy Butler leading the way scoring 22 points (6 - 17 FG, 1 - 4 3Pt, 9 - 10 FT), while also contributing six rebounds and a game - high eight assists. While he only had 11 points (5 - 8 FG), Joakim Noah was able to make a tremendous impact as he had a season - high 16 rebounds and six assists. Coming off the bench, rookie forward Nikola Mirotic had an extremely solid performance, as he had 11 points (5 - 10 FG, 1 - 4 3Pt), while also grabbing seven rebounds. The Los Angeles Clippers were lead by potential MVP candidate Blake Griffin, who had a 19 point (7 - 15 FG, 5 - 10 FT), 10 rebound double - double performance. While Griffin was the better all - around player, Clippers sixth man Jamal Crawford lead the entire team with 24 points (10 - 17 FG, 1 - 5 3Pt, 3 - 5 FT), while also dishing out five assists. The NBA's leading rebounder, DeAndre Jordan, continued to clean up the glass, as he collected 17 rebounds, while also adding 10 points (5 - 6 FG). The Bulls' will stay on the road as their next game will be in Sacramento on Thursday, while Los Angeles will travel to Orlando to face the Magic on Wednesday.
",22
300,Nikola Mirotic,43,"The Chicago Bulls (8 - 3) defeated the Los Angeles Clippers (5 - 4) 105 - 89 on Monday at the Staples Center in Los Angeles. With their victory over Los Angeles, Chicago moves within a half game of the Eastern Conference leading Toronto Raptors. Meanwhile, Los Angeles is now tied with New Orleans for the eigth seed in the Western Conference. Despite the double - digit victory, Chicago trailed Los Angeles 50 - 48 going into halftime. As the game transitioned to the second half, Chicago's offense heated up as they shot an outstanding 59 percent until the end of the game, while Los Angeles only shot 44 percent. The Chicago Bulls had all five starters score in double - digits, with Jimmy Butler leading the way scoring 22 points (6 - 17 FG, 1 - 4 3Pt, 9 - 10 FT), while also contributing six rebounds and a game - high eight assists. While he only had 11 points (5 - 8 FG), Joakim Noah was able to make a tremendous impact as he had a season - high 16 rebounds and six assists. Coming off the bench, rookie forward Nikola Mirotic had an extremely solid performance, as he had 11 points (5 - 10 FG, 1 - 4 3Pt), while also grabbing seven rebounds. The Los Angeles Clippers were lead by potential MVP candidate Blake Griffin, who had a 19 point (7 - 15 FG, 5 - 10 FT), 10 rebound double - double performance. While Griffin was the better all - around player, Clippers sixth man Jamal Crawford lead the entire team with 24 points (10 - 17 FG, 1 - 5 3Pt, 3 - 5 FT), while also dishing out five assists. The NBA's leading rebounder, DeAndre Jordan, continued to clean up the glass, as he collected 17 rebounds, while also adding 10 points (5 - 6 FG). The Bulls' will stay on the road as their next game will be in Sacramento on Thursday, while Los Angeles will travel to Orlando to face the Magic on Wednesday.
",11
301,Blake Griffin,43,"The Chicago Bulls (8 - 3) defeated the Los Angeles Clippers (5 - 4) 105 - 89 on Monday at the Staples Center in Los Angeles. With their victory over Los Angeles, Chicago moves within a half game of the Eastern Conference leading Toronto Raptors. Meanwhile, Los Angeles is now tied with New Orleans for the eigth seed in the Western Conference. Despite the double - digit victory, Chicago trailed Los Angeles 50 - 48 going into halftime. As the game transitioned to the second half, Chicago's offense heated up as they shot an outstanding 59 percent until the end of the game, while Los Angeles only shot 44 percent. The Chicago Bulls had all five starters score in double - digits, with Jimmy Butler leading the way scoring 22 points (6 - 17 FG, 1 - 4 3Pt, 9 - 10 FT), while also contributing six rebounds and a game - high eight assists. While he only had 11 points (5 - 8 FG), Joakim Noah was able to make a tremendous impact as he had a season - high 16 rebounds and six assists. Coming off the bench, rookie forward Nikola Mirotic had an extremely solid performance, as he had 11 points (5 - 10 FG, 1 - 4 3Pt), while also grabbing seven rebounds. The Los Angeles Clippers were lead by potential MVP candidate Blake Griffin, who had a 19 point (7 - 15 FG, 5 - 10 FT), 10 rebound double - double performance. While Griffin was the better all - around player, Clippers sixth man Jamal Crawford lead the entire team with 24 points (10 - 17 FG, 1 - 5 3Pt, 3 - 5 FT), while also dishing out five assists. The NBA's leading rebounder, DeAndre Jordan, continued to clean up the glass, as he collected 17 rebounds, while also adding 10 points (5 - 6 FG). The Bulls' will stay on the road as their next game will be in Sacramento on Thursday, while Los Angeles will travel to Orlando to face the Magic on Wednesday.
",19
302,DeAndre Jordan,43,"The Chicago Bulls (8 - 3) defeated the Los Angeles Clippers (5 - 4) 105 - 89 on Monday at the Staples Center in Los Angeles. With their victory over Los Angeles, Chicago moves within a half game of the Eastern Conference leading Toronto Raptors. Meanwhile, Los Angeles is now tied with New Orleans for the eigth seed in the Western Conference. Despite the double - digit victory, Chicago trailed Los Angeles 50 - 48 going into halftime. As the game transitioned to the second half, Chicago's offense heated up as they shot an outstanding 59 percent until the end of the game, while Los Angeles only shot 44 percent. The Chicago Bulls had all five starters score in double - digits, with Jimmy Butler leading the way scoring 22 points (6 - 17 FG, 1 - 4 3Pt, 9 - 10 FT), while also contributing six rebounds and a game - high eight assists. While he only had 11 points (5 - 8 FG), Joakim Noah was able to make a tremendous impact as he had a season - high 16 rebounds and six assists. Coming off the bench, rookie forward Nikola Mirotic had an extremely solid performance, as he had 11 points (5 - 10 FG, 1 - 4 3Pt), while also grabbing seven rebounds. The Los Angeles Clippers were lead by potential MVP candidate Blake Griffin, who had a 19 point (7 - 15 FG, 5 - 10 FT), 10 rebound double - double performance. While Griffin was the better all - around player, Clippers sixth man Jamal Crawford lead the entire team with 24 points (10 - 17 FG, 1 - 5 3Pt, 3 - 5 FT), while also dishing out five assists. The NBA's leading rebounder, DeAndre Jordan, continued to clean up the glass, as he collected 17 rebounds, while also adding 10 points (5 - 6 FG). The Bulls' will stay on the road as their next game will be in Sacramento on Thursday, while Los Angeles will travel to Orlando to face the Magic on Wednesday.
",10
