,text,category
31,I was expecting my new card and am wondering why I haven't received it yet?,transfer_not_received_by_recipient
31,I was expecting my new card and am wondering why I haven't received it yet?,getting_virtual_card
31,I was expecting my new card and am wondering why I haven't received it yet?,card_acceptance
31,I was expecting my new card and am wondering why I haven't received it yet?,get_physical_card
31,I was expecting my new card and am wondering why I haven't received it yet?,visa_or_mastercard
31,I was expecting my new card and am wondering why I haven't received it yet?,atm_support
31,I was expecting my new card and am wondering why I haven't received it yet?,pending_card_payment
31,I was expecting my new card and am wondering why I haven't received it yet?,pending_transfer
31,I was expecting my new card and am wondering why I haven't received it yet?,transfer_timing
31,I was expecting my new card and am wondering why I haven't received it yet?,getting_spare_card
31,I was expecting my new card and am wondering why I haven't received it yet?,order_physical_card
32,How do I know when my card will arrive?,card_arrival
32,How do I know when my card will arrive?,card_linking
32,How do I know when my card will arrive?,card_delivery_estimate
32,How do I know when my card will arrive?,lost_or_stolen_card
32,How do I know when my card will arrive?,getting_virtual_card
32,How do I know when my card will arrive?,card_acceptance
32,How do I know when my card will arrive?,get_physical_card
32,How do I know when my card will arrive?,atm_support
32,How do I know when my card will arrive?,pending_card_payment
32,How do I know when my card will arrive?,pending_transfer
32,How do I know when my card will arrive?,transfer_timing
32,How do I know when my card will arrive?,getting_spare_card
32,How do I know when my card will arrive?,order_physical_card
33,I'm still waiting on my card to be delivered.,card_arrival
33,I'm still waiting on my card to be delivered.,card_linking
33,I'm still waiting on my card to be delivered.,pending_cash_withdrawal
33,I'm still waiting on my card to be delivered.,card_delivery_estimate
33,I'm still waiting on my card to be delivered.,lost_or_stolen_card
33,I'm still waiting on my card to be delivered.,pending_top_up
33,I'm still waiting on my card to be delivered.,transfer_not_received_by_recipient
33,I'm still waiting on my card to be delivered.,card_acceptance
33,I'm still waiting on my card to be delivered.,get_physical_card
33,I'm still waiting on my card to be delivered.,visa_or_mastercard
33,I'm still waiting on my card to be delivered.,atm_support
33,I'm still waiting on my card to be delivered.,pending_card_payment
33,I'm still waiting on my card to be delivered.,pending_transfer
33,I'm still waiting on my card to be delivered.,transfer_timing
33,I'm still waiting on my card to be delivered.,getting_spare_card
33,I'm still waiting on my card to be delivered.,order_physical_card
34,Does the card you sent have a way to track to it?,card_arrival
34,Does the card you sent have a way to track to it?,card_linking
34,Does the card you sent have a way to track to it?,extra_charge_on_statement
34,Does the card you sent have a way to track to it?,pending_cash_withdrawal
34,Does the card you sent have a way to track to it?,card_delivery_estimate
34,Does the card you sent have a way to track to it?,lost_or_stolen_card
34,Does the card you sent have a way to track to it?,card_payment_fee_charged
34,Does the card you sent have a way to track to it?,transfer_not_received_by_recipient
34,Does the card you sent have a way to track to it?,getting_virtual_card
34,Does the card you sent have a way to track to it?,card_acceptance
34,Does the card you sent have a way to track to it?,card_payment_not_recognised
34,Does the card you sent have a way to track to it?,why_verify_identity
34,Does the card you sent have a way to track to it?,get_physical_card
34,Does the card you sent have a way to track to it?,topping_up_by_card
34,Does the card you sent have a way to track to it?,disposable_card_limits
34,Does the card you sent have a way to track to it?,compromised_card
34,Does the card you sent have a way to track to it?,atm_support
34,Does the card you sent have a way to track to it?,pending_card_payment
34,Does the card you sent have a way to track to it?,declined_card_payment
34,Does the card you sent have a way to track to it?,pending_transfer
34,Does the card you sent have a way to track to it?,transfer_timing
34,Does the card you sent have a way to track to it?,reverted_card_payment?
34,Does the card you sent have a way to track to it?,failed_transfer
34,Does the card you sent have a way to track to it?,verify_top_up
34,Does the card you sent have a way to track to it?,getting_spare_card
34,Does the card you sent have a way to track to it?,order_physical_card
35,I ordered a card and I still haven't received it. It's been two weeks. What can I do?,card_arrival
35,I ordered a card and I still haven't received it. It's been two weeks. What can I do?,card_linking
35,I ordered a card and I still haven't received it. It's been two weeks. What can I do?,card_delivery_estimate
35,I ordered a card and I still haven't received it. It's been two weeks. What can I do?,lost_or_stolen_card
35,I ordered a card and I still haven't received it. It's been two weeks. What can I do?,transfer_not_received_by_recipient
35,I ordered a card and I still haven't received it. It's been two weeks. What can I do?,card_acceptance
35,I ordered a card and I still haven't received it. It's been two weeks. What can I do?,get_physical_card
35,I ordered a card and I still haven't received it. It's been two weeks. What can I do?,atm_support
35,I ordered a card and I still haven't received it. It's been two weeks. What can I do?,Refund_not_showing_up
35,I ordered a card and I still haven't received it. It's been two weeks. What can I do?,pending_transfer
35,I ordered a card and I still haven't received it. It's been two weeks. What can I do?,transfer_timing
35,I ordered a card and I still haven't received it. It's been two weeks. What can I do?,getting_spare_card
35,I ordered a card and I still haven't received it. It's been two weeks. What can I do?,order_physical_card
36,"I'm starting to think my card is lost because it still hasn't arrived, can you help?",card_arrival
36,"I'm starting to think my card is lost because it still hasn't arrived, can you help?",card_linking
36,"I'm starting to think my card is lost because it still hasn't arrived, can you help?",card_delivery_estimate
36,"I'm starting to think my card is lost because it still hasn't arrived, can you help?",lost_or_stolen_card
36,"I'm starting to think my card is lost because it still hasn't arrived, can you help?",transfer_not_received_by_recipient
36,"I'm starting to think my card is lost because it still hasn't arrived, can you help?",card_acceptance
36,"I'm starting to think my card is lost because it still hasn't arrived, can you help?",get_physical_card
36,"I'm starting to think my card is lost because it still hasn't arrived, can you help?",visa_or_mastercard
36,"I'm starting to think my card is lost because it still hasn't arrived, can you help?",atm_support
36,"I'm starting to think my card is lost because it still hasn't arrived, can you help?",pending_card_payment
36,"I'm starting to think my card is lost because it still hasn't arrived, can you help?",pending_transfer
36,"I'm starting to think my card is lost because it still hasn't arrived, can you help?",transfer_timing
36,"I'm starting to think my card is lost because it still hasn't arrived, can you help?",failed_transfer
36,"I'm starting to think my card is lost because it still hasn't arrived, can you help?",getting_spare_card
36,"I'm starting to think my card is lost because it still hasn't arrived, can you help?",order_physical_card
37,Is there tracking info available?,card_arrival
37,Is there tracking info available?,pending_cash_withdrawal
37,Is there tracking info available?,card_delivery_estimate
37,Is there tracking info available?,transfer_not_received_by_recipient
37,Is there tracking info available?,get_physical_card
37,Is there tracking info available?,atm_support
37,Is there tracking info available?,pending_transfer
37,Is there tracking info available?,transfer_timing
37,Is there tracking info available?,failed_transfer
37,Is there tracking info available?,transfer_into_account
37,Is there tracking info available?,verify_top_up
37,Is there tracking info available?,order_physical_card
38,What is the tracking number for the card you sent?,card_arrival
38,What is the tracking number for the card you sent?,card_linking
38,What is the tracking number for the card you sent?,card_delivery_estimate
38,What is the tracking number for the card you sent?,lost_or_stolen_card
38,What is the tracking number for the card you sent?,transfer_not_received_by_recipient
38,What is the tracking number for the card you sent?,getting_virtual_card
38,What is the tracking number for the card you sent?,card_acceptance
38,What is the tracking number for the card you sent?,get_physical_card
38,What is the tracking number for the card you sent?,compromised_card
38,What is the tracking number for the card you sent?,atm_support
38,What is the tracking number for the card you sent?,pending_card_payment
38,What is the tracking number for the card you sent?,pending_transfer
38,What is the tracking number for the card you sent?,transfer_timing
38,What is the tracking number for the card you sent?,verify_top_up
38,What is the tracking number for the card you sent?,getting_spare_card
38,What is the tracking number for the card you sent?,order_physical_card
39,Where is the tracking number for the card you sent me?,card_arrival
39,Where is the tracking number for the card you sent me?,card_linking
39,Where is the tracking number for the card you sent me?,card_delivery_estimate
39,Where is the tracking number for the card you sent me?,lost_or_stolen_card
39,Where is the tracking number for the card you sent me?,transfer_not_received_by_recipient
39,Where is the tracking number for the card you sent me?,card_acceptance
39,Where is the tracking number for the card you sent me?,get_physical_card
39,Where is the tracking number for the card you sent me?,compromised_card
39,Where is the tracking number for the card you sent me?,pending_card_payment
39,Where is the tracking number for the card you sent me?,pending_transfer
39,Where is the tracking number for the card you sent me?,failed_transfer
39,Where is the tracking number for the card you sent me?,getting_spare_card
39,Where is the tracking number for the card you sent me?,order_physical_card
40,Why won't my card show up on the app?,card_linking
40,Why won't my card show up on the app?,card_not_working
40,Why won't my card show up on the app?,exchange_via_app
40,Why won't my card show up on the app?,lost_or_stolen_card
40,Why won't my card show up on the app?,pin_blocked
40,Why won't my card show up on the app?,contactless_not_working
40,Why won't my card show up on the app?,supported_cards_and_currencies
40,Why won't my card show up on the app?,getting_virtual_card
40,Why won't my card show up on the app?,card_acceptance
40,Why won't my card show up on the app?,card_payment_not_recognised
40,Why won't my card show up on the app?,why_verify_identity
40,Why won't my card show up on the app?,unable_to_verify_identity
40,Why won't my card show up on the app?,visa_or_mastercard
40,Why won't my card show up on the app?,topping_up_by_card
40,Why won't my card show up on the app?,compromised_card
40,Why won't my card show up on the app?,atm_support
40,Why won't my card show up on the app?,direct_debit_payment_not_recognised
40,Why won't my card show up on the app?,pending_card_payment
40,Why won't my card show up on the app?,Refund_not_showing_up
40,Why won't my card show up on the app?,declined_card_payment
40,Why won't my card show up on the app?,pending_transfer
40,Why won't my card show up on the app?,transfer_timing
40,Why won't my card show up on the app?,reverted_card_payment?
40,Why won't my card show up on the app?,failed_transfer
40,Why won't my card show up on the app?,transfer_into_account
40,Why won't my card show up on the app?,verify_top_up
40,Why won't my card show up on the app?,order_physical_card
41,I would like to reactivate my card.,card_linking
41,I would like to reactivate my card.,card_not_working
41,I would like to reactivate my card.,card_payment_fee_charged
41,I would like to reactivate my card.,supported_cards_and_currencies
41,I would like to reactivate my card.,card_acceptance
41,I would like to reactivate my card.,why_verify_identity
41,I would like to reactivate my card.,get_physical_card
41,I would like to reactivate my card.,atm_support
41,I would like to reactivate my card.,reverted_card_payment?
41,I would like to reactivate my card.,order_physical_card
42,Where do I link the new card?,card_arrival
42,Where do I link the new card?,card_linking
42,Where do I link the new card?,card_payment_wrong_exchange_rate
42,Where do I link the new card?,extra_charge_on_statement
42,Where do I link the new card?,pending_cash_withdrawal
42,Where do I link the new card?,fiat_currency_support
42,Where do I link the new card?,card_delivery_estimate
42,Where do I link the new card?,automatic_top_up
42,Where do I link the new card?,card_not_working
42,Where do I link the new card?,exchange_via_app
42,Where do I link the new card?,lost_or_stolen_card
42,Where do I link the new card?,top_up_by_bank_transfer_charge
42,Where do I link the new card?,pending_top_up
42,Where do I link the new card?,top_up_limits
42,Where do I link the new card?,card_payment_fee_charged
42,Where do I link the new card?,transfer_not_received_by_recipient
42,Where do I link the new card?,supported_cards_and_currencies
42,Where do I link the new card?,getting_virtual_card
42,Where do I link the new card?,card_acceptance
42,Where do I link the new card?,top_up_reverted
42,Where do I link the new card?,card_payment_not_recognised
42,Where do I link the new card?,edit_personal_details
42,Where do I link the new card?,why_verify_identity
42,Where do I link the new card?,get_physical_card
42,Where do I link the new card?,visa_or_mastercard
42,Where do I link the new card?,topping_up_by_card
42,Where do I link the new card?,disposable_card_limits
42,Where do I link the new card?,compromised_card
42,Where do I link the new card?,atm_support
42,Where do I link the new card?,direct_debit_payment_not_recognised
42,Where do I link the new card?,declined_cash_withdrawal
42,Where do I link the new card?,pending_card_payment
42,Where do I link the new card?,declined_transfer
42,Where do I link the new card?,Refund_not_showing_up
42,Where do I link the new card?,declined_card_payment
42,Where do I link the new card?,pending_transfer
42,Where do I link the new card?,card_swallowed
42,Where do I link the new card?,transaction_charged_twice
42,Where do I link the new card?,verify_source_of_funds
42,Where do I link the new card?,transfer_timing
42,Where do I link the new card?,reverted_card_payment?
42,Where do I link the new card?,transfer_fee_charged
42,Where do I link the new card?,receiving_money
42,Where do I link the new card?,failed_transfer
42,Where do I link the new card?,transfer_into_account
42,Where do I link the new card?,verify_top_up
42,Where do I link the new card?,getting_spare_card
42,Where do I link the new card?,order_physical_card
43,"I have received my card, can you help me put it in the app?",card_arrival
43,"I have received my card, can you help me put it in the app?",card_linking
43,"I have received my card, can you help me put it in the app?",exchange_via_app
43,"I have received my card, can you help me put it in the app?",supported_cards_and_currencies
43,"I have received my card, can you help me put it in the app?",getting_virtual_card
43,"I have received my card, can you help me put it in the app?",card_acceptance
43,"I have received my card, can you help me put it in the app?",card_payment_not_recognised
43,"I have received my card, can you help me put it in the app?",why_verify_identity
43,"I have received my card, can you help me put it in the app?",get_physical_card
43,"I have received my card, can you help me put it in the app?",visa_or_mastercard
43,"I have received my card, can you help me put it in the app?",atm_support
43,"I have received my card, can you help me put it in the app?",transfer_timing
43,"I have received my card, can you help me put it in the app?",transfer_into_account
43,"I have received my card, can you help me put it in the app?",order_physical_card
44,How do I link a card that I already have?,card_linking
44,How do I link a card that I already have?,automatic_top_up
44,How do I link a card that I already have?,card_payment_fee_charged
44,How do I link a card that I already have?,supported_cards_and_currencies
44,How do I link a card that I already have?,card_acceptance
44,How do I link a card that I already have?,visa_or_mastercard
44,How do I link a card that I already have?,topping_up_by_card
44,How do I link a card that I already have?,atm_support
44,How do I link a card that I already have?,pending_card_payment
44,How do I link a card that I already have?,pending_transfer
44,How do I link a card that I already have?,verify_source_of_funds
44,How do I link a card that I already have?,reverted_card_payment?
44,How do I link a card that I already have?,transfer_into_account
44,How do I link a card that I already have?,verify_top_up
45,"I received my new card, but I don't see it in the app anywhere.  What do I do?",card_arrival
45,"I received my new card, but I don't see it in the app anywhere.  What do I do?",card_linking
45,"I received my new card, but I don't see it in the app anywhere.  What do I do?",card_not_working
45,"I received my new card, but I don't see it in the app anywhere.  What do I do?",supported_cards_and_currencies
45,"I received my new card, but I don't see it in the app anywhere.  What do I do?",card_acceptance
45,"I received my new card, but I don't see it in the app anywhere.  What do I do?",card_payment_not_recognised
45,"I received my new card, but I don't see it in the app anywhere.  What do I do?",get_physical_card
45,"I received my new card, but I don't see it in the app anywhere.  What do I do?",visa_or_mastercard
45,"I received my new card, but I don't see it in the app anywhere.  What do I do?",atm_support
45,"I received my new card, but I don't see it in the app anywhere.  What do I do?",order_physical_card
46,How do I re-add a card to the app?,card_linking
46,How do I re-add a card to the app?,card_not_working
46,How do I re-add a card to the app?,lost_or_stolen_card
46,How do I re-add a card to the app?,supported_cards_and_currencies
46,How do I re-add a card to the app?,getting_virtual_card
46,How do I re-add a card to the app?,card_acceptance
46,How do I re-add a card to the app?,card_payment_not_recognised
46,How do I re-add a card to the app?,visa_or_mastercard
46,How do I re-add a card to the app?,compromised_card
46,How do I re-add a card to the app?,atm_support
46,How do I re-add a card to the app?,pending_card_payment
46,How do I re-add a card to the app?,declined_card_payment
46,How do I re-add a card to the app?,pending_transfer
46,How do I re-add a card to the app?,reverted_card_payment?
46,How do I re-add a card to the app?,getting_spare_card
46,How do I re-add a card to the app?,order_physical_card
47,How do I add the card to my account?,card_arrival
47,How do I add the card to my account?,card_linking
47,How do I add the card to my account?,exchange_via_app
47,How do I add the card to my account?,pending_top_up
47,How do I add the card to my account?,card_payment_fee_charged
47,How do I add the card to my account?,supported_cards_and_currencies
47,How do I add the card to my account?,getting_virtual_card
47,How do I add the card to my account?,card_acceptance
47,How do I add the card to my account?,card_payment_not_recognised
47,How do I add the card to my account?,visa_or_mastercard
47,How do I add the card to my account?,topping_up_by_card
47,How do I add the card to my account?,atm_support
47,How do I add the card to my account?,pending_card_payment
47,How do I add the card to my account?,declined_card_payment
47,How do I add the card to my account?,pending_transfer
47,How do I add the card to my account?,transfer_timing
47,How do I add the card to my account?,transfer_into_account
47,How do I add the card to my account?,verify_top_up
47,How do I add the card to my account?,getting_spare_card
47,How do I add the card to my account?,order_physical_card
48,Can I put my old card back into the system? I just found it/,card_linking
48,Can I put my old card back into the system? I just found it/,pending_cash_withdrawal
48,Can I put my old card back into the system? I just found it/,lost_or_stolen_card
48,Can I put my old card back into the system? I just found it/,pin_blocked
48,Can I put my old card back into the system? I just found it/,cancel_transfer
48,Can I put my old card back into the system? I just found it/,supported_cards_and_currencies
48,Can I put my old card back into the system? I just found it/,card_acceptance
48,Can I put my old card back into the system? I just found it/,top_up_reverted
48,Can I put my old card back into the system? I just found it/,card_payment_not_recognised
48,Can I put my old card back into the system? I just found it/,edit_personal_details
48,Can I put my old card back into the system? I just found it/,why_verify_identity
48,Can I put my old card back into the system? I just found it/,get_physical_card
48,Can I put my old card back into the system? I just found it/,compromised_card
48,Can I put my old card back into the system? I just found it/,atm_support
48,Can I put my old card back into the system? I just found it/,pending_card_payment
48,Can I put my old card back into the system? I just found it/,declined_card_payment
48,Can I put my old card back into the system? I just found it/,pending_transfer
48,Can I put my old card back into the system? I just found it/,card_swallowed
48,Can I put my old card back into the system? I just found it/,transfer_timing
48,Can I put my old card back into the system? I just found it/,reverted_card_payment?
48,Can I put my old card back into the system? I just found it/,beneficiary_not_allowed
48,Can I put my old card back into the system? I just found it/,failed_transfer
48,Can I put my old card back into the system? I just found it/,transfer_into_account
48,Can I put my old card back into the system? I just found it/,order_physical_card
49,"I have one of your cards already, how do I link it?",card_arrival
49,"I have one of your cards already, how do I link it?",card_linking
49,"I have one of your cards already, how do I link it?",card_payment_wrong_exchange_rate
49,"I have one of your cards already, how do I link it?",fiat_currency_support
49,"I have one of your cards already, how do I link it?",automatic_top_up
49,"I have one of your cards already, how do I link it?",exchange_via_app
49,"I have one of your cards already, how do I link it?",pending_top_up
49,"I have one of your cards already, how do I link it?",card_payment_fee_charged
49,"I have one of your cards already, how do I link it?",supported_cards_and_currencies
49,"I have one of your cards already, how do I link it?",getting_virtual_card
49,"I have one of your cards already, how do I link it?",card_acceptance
49,"I have one of your cards already, how do I link it?",edit_personal_details
49,"I have one of your cards already, how do I link it?",why_verify_identity
49,"I have one of your cards already, how do I link it?",get_physical_card
49,"I have one of your cards already, how do I link it?",visa_or_mastercard
49,"I have one of your cards already, how do I link it?",topping_up_by_card
49,"I have one of your cards already, how do I link it?",compromised_card
49,"I have one of your cards already, how do I link it?",atm_support
49,"I have one of your cards already, how do I link it?",pending_card_payment
49,"I have one of your cards already, how do I link it?",pending_transfer
49,"I have one of your cards already, how do I link it?",transfer_timing
49,"I have one of your cards already, how do I link it?",reverted_card_payment?
49,"I have one of your cards already, how do I link it?",receiving_money
49,"I have one of your cards already, how do I link it?",transfer_into_account
49,"I have one of your cards already, how do I link it?",verify_top_up
49,"I have one of your cards already, how do I link it?",order_physical_card
