Player Name,Assists,Points,Total rebounds,Steals,Game ID,Defensive rebounds,3-pointers attempted,3-pointers made,Field goals attempted,Field goals made,Free throws attempted,Free throws made,Minutes played,Personal fouls,Turnovers,Blocks,Offensive rebounds,Field goal percentage,Free throw percentage,3-pointer percentage
Jusuf Nurkic,,15.0,9.0,,47,,,,9.0,7.0,2.0,1.0,,,,2.0,,,,
Arron Afflalo,,20.0,,,47,,7.0,4.0,13.0,7.0,,,,,,,,,,
Ty Lawson,13.0,5.0,,,47,,2.0,1.0,12.0,2.0,,,,,,,,,,
Anthony Davis,,24.0,12.0,,47,,,,15.0,8.0,10.0,8.0,,,,2.0,,,,
Eric Gordon,6.0,11.0,6.0,,47,,6.0,2.0,15.0,4.0,2.0,1.0,,,,,,,,
Tyreke Evans,,25.0,6.0,1.0,47,,4.0,1.0,22.0,11.0,3.0,2.0,,,,,,,,
Ryan Anderson,,11.0,7.0,,47,,3.0,0.0,10.0,3.0,5.0,5.0,,,,,,,,
Klay Thompson,,,,,48,,10.0,2.0,,,,,,,,,,,,
Stephen Curry,,,,,48,,10.0,0.0,,,,,,,,,,,,
Julius Randle,,,14.0,,48,,,,,,,,,,,,,,,
Larry Nance Jr.,,12.0,9.0,,48,,,,,,,,,,,,,,,
TJ Warren,,14.0,5.0,3.0,49,,,,,,,,,,,,,,,
Marquese Chriss,3.0,7.0,6.0,,49,,,,,,,,,,,,,,,
Alex Len,2.0,13.0,,,49,,,,,,,,,,,1.0,,,,
Devin Booker,2.0,18.0,1.0,1.0,49,,,,,,,,,,,,,,,
Tyler Ulis,6.0,13.0,,1.0,49,,,,,,,,,,,,,,,
Jared Dudley,2.0,12.0,6.0,1.0,49,,,,,,,,,,,1.0,,,,
Leandro Barbosa,,12.0,3.0,,49,,,,,,,,,,,,,,,
Trevor Ariza,,9.0,9.0,3.0,49,,,,,,,,,,,,,,,
Ryan Anderson,1.0,16.0,4.0,1.0,49,,,,,,,,,,,1.0,,,,
Clint Capela,2.0,9.0,5.0,,49,,,,,,,,,,,1.0,,,,
Patrick Beverley,5.0,19.0,,2.0,49,,,,,,,,,,,,,,,
James Harden,8.0,40.0,6.0,,49,,,,,,,,,,,,,,,
Sam Dekker,1.0,14.0,4.0,,49,,,,,,,,,,,1.0,,,,
Kobe Bryant,,10.0,,,50,,,,9.0,,,,,,,,,,,
Julius Randle,,11.0,9.0,,50,,,,,,,,,,,,,,,
D'Angelo Russell,2.0,21.0,3.0,1.0,50,,2.0,1.0,12.0,8.0,5.0,4.0,,,,,,,,
Noah Vonleh,,11.0,6.0,,50,,,,,,,,,,,,,,,
Mason Plumlee,,13.0,8.0,,50,,,,,,,,,,,,,,,
CJ McCollum,,28.0,,,50,,,,,,,,,,,,,,,50.0
Damian Lillard,,36.0,,,50,,8.0,5.0,19.0,14.0,4.0,3.0,,,,,,,,
Ed Davis,,,8.0,,50,,,,,,,,,,,,,,,
Jeff Teague,6.0,,,,51,,,,,,,,,,,,,,,
Ed Davis,,14.0,10.0,,52,,,,,,,,,,,2.0,,,,
Maurice Harkless,,15.0,8.0,1.0,52,,,,,,,,,,,1.0,,,,
Damian Lillard,6.0,22.0,5.0,2.0,52,,,,,,,,,,,,,,,
CJ McCollum,5.0,16.0,5.0,,52,,,,,,,,,,,,,,,
Evan Turner,,11.0,,,52,,,,,,,,,,,,,,,
Carmelo Anthony,,17.0,6.0,1.0,52,,,,22.0,7.0,,,,,,1.0,,,,
Kristaps Porzingis,1.0,31.0,9.0,,52,,,,,,,,,,,1.0,,,,
Kyle O'Quinn,,,5.0,,52,,,,,,,,,,,,,,,
Courtney Lee,,5.0,,,52,,,,,,,,,,,,,,,
Derrick Rose,5.0,18.0,4.0,2.0,52,,,,,,,,,,,1.0,,,,
Mindaugas Kuzminskas,1.0,10.0,3.0,1.0,52,,,,,,,,,,,,,,,
Kristaps Porzingis,,27.0,5.0,,53,,,,,,5.0,,,5.0,,,,,,
Derrick Rose,11.0,,,,53,,,,,,,,,,,,,,,
Dwyane Wade,,35.0,,,53,,,5.0,,,,,,,,,,,75.0,
Carmelo Anthony,5.0,11.0,6.0,,54,,5.0,1.0,16.0,4.0,2.0,2.0,29.0,,,,,,,
Kristaps Porzingis,,16.0,5.0,,54,,,,,,,,,,,,,,,
Derrick Williams,,24.0,7.0,,54,,,,17.0,8.0,,,21.0,,,,,,,
Greg Monroe,4.0,22.0,14.0,,54,,,,17.0,7.0,10.0,8.0,,,,,,,,
Luis Scola,,11.0,2.0,3.0,55,,3.0,3.0,,,,,,,,,,,,
Jonas Valanciunas,2.0,,9.0,1.0,55,,,,,,,,,2.0,,3.0,,,,
DeMar DeRozan,,13.0,11.0,1.0,55,,2.0,,,,,,,2.0,2.0,,2.0,,,
Kyle Lowry,,24.0,8.0,1.0,55,,,,,,14.0,12.0,,,,1.0,,,,
Cory Joseph,4.0,19.0,3.0,2.0,55,,,,,,,,36.0,,,,,,,
Bismack Biyombo,,11.0,,,55,,,,,,,,,,,,,,,
Patrick Patterson,,11.0,,,55,,,,,,,,36.0,,,,,,,
Tobias Harris,3.0,16.0,11.0,1.0,55,,,,,,,,,,,,,,,
Nikola Vucevic,4.0,17.0,11.0,,55,,,,,,,,,,,3.0,2.0,,,
Evan Fournier,3.0,21.0,3.0,1.0,55,2.0,,2.0,11.0,,,,,,,,,,,
Victor Oladipo,6.0,27.0,6.0,2.0,55,,,,,,2.0,2.0,,,,,,,,
Jason Smith,4.0,16.0,5.0,,55,,,,,,,,,,,1.0,,,,
Isaiah Thomas,,25.0,,,56,,,,,,,,,,,,,,,
Jimmy Butler,,24.0,,,56,,,,,,,,,,,,,,,
Dwyane Wade,,,,,56,4.0,,4.0,,,4.0,4.0,,4.0,,,,,,
Monta Ellis,,33.0,,,57,,,,,,,,,,,,,,,
Rajon Rondo,,,5.0,,57,,,,7.0,0.0,,,,,,,,,,
Al-Farouq Aminu,,,,3.0,57,6.0,,,,,,,,,,6.0,,,,
Joey Dorsey,,,4.0,,57,,,,,,,,13.0,,,,,,,
James Harden,,17.0,,4.0,57,4.0,,,14.0,7.0,,,,,4.0,,,,,
Josh Smith,,18.0,6.0,,57,,5.0,4.0,,,,,,,,,,,,
Jimmy Butler,5.0,35.0,,,58,,,,,,,,,,,,,,,
Robin Lopez,,,8.0,,58,,,,,,,,,,,6.0,,,,
Jusuf Nurkic,,14.0,14.0,,58,,,,,,,,,,,,,,,
Wilson Chandler,,16.0,9.0,,58,,,,,,,,,,,,,,,
Jamal Murray,,24.0,,,58,,,,13.0,9.0,,,,,,,,,,
Nicolas Batum,7.0,19.0,,,59,,,,19.0,7.0,,,,,,,,,,
Kemba Walker,7.0,21.0,,,59,,9.0,4.0,18.0,7.0,,,,4.0,,,,,,
Al Jefferson,,21.0,10.0,,59,,,,16.0,10.0,,,,,,,,,,
Luol Deng,,22.0,,,59,,,2.0,,,,,,,,,,,,
Dwyane Wade,,11.0,,,59,,1.0,,,,,,,1.0,,2.0,,,,
Josh Richardson,,18.0,,,59,,4.0,3.0,,,,,,,,,,,,
Hassan Whiteside,,17.0,7.0,,59,,,,,,,,,,,,,,,
Blake Griffin,,21.0,,,60,,,,,,,,,,,,,,,
DeAndre Jordan,,15.0,14.0,1.0,60,,,,8.0,6.0,,,29.0,,,,,,,
JJ Redick,,27.0,,,60,,6.0,5.0,,,,,33.0,,,,,,,
Chris Paul,10.0,21.0,3.0,2.0,60,,4.0,3.0,,,,,35.0,,,1.0,,,,
Tyler Zeller,,16.0,5.0,,60,,,,12.0,7.0,,,21.0,,,,,,,
Isaiah Thomas,,19.0,,2.0,60,,7.0,2.0,12.0,4.0,,,26.0,,,,,,,
Kelly Olynyk,2.0,14.0,5.0,1.0,60,,3.0,1.0,11.0,6.0,,,22.0,,,,,,,
Eric Gordon,,12.0,,,61,,,,,,,,,,,,,,,
Lou Williams,,14.0,,,61,,,,,,,,,,,,,,,
Solomon Hill,7.0,30.0,6.0,,61,,,,,,,,,,,,,,,
Anthony Davis,3.0,24.0,15.0,,61,,,,,,,,,,,,,,,
Jrue Holiday,6.0,19.0,,,61,,,,,,,,,,,,,,,
Tim Frazier,6.0,14.0,5.0,,61,,,,,,,,,,,,,,,
Pau Gasol,,25.0,15.0,1.0,62,,,,16.0,10.0,6.0,5.0,37.0,,1.0,1.0,,,,
Joakim Noah,2.0,18.0,9.0,2.0,62,,,,10.0,7.0,4.0,4.0,,,2.0,,2.0,,,
Jimmy Butler,5.0,27.0,2.0,6.0,62,2.0,4.0,3.0,16.0,9.0,6.0,6.0,,2.0,3.0,,,,,
Derrick Rose,11.0,10.0,,,62,,4.0,1.0,14.0,4.0,2.0,1.0,,,,,,,,
Tobias Harris,,15.0,8.0,3.0,62,,5.0,2.0,17.0,6.0,1.0,1.0,,,,,,,,
Nikola Vucevic,,14.0,7.0,,62,,,,14.0,5.0,5.0,4.0,32.0,,,,,,,
Victor Oladipo,6.0,18.0,4.0,2.0,62,,3.0,1.0,16.0,8.0,1.0,1.0,,,,,,,,
Evan Fournier,3.0,14.0,3.0,,62,,3.0,1.0,7.0,5.0,4.0,3.0,18.0,,,,,,,
Jimmy Butler,,26.0,,,63,,,,,,,,,,,,,,,
Taj Gibson,,10.0,,,63,,,,,,,,,,,,,,,
Dwyane Wade,,12.0,,,63,,,,,,,,,,,,,,,
Rajon Rondo,10.0,7.0,9.0,2.0,63,,,,,,,,,,,,,,,
Doug McDermott,,15.0,,,63,,,,,,,,,,,,,,,
Nikola Mirotic,,11.0,10.0,,63,,,,,,,,19.0,,,,,,,
Michael Kidd-Gilchrist,,12.0,9.0,,63,,,,,,,,,,,4.0,,,,
Cody Zeller,,13.0,,,63,,,,,,,,,,,,,,,
Nicolas Batum,10.0,20.0,11.0,1.0,63,,,,,,,,,,,1.0,,,,
Kemba Walker,,20.0,,1.0,63,,,,,,,,,,,,,,,
Frank Kaminsky,,13.0,,,63,,,,,,,,,,,,,,,
Devin Booker,2.0,34.0,5.0,2.0,64,,,,,,,,,,,,,,,
Ronnie Price,,14.0,,,64,,7.0,4.0,9.0,4.0,,,,,7.0,,,,,
Kent Bazemore,5.0,17.0,9.0,5.0,64,,5.0,2.0,13.0,7.0,,,,,,,,,,
Paul Millsap,8.0,13.0,17.0,,64,,,,,,,,,,,,,,,
Al Horford,,16.0,10.0,,64,,,,,,,,,,,,,,,
Jeff Teague,,20.0,,,64,,7.0,3.0,,,,,,,,,,,,
Brook Lopez,,25.0,7.0,,65,,,,,,,,30.0,,,2.0,,,,
Sean Kilpatrick,,14.0,,,65,,,,,,,,,,,,,,,
Caris LeVert,,11.0,4.0,2.0,65,,,,,,,,27.0,,,,,,,
Andrew Wiggins,4.0,23.0,3.0,,65,,,,,,,,,,,,,,,
Karl-Anthony Towns,,37.0,13.0,,65,,,,,,,,,,,4.0,,,,
Zach LaVine,2.0,20.0,,2.0,65,,,,,,,,,,,,,,,
Shabazz Muhammad,,18.0,7.0,,65,,,,,,,,,,,,,,,
Klay Thompson,,23.0,,,66,,11.0,7.0,15.0,8.0,,,,,,,,,,
Stephen Curry,,6.0,,,66,,7.0,1.0,,2.0,,,,,,,,,,
Andre Iguodala,,22.0,,,66,,4.0,3.0,,,,,,,,,,,,
Dwight Howard,,19.0,15.0,,66,,,,,,,,,,,,,,,
James Harden,10.0,18.0,7.0,7.0,66,,,,,,,,,,,,,,,
Michael Beasley,,17.0,,,66,,,,12.0,6.0,,,19.0,,,,,,,
Paul George,6.0,32.0,11.0,,67,,,,,,,7.0,,,,,,,,
LeBron James,4.0,29.0,6.0,,67,,,,,,,,,,,,,,,
Kevin Love,,22.0,19.0,,67,,,,,,,,,,,3.0,,,,
Anthony Davis,,19.0,,,68,,,,17.0,9.0,,,23.0,,,,,,,
Buddy Hield,,11.0,5.0,,68,,,,,,,,26.0,,,,,,,
Terrence Jones,,16.0,8.0,,68,,,,14.0,7.0,,,29.0,,,,,,,
Trevor Ariza,1.0,20.0,5.0,3.0,68,,,,,,,,30.0,,,,,,,
James Harden,13.0,29.0,11.0,,68,,12.0,6.0,15.0,7.0,11.0,9.0,34.0,,,,,,,
Eric Gordon,,29.0,,,68,,12.0,7.0,17.0,10.0,,,28.0,,,,,,,
Marc Gasol,,13.0,10.0,,70,,,,,,,,,,,,,,,
Mike Conley,6.0,22.0,,,70,,,,,,,,,,,,,,,
Kawhi Leonard,,19.0,,,70,,,,,,7.0,4.0,,,,,,,,
LaMarcus Aldridge,,23.0,,,70,,2.0,1.0,16.0,10.0,,,,,,,,,,
Harrison Barnes,,15.0,7.0,,71,,,,,,,,,,,,,,,
Wesley Matthews,,17.0,,,71,,,,11.0,4.0,,,,,,,,,,
Deron Williams,9.0,24.0,,,71,,,,,,,,,,,,,,,
Seth Curry,7.0,16.0,,,71,,,,,,,,,,,,,,,
Anthony Davis,4.0,28.0,16.0,,71,,,,14.0,8.0,,,,,,,,,,
Jrue Holiday,11.0,7.0,,,71,,,,11.0,2.0,,,,,,,,,,
Luol Deng,,10.0,,,72,,5.0,2.0,9.0,4.0,,,,,,,,,,
Chris Bosh,,34.0,7.0,,72,,5.0,2.0,20.0,13.0,,,,,,,,,,
Dwyane Wade,10.0,17.0,,,72,,2.0,0.0,15.0,5.0,9.0,7.0,,,,,,,,
Hassan Whiteside,,23.0,16.0,2.0,72,,,,13.0,10.0,4.0,,,,,2.0,,,,
Blake Griffin,,26.0,,,72,,3.0,1.0,19.0,10.0,,,,4.0,,,,,,
JJ Redick,,14.0,,,72,,4.0,2.0,10.0,6.0,,,,,,,,,,
Chris Paul,9.0,23.0,,,72,,8.0,3.0,17.0,9.0,2.0,2.0,,4.0,,,,,,
Hassan Whiteside,,15.0,13.0,,73,,,,,,,1.0,31.0,,,,,,,
Goran Dragic,5.0,24.0,,,73,,,,,,,,,,5.0,,,,,
DeAndre Jordan,,7.0,18.0,,73,,,,,,,,,,,,,,,
JJ Redick,,25.0,7.0,,73,,,,19.0,9.0,,,,,,,,,,
Chris Paul,18.0,19.0,6.0,,73,,,,11.0,7.0,,4.0,,4.0,,,,,,
Marreese Speights,,19.0,,,73,,,,,,,,,,,,,,,
Wilson Chandler,,20.0,,,74,,,,,,,,25.0,,,,,,,
Kenneth Faried,,9.0,3.0,,74,,,,,,,,18.0,,,,,,,
Ty Lawson,10.0,14.0,,3.0,74,,,,,,,,,,,,,,,
Kris Humphries,,20.0,,,74,,,,,,,,,,,,,,,
John Wall,12.0,,,,74,,3.0,,7.0,3.0,,,28.0,3.0,,,,,,
Nene,,8.0,8.0,,74,5.0,,,,,,,18.0,,,,,,,
Otto Porter,4.0,20.0,,,75,,,,11.0,8.0,,,,,,,,,,
Bradley Beal,4.0,24.0,,,75,,,,,,,,,,,,,,,
Rudy Gay,,15.0,4.0,,75,,3.0,0.0,,,,,,,,,,,,
DeMarcus Cousins,4.0,29.0,10.0,,75,,,,18.0,11.0,,,32.0,,,4.0,,,,
Rajon Rondo,11.0,15.0,,,75,,,,,,,,,,3.0,,,,,
Darren Collison,10.0,13.0,,,75,,3.0,,,,,,,,,,,,,
Kawhi Leonard,,36.0,,,76,,,,,13.0,11.0,,36.0,,,,,,,
Kevin Durant,5.0,33.0,6.0,2.0,77,,,,17.0,10.0,,,36.0,,,1.0,,,,
Klay Thompson,,29.0,,,77,,,,17.0,9.0,,,,,,,,,,
Stephen Curry,,20.0,,,77,,,,,,,,,,,,,,,
Giannis Antetokounmpo,6.0,30.0,4.0,2.0,77,,,,,,,,41.0,,,1.0,,,,
Jabari Parker,5.0,28.0,5.0,2.0,77,,,,,,,,37.0,,,,,,,
DeAndre Jordan,,,13.0,,78,,,,,,,,,,,,,,,
Chris Paul,14.0,,,,78,,,,,,,,,,,,,,,
Kenneth Faried,1.0,25.0,11.0,,79,,,,,,,1.0,,,1.0,,,,,
Will Barton,5.0,19.0,5.0,,79,,,,,,,,,,,,,,,
Kevin Durant,10.0,26.0,,,79,,,,,,,,,,,,,,,
Russell Westbrook,12.0,30.0,9.0,,79,,,,,,,,,,,,,,,
Enes Kanter,,21.0,8.0,,79,,,,8.0,7.0,8.0,7.0,,,,,,,,
Joe Johnson,,22.0,5.0,2.0,80,,5.0,2.0,14.0,10.0,,,25.0,,,,,,,
Thaddeus Young,,19.0,3.0,2.0,80,,,,17.0,8.0,4.0,3.0,,,,,,,,
Brook Lopez,,16.0,,,80,,,,8.0,7.0,,,,,,,,,,
Jarrett Jack,5.0,16.0,,,80,,1.0,0.0,10.0,6.0,4.0,4.0,,,,,,,,
Bojan Bogdanovic,,21.0,4.0,,80,,3.0,1.0,15.0,10.0,,,,,,,,,,
Kevin Martin,6.0,,,,80,2.0,5.0,3.0,16.0,7.0,6.0,6.0,32.0,2.0,,,,,,
Zach LaVine,3.0,20.0,,1.0,80,,6.0,4.0,15.0,8.0,,,31.0,,,,,,,
Justin Hamilton,,15.0,6.0,,80,4.0,,,14.0,6.0,3.0,3.0,,,,,,,,
Chase Budinger,,18.0,4.0,,80,,3.0,2.0,10.0,8.0,,,26.0,,,,,,,
Michael Kidd-Gilchrist,,11.0,10.0,,81,,,,,,,,,5.0,,,,,,
Kemba Walker,,21.0,,,81,,,,,,,,,,,,,,,
LeBron James,,19.0,,,81,,,,,,,,,,,,,,,
Kevin Love,,,11.0,,81,,,,,,,,,,,,,,,
Kyrie Irving,,19.0,,,81,,,,,,,,,,,,,,,
Channing Frye,,20.0,,,81,,,,,,,,,,1.0,,,,,
Mike Conley,2.0,31.0,4.0,3.0,82,,,,21.0,11.0,,,,,,,,,,
Kemba Walker,2.0,17.0,,,82,,,,,,,,,,,,,,,
Spencer Hawes,,14.0,10.0,,82,,,,,,,,,,,,,,,
Frank Kaminsky,,23.0,,,82,,,,11.0,,,,20.0,,,,,,,
Gordon Hayward,2.0,22.0,5.0,2.0,83,,,,,,,,34.0,,,,,,,
Rudy Gobert,2.0,,,3.0,83,,,,,,,,36.0,,,1.0,7.0,,,
Trey Lyles,,11.0,,,83,,,,,,,,,,,,,,,
Marc Gasol,,17.0,,,83,,,,,,,,,,2.0,,,,,
Mike Conley,9.0,19.0,2.0,1.0,83,,,,,,,,35.0,,,,,,,
Zach Randolph,,13.0,11.0,,83,,2.0,,,,,,27.0,,2.0,,2.0,,,
LeBron James,8.0,30.0,4.0,,84,,,,,,,,,,,,,,,
Dwyane Wade,5.0,31.0,5.0,,84,,,,,,,,37.0,,,,,,,
Aaron Gordon,,20.0,11.0,,85,,,,,,,,,,,,,,,
Rajon Rondo,14.0,16.0,5.0,,85,,,,,,,,,,,,,,,
Kosta Koufos,,19.0,,,85,,,,,,,,,,,,,,,
Jae Crowder,,12.0,,,86,,,,,,,,,,,,,27.0,,
Jared Sullinger,,17.0,13.0,,86,,,,,,,,31.0,,,,,,,
Avery Bradley,,12.0,,,86,,,,,,,,,,,,,,,
Isaiah Thomas,4.0,27.0,3.0,,86,,6.0,4.0,15.0,9.0,8.0,5.0,34.0,,,,,,,
LeBron James,8.0,28.0,11.0,2.0,86,7.0,4.0,1.0,20.0,11.0,9.0,5.0,36.0,,,1.0,,,,
JR Smith,3.0,14.0,3.0,,86,3.0,,,,,,,,,,,,,,
Kyrie Irving,4.0,20.0,3.0,,86,3.0,,3.0,,,,3.0,,,3.0,,,,,
Markieff Morris,,,,,87,,,,,5.0,,,,,,,,,,
Goran Dragic,4.0,12.0,,,87,,,,,,,,,,,,,,,
Eric Bledsoe,,,,2.0,87,,2.0,,,,,,,,,,,,,
Alex Len,1.0,,,1.0,87,3.0,,,3.0,3.0,,,,,,,1.0,,,
PJ Tucker,,16.0,,,87,,,,,,,,,,,,,,,
Josh Smith,,5.0,,,87,,,,,,,,,,,,,,,
Greg Monroe,,18.0,12.0,,87,,,,,,,,,,,,,,,
Kentavious Caldwell-Pope,2.0,15.0,2.0,3.0,87,1.0,,3.0,,,,,,3.0,1.0,,1.0,,,
Brandon Jennings,7.0,19.0,,2.0,87,,9.0,1.0,19.0,7.0,5.0,,,2.0,2.0,,,,,
Tyson Chandler,,,16.0,,89,,,,,,,,,,,3.0,,,,
Monta Ellis,,34.0,,,89,,,,21.0,10.0,14.0,12.0,,,,,,,,
Brandan Wright,,14.0,6.0,,89,,,,7.0,6.0,,,24.0,,,,,,,
Marcin Gortat,,17.0,,,89,,,,12.0,7.0,4.0,3.0,,,,,,,,
Bradley Beal,,21.0,,,89,,6.0,3.0,,,,,,,,,,,,
Paul Millsap,3.0,45.0,13.0,2.0,90,,6.0,3.0,31.0,19.0,6.0,4.0,46.0,,,4.0,,,,
Kyle Korver,,10.0,,,90,,,,,,,,,2.0,,,,,,
Jeff Teague,,13.0,2.0,,90,2.0,,3.0,,,3.0,2.0,,3.0,3.0,,,,,
Jonas Jerebko,,16.0,10.0,,90,,6.0,3.0,9.0,6.0,2.0,1.0,31.0,,,,,,,
Isaiah Thomas,,28.0,,,90,,,2.0,23.0,11.0,,,,2.0,,2.0,,,,
Marcus Smart,5.0,20.0,8.0,2.0,90,6.0,,,,,,,,,,,,,,
Evan Fournier,,20.0,1.0,,91,1.0,,,,,,,,,,,,,,
Aaron Gordon,,20.0,,1.0,91,,1.0,,,,,,,,,1.0,,,,
Victor Oladipo,8.0,19.0,9.0,1.0,91,,,,16.0,8.0,,,,,,,,,,
Brandon Jennings,,20.0,1.0,1.0,91,1.0,,,10.0,5.0,,,,1.0,,,,,,
Draymond Green,10.0,1.0,9.0,,91,,,,,,,,,,,,,,,
Klay Thompson,,27.0,,,91,,,,,,,,,,,,,,,
Stephen Curry,3.0,41.0,13.0,,91,,,,24.0,14.0,,,,,,,,,,
Brandon Rush,,11.0,,,91,,5.0,3.0,,,,,,,,,,,,
Ersan Ilyasova,,16.0,,,92,,,,,,,,,,,,,,,
Andre Drummond,,21.0,18.0,,92,,,,,,,,,,,,7.0,,,
Kentavious Caldwell-Pope,,16.0,,,92,,,,,,,,,,,,,,,
Brook Lopez,,27.0,5.0,,92,,,,,,,,,,,,,,,
Wayne Ellington,,11.0,,,92,,5.0,3.0,11.0,4.0,,,,,,,,,,
Andrea Bargnani,,18.0,,,92,,,,,,,,,,,,,,,
Tony Allen,,13.0,,4.0,93,,,,7.0,5.0,,,29.0,,,,,,,
Zach Randolph,,22.0,12.0,,93,,,,16.0,8.0,10.0,6.0,,,,,2.0,,,
Marc Gasol,5.0,18.0,6.0,,93,,,,,,,,,,,,,,,
Courtney Lee,,11.0,,,93,,2.0,,,,,,,,,,,,,
Mike Conley,,10.0,,,93,2.0,,,11.0,,2.0,,,,,,,,,
Rudy Gay,,20.0,4.0,,93,,1.0,0.0,14.0,7.0,,,,,,,,,,
Ben McLemore,,18.0,,,93,,3.0,1.0,13.0,7.0,4.0,3.0,41.0,,,,,,,
Reggie Evans,,17.0,20.0,,93,,,,10.0,7.0,,,35.0,,,,,,,
Matt Barnes,,,,,94,,10.0,2.0,,,,,,,,,,,,
DeAndre Jordan,2.0,14.0,22.0,,94,,,,6.0,3.0,,,34.0,,,3.0,,,,
JJ Redick,,,,,94,,10.0,4.0,,,,,,,,,,,,
Chris Paul,9.0,23.0,5.0,2.0,94,,,4.0,,,,,,,1.0,,,,,
Wilson Chandler,,17.0,,,94,,,,15.0,,,,34.0,,,,,,,
Kenneth Faried,3.0,10.0,14.0,,94,,,,,,,,34.0,,,,,,,
JJ Hickson,,7.0,6.0,,94,,,,,,,,24.0,,,,,,,
Will Barton,,,,,94,,,,9.0,3.0,,,,,,,,,,
Jusuf Nurkic,,,,,94,,,,9.0,3.0,,,,,,,,,,
Erick Green,,11.0,,,94,,,,,,,,,,,,,,,
Wilson Chandler,3.0,19.0,4.0,,95,,,,,,,,,,,,,,,
Nikola Jokic,5.0,40.0,9.0,2.0,95,,,,23.0,17.0,,,,,,,,,,
Jameer Nelson,12.0,16.0,4.0,,95,,,,,,,,,,,,,,,
Will Barton,4.0,15.0,10.0,,95,,,,,,,,,,,,,,,
Carmelo Anthony,4.0,33.0,6.0,,95,,,,20.0,13.0,,,,,,,,,,
Kyle O'Quinn,,16.0,6.0,,95,,,,,,,,,,,4.0,,,,
Giannis Antetokounmpo,5.0,23.0,8.0,2.0,96,,,,,,,,,,,2.0,,,,
Jabari Parker,4.0,27.0,11.0,2.0,96,,,,,,,,,,,,,,,
John Henson,,16.0,5.0,,96,,,,,,,,,,,4.0,,,,
Wilson Chandler,3.0,23.0,8.0,2.0,96,,,,,,,,,,,4.0,,,,
Kenneth Faried,,19.0,11.0,,96,,,,,,,,,,,,,,,
Nikola Jokic,11.0,,12.0,,96,,,,,8.0,,,,,,,,,,
Jamal Murray,,18.0,,,96,,,,9.0,5.0,,,,,,,,,,
Harrison Barnes,,20.0,,,97,,,,13.0,7.0,,,,,,,,,,
Wesley Matthews,2.0,26.0,3.0,,97,,,,,,,,,,,,,,,
Dwight Powell,2.0,8.0,6.0,2.0,97,,,,4.0,4.0,,,,,,,,,,
Trevor Ariza,,17.0,7.0,,97,,,,11.0,6.0,,,,,,,,,,
Clint Capela,,13.0,10.0,,97,,,,,,,,,,,,,,,
James Harden,,18.0,9.0,,97,,,,12.0,4.0,,,,,4.0,,,,,
Eric Gordon,3.0,18.0,,,97,,,,,,,,,,,,,,,
Andrew Wiggins,,8.0,,1.0,98,,,,15.0,2.0,,,,2.0,,,,,,
Gorgui Dieng,2.0,10.0,,1.0,98,,,,,,,,,,,2.0,,,,
Karl-Anthony Towns,5.0,23.0,,,98,,,,,,,,,,,2.0,,,,
Zach LaVine,1.0,28.0,,,98,,,,,,,,,,,1.0,,,,
Ricky Rubio,5.0,5.0,3.0,2.0,98,2.0,2.0,1.0,,2.0,,,,2.0,,,1.0,,,
Shabazz Muhammad,,10.0,5.0,1.0,98,,,,,,,,,,,,,,,
Robert Covington,2.0,13.0,10.0,4.0,98,,,,,,,,,,,1.0,,,,
Ersan Ilyasova,1.0,19.0,5.0,,98,,,,,,,,,,,1.0,,,,
Joel Embiid,3.0,25.0,8.0,1.0,98,,,,,,,,,,,2.0,,,,
Nerlens Noel,,8.0,,,98,,,,,,,,,,,,,,,
Dario Saric,,8.0,7.0,,98,,,,,,,,,,,,,,,
Wesley Matthews,3.0,15.0,5.0,1.0,99,,,,,,,,,,,,,,,
Harrison Barnes,2.0,19.0,6.0,,99,,,,,,,,,,,,,,,
Dirk Nowitzki,,23.0,9.0,,99,,,,,,,,,,,,,,,
Yogi Ferrell,5.0,8.0,2.0,3.0,99,,,,,,,,,,,1.0,,,,
J.J. Barea,7.0,20.0,1.0,2.0,99,,,,,,5.0,,,,,,,,,
Devin Harris,1.0,11.0,2.0,1.0,99,,,,,,,,,,,,,,,
Rondae Hollis-Jefferson,,6.0,9.0,,99,,,,,,,,,,,1.0,,,,
Brook Lopez,,27.0,7.0,,99,,,,,,,,,,,,,,,
Randy Foye,2.0,11.0,6.0,1.0,99,,,,,,,,,,,,,,,
Quincy Acy,,,3.0,,99,,,,,,,,,,,,,,,
Isaiah Whitehead,2.0,10.0,2.0,,99,,,,,,,,,,,,,,,
Spencer Dinwiddie,7.0,18.0,2.0,1.0,99,,,,,,7.0,,,,,,,,,
