,title,director_name:left,director_name:right
14,Hannah Montana: The Movie,Peter Chelsom,Jon Favreau
14,Hannah Montana: The Movie,Peter Chelsom,Jon Favreau
14,Hannah Montana: The Movie,Peter Chelsom,Robert Zemeckis
14,Hannah Montana: The Movie,Peter Chelsom,Roland Emmerich
14,Hannah Montana: The Movie,Peter Chelsom,Rob Cohen
15,Election,Alexander Payne,James Cameron
15,Election,Alexander Payne,Gore Verbinski
15,Election,Alexander Payne,Sam Mendes
15,Election,Alexander Payne,Christopher Nolan
15,Election,Alexander Payne,Sam Raimi
15,Election,Alexander Payne,Zack Snyder
15,Election,Alexander Payne,Bryan Singer
15,Election,Alexander Payne,Marc Forster
15,Election,Alexander Payne,Gore Verbinski
15,Election,Alexander Payne,Gore Verbinski
15,Election,Alexander Payne,Zack Snyder
15,Election,Alexander Payne,Andrew Adamson
15,Election,Alexander Payne,Rob Marshall
15,Election,Alexander Payne,Barry Sonnenfeld
15,Election,Alexander Payne,Peter Jackson
15,Election,Alexander Payne,Ridley Scott
15,Election,Alexander Payne,Peter Jackson
15,Election,Alexander Payne,Chris Weitz
15,Election,Alexander Payne,Peter Jackson
15,Election,Alexander Payne,James Cameron
15,Election,Alexander Payne,Peter Berg
15,Election,Alexander Payne,Sam Mendes
15,Election,Alexander Payne,Sam Raimi
15,Election,Alexander Payne,Tim Burton
15,Election,Alexander Payne,Brett Ratner
15,Election,Alexander Payne,Michael Bay
15,Election,Alexander Payne,Michael Bay
15,Election,Alexander Payne,Sam Raimi
15,Election,Alexander Payne,Martin Campbell
15,Election,Alexander Payne,McG
15,Election,Alexander Payne,James Wan
15,Election,Alexander Payne,Marc Forster
15,Election,Alexander Payne,Bryan Singer
15,Election,Alexander Payne,Bryan Singer
15,Election,Alexander Payne,Mike Newell
15,Election,Alexander Payne,Guillermo del Toro
15,Election,Alexander Payne,Michael Bay
15,Election,Alexander Payne,Steven Spielberg
15,Election,Alexander Payne,Justin Lin
15,Election,Alexander Payne,Brett Ratner
15,Election,Alexander Payne,Roland Emmerich
15,Election,Alexander Payne,Robert Zemeckis
15,Election,Alexander Payne,Lilly Wachowski
15,Election,Alexander Payne,Andrew Adamson
15,Election,Alexander Payne,Bryan Singer
15,Election,Alexander Payne,Christopher Nolan
15,Election,Alexander Payne,Jon Favreau
15,Election,Alexander Payne,Martin Scorsese
15,Election,Alexander Payne,Barry Sonnenfeld
15,Election,Alexander Payne,Rob Cohen
15,Election,Alexander Payne,David Ayer
15,Election,Alexander Payne,Tom Shadyac
15,Election,Alexander Payne,Doug Liman
15,Election,Alexander Payne,Kevin Reynolds
15,Election,Alexander Payne,Jon Favreau
15,Election,Alexander Payne,Jon Favreau
15,Election,Alexander Payne,Robert Zemeckis
15,Election,Alexander Payne,Roland Emmerich
15,Election,Alexander Payne,Christopher Nolan
15,Election,Alexander Payne,Christopher Nolan
15,Election,Alexander Payne,Peter Jackson
15,Election,Alexander Payne,Rob Cohen
15,Election,Alexander Payne,David Fincher
16,Cheaper by the Dozen,Shawn Levy,Gore Verbinski
16,Cheaper by the Dozen,Shawn Levy,Sam Raimi
16,Cheaper by the Dozen,Shawn Levy,Bryan Singer
16,Cheaper by the Dozen,Shawn Levy,Marc Forster
16,Cheaper by the Dozen,Shawn Levy,Gore Verbinski
16,Cheaper by the Dozen,Shawn Levy,Gore Verbinski
16,Cheaper by the Dozen,Shawn Levy,Andrew Adamson
16,Cheaper by the Dozen,Shawn Levy,Rob Marshall
16,Cheaper by the Dozen,Shawn Levy,Barry Sonnenfeld
16,Cheaper by the Dozen,Shawn Levy,Peter Jackson
16,Cheaper by the Dozen,Shawn Levy,Peter Jackson
16,Cheaper by the Dozen,Shawn Levy,Chris Weitz
16,Cheaper by the Dozen,Shawn Levy,Peter Jackson
16,Cheaper by the Dozen,Shawn Levy,Peter Berg
16,Cheaper by the Dozen,Shawn Levy,Sam Raimi
16,Cheaper by the Dozen,Shawn Levy,Tim Burton
16,Cheaper by the Dozen,Shawn Levy,Sam Raimi
16,Cheaper by the Dozen,Shawn Levy,McG
16,Cheaper by the Dozen,Shawn Levy,Marc Forster
16,Cheaper by the Dozen,Shawn Levy,Bryan Singer
16,Cheaper by the Dozen,Shawn Levy,Bryan Singer
16,Cheaper by the Dozen,Shawn Levy,Mike Newell
16,Cheaper by the Dozen,Shawn Levy,Justin Lin
16,Cheaper by the Dozen,Shawn Levy,Robert Zemeckis
16,Cheaper by the Dozen,Shawn Levy,Andrew Adamson
16,Cheaper by the Dozen,Shawn Levy,Bryan Singer
16,Cheaper by the Dozen,Shawn Levy,Barry Sonnenfeld
16,Cheaper by the Dozen,Shawn Levy,Rob Cohen
16,Cheaper by the Dozen,Shawn Levy,Tom Shadyac
16,Cheaper by the Dozen,Shawn Levy,Doug Liman
16,Cheaper by the Dozen,Shawn Levy,Kevin Reynolds
16,Cheaper by the Dozen,Shawn Levy,Robert Zemeckis
16,Cheaper by the Dozen,Shawn Levy,Peter Jackson
16,Cheaper by the Dozen,Shawn Levy,Rob Cohen
17,The Stepford Wives,Frank Oz,Gore Verbinski
17,The Stepford Wives,Frank Oz,Sam Raimi
17,The Stepford Wives,Frank Oz,Bryan Singer
17,The Stepford Wives,Frank Oz,Marc Forster
17,The Stepford Wives,Frank Oz,Gore Verbinski
17,The Stepford Wives,Frank Oz,Gore Verbinski
17,The Stepford Wives,Frank Oz,Andrew Adamson
17,The Stepford Wives,Frank Oz,Rob Marshall
17,The Stepford Wives,Frank Oz,Barry Sonnenfeld
17,The Stepford Wives,Frank Oz,Ridley Scott
17,The Stepford Wives,Frank Oz,Chris Weitz
17,The Stepford Wives,Frank Oz,Sam Raimi
17,The Stepford Wives,Frank Oz,Sam Raimi
17,The Stepford Wives,Frank Oz,McG
17,The Stepford Wives,Frank Oz,Marc Forster
17,The Stepford Wives,Frank Oz,Bryan Singer
17,The Stepford Wives,Frank Oz,Bryan Singer
17,The Stepford Wives,Frank Oz,Mike Newell
17,The Stepford Wives,Frank Oz,Robert Zemeckis
17,The Stepford Wives,Frank Oz,Andrew Adamson
17,The Stepford Wives,Frank Oz,Bryan Singer
17,The Stepford Wives,Frank Oz,Barry Sonnenfeld
17,The Stepford Wives,Frank Oz,Rob Cohen
17,The Stepford Wives,Frank Oz,Tom Shadyac
17,The Stepford Wives,Frank Oz,Doug Liman
17,The Stepford Wives,Frank Oz,Robert Zemeckis
17,The Stepford Wives,Frank Oz,Rob Cohen
18,RED,Robert Schwentke,James Cameron
18,RED,Robert Schwentke,Gore Verbinski
18,RED,Robert Schwentke,Sam Mendes
18,RED,Robert Schwentke,Christopher Nolan
18,RED,Robert Schwentke,Sam Raimi
18,RED,Robert Schwentke,Zack Snyder
18,RED,Robert Schwentke,Bryan Singer
18,RED,Robert Schwentke,Marc Forster
18,RED,Robert Schwentke,Gore Verbinski
18,RED,Robert Schwentke,Gore Verbinski
18,RED,Robert Schwentke,Zack Snyder
18,RED,Robert Schwentke,Andrew Adamson
18,RED,Robert Schwentke,Rob Marshall
18,RED,Robert Schwentke,Barry Sonnenfeld
18,RED,Robert Schwentke,Peter Jackson
18,RED,Robert Schwentke,Ridley Scott
18,RED,Robert Schwentke,Peter Jackson
18,RED,Robert Schwentke,Chris Weitz
18,RED,Robert Schwentke,Peter Jackson
18,RED,Robert Schwentke,James Cameron
18,RED,Robert Schwentke,Peter Berg
18,RED,Robert Schwentke,Sam Mendes
18,RED,Robert Schwentke,Sam Raimi
18,RED,Robert Schwentke,Tim Burton
18,RED,Robert Schwentke,Brett Ratner
18,RED,Robert Schwentke,Michael Bay
18,RED,Robert Schwentke,Michael Bay
18,RED,Robert Schwentke,Sam Raimi
18,RED,Robert Schwentke,Martin Campbell
18,RED,Robert Schwentke,McG
18,RED,Robert Schwentke,James Wan
18,RED,Robert Schwentke,Marc Forster
18,RED,Robert Schwentke,Bryan Singer
18,RED,Robert Schwentke,Bryan Singer
18,RED,Robert Schwentke,Mike Newell
18,RED,Robert Schwentke,Guillermo del Toro
18,RED,Robert Schwentke,Michael Bay
18,RED,Robert Schwentke,Steven Spielberg
18,RED,Robert Schwentke,Justin Lin
18,RED,Robert Schwentke,Brett Ratner
18,RED,Robert Schwentke,Roland Emmerich
18,RED,Robert Schwentke,Robert Zemeckis
18,RED,Robert Schwentke,Lilly Wachowski
18,RED,Robert Schwentke,Andrew Adamson
18,RED,Robert Schwentke,Bryan Singer
18,RED,Robert Schwentke,Christopher Nolan
18,RED,Robert Schwentke,Jon Favreau
18,RED,Robert Schwentke,Martin Scorsese
18,RED,Robert Schwentke,Barry Sonnenfeld
18,RED,Robert Schwentke,Rob Cohen
18,RED,Robert Schwentke,David Ayer
18,RED,Robert Schwentke,Tom Shadyac
18,RED,Robert Schwentke,Doug Liman
18,RED,Robert Schwentke,Kevin Reynolds
18,RED,Robert Schwentke,Jon Favreau
18,RED,Robert Schwentke,Jon Favreau
18,RED,Robert Schwentke,Robert Zemeckis
18,RED,Robert Schwentke,Roland Emmerich
18,RED,Robert Schwentke,Christopher Nolan
18,RED,Robert Schwentke,Christopher Nolan
18,RED,Robert Schwentke,Peter Jackson
18,RED,Robert Schwentke,Rob Cohen
18,RED,Robert Schwentke,David Fincher
19,Machete Kills,Robert Rodriguez,Gore Verbinski
19,Machete Kills,Robert Rodriguez,Sam Raimi
19,Machete Kills,Robert Rodriguez,Zack Snyder
19,Machete Kills,Robert Rodriguez,Bryan Singer
19,Machete Kills,Robert Rodriguez,Marc Forster
19,Machete Kills,Robert Rodriguez,Gore Verbinski
19,Machete Kills,Robert Rodriguez,Gore Verbinski
19,Machete Kills,Robert Rodriguez,Zack Snyder
19,Machete Kills,Robert Rodriguez,Andrew Adamson
19,Machete Kills,Robert Rodriguez,Barry Sonnenfeld
19,Machete Kills,Robert Rodriguez,Ridley Scott
19,Machete Kills,Robert Rodriguez,Chris Weitz
19,Machete Kills,Robert Rodriguez,Sam Raimi
19,Machete Kills,Robert Rodriguez,Brett Ratner
19,Machete Kills,Robert Rodriguez,Sam Raimi
19,Machete Kills,Robert Rodriguez,Martin Campbell
19,Machete Kills,Robert Rodriguez,McG
19,Machete Kills,Robert Rodriguez,Marc Forster
19,Machete Kills,Robert Rodriguez,Bryan Singer
19,Machete Kills,Robert Rodriguez,Bryan Singer
19,Machete Kills,Robert Rodriguez,Justin Lin
19,Machete Kills,Robert Rodriguez,Brett Ratner
19,Machete Kills,Robert Rodriguez,Lilly Wachowski
19,Machete Kills,Robert Rodriguez,Andrew Adamson
19,Machete Kills,Robert Rodriguez,Bryan Singer
19,Machete Kills,Robert Rodriguez,Barry Sonnenfeld
19,Machete Kills,Robert Rodriguez,Rob Cohen
19,Machete Kills,Robert Rodriguez,David Ayer
19,Machete Kills,Robert Rodriguez,Tom Shadyac
19,Machete Kills,Robert Rodriguez,Kevin Reynolds
19,Machete Kills,Robert Rodriguez,Rob Cohen
20,Scary Movie 3,David Zucker,Gore Verbinski
20,Scary Movie 3,David Zucker,Marc Forster
20,Scary Movie 3,David Zucker,Gore Verbinski
20,Scary Movie 3,David Zucker,Gore Verbinski
20,Scary Movie 3,David Zucker,Andrew Adamson
20,Scary Movie 3,David Zucker,Barry Sonnenfeld
20,Scary Movie 3,David Zucker,Chris Weitz
20,Scary Movie 3,David Zucker,Peter Berg
20,Scary Movie 3,David Zucker,Brett Ratner
20,Scary Movie 3,David Zucker,McG
20,Scary Movie 3,David Zucker,Marc Forster
20,Scary Movie 3,David Zucker,Mike Newell
20,Scary Movie 3,David Zucker,Justin Lin
20,Scary Movie 3,David Zucker,Brett Ratner
20,Scary Movie 3,David Zucker,Andrew Adamson
20,Scary Movie 3,David Zucker,Jon Favreau
20,Scary Movie 3,David Zucker,Barry Sonnenfeld
20,Scary Movie 3,David Zucker,Tom Shadyac
20,Scary Movie 3,David Zucker,Jon Favreau
20,Scary Movie 3,David Zucker,Jon Favreau
21,Ed Wood,Tim Burton,Tim Burton
21,Ed Wood,Tim Burton,Kevin Reynolds
22,Tumbleweeds,Gavin O'Connor,Gore Verbinski
22,Tumbleweeds,Gavin O'Connor,Sam Raimi
22,Tumbleweeds,Gavin O'Connor,Zack Snyder
22,Tumbleweeds,Gavin O'Connor,Bryan Singer
22,Tumbleweeds,Gavin O'Connor,Marc Forster
22,Tumbleweeds,Gavin O'Connor,Gore Verbinski
22,Tumbleweeds,Gavin O'Connor,Gore Verbinski
22,Tumbleweeds,Gavin O'Connor,Zack Snyder
22,Tumbleweeds,Gavin O'Connor,Andrew Adamson
22,Tumbleweeds,Gavin O'Connor,Rob Marshall
22,Tumbleweeds,Gavin O'Connor,Barry Sonnenfeld
22,Tumbleweeds,Gavin O'Connor,Peter Jackson
22,Tumbleweeds,Gavin O'Connor,Ridley Scott
22,Tumbleweeds,Gavin O'Connor,Peter Jackson
22,Tumbleweeds,Gavin O'Connor,Chris Weitz
22,Tumbleweeds,Gavin O'Connor,Peter Jackson
22,Tumbleweeds,Gavin O'Connor,Peter Berg
22,Tumbleweeds,Gavin O'Connor,Sam Raimi
22,Tumbleweeds,Gavin O'Connor,Tim Burton
22,Tumbleweeds,Gavin O'Connor,Brett Ratner
22,Tumbleweeds,Gavin O'Connor,Michael Bay
22,Tumbleweeds,Gavin O'Connor,Michael Bay
22,Tumbleweeds,Gavin O'Connor,Sam Raimi
22,Tumbleweeds,Gavin O'Connor,Martin Campbell
22,Tumbleweeds,Gavin O'Connor,McG
22,Tumbleweeds,Gavin O'Connor,James Wan
22,Tumbleweeds,Gavin O'Connor,Marc Forster
22,Tumbleweeds,Gavin O'Connor,Bryan Singer
22,Tumbleweeds,Gavin O'Connor,Bryan Singer
22,Tumbleweeds,Gavin O'Connor,Mike Newell
22,Tumbleweeds,Gavin O'Connor,Michael Bay
22,Tumbleweeds,Gavin O'Connor,Steven Spielberg
22,Tumbleweeds,Gavin O'Connor,Justin Lin
22,Tumbleweeds,Gavin O'Connor,Brett Ratner
22,Tumbleweeds,Gavin O'Connor,Roland Emmerich
22,Tumbleweeds,Gavin O'Connor,Robert Zemeckis
22,Tumbleweeds,Gavin O'Connor,Lilly Wachowski
22,Tumbleweeds,Gavin O'Connor,Andrew Adamson
22,Tumbleweeds,Gavin O'Connor,Bryan Singer
22,Tumbleweeds,Gavin O'Connor,Jon Favreau
22,Tumbleweeds,Gavin O'Connor,Barry Sonnenfeld
22,Tumbleweeds,Gavin O'Connor,Rob Cohen
22,Tumbleweeds,Gavin O'Connor,David Ayer
22,Tumbleweeds,Gavin O'Connor,Tom Shadyac
22,Tumbleweeds,Gavin O'Connor,Doug Liman
22,Tumbleweeds,Gavin O'Connor,Kevin Reynolds
22,Tumbleweeds,Gavin O'Connor,Jon Favreau
22,Tumbleweeds,Gavin O'Connor,Jon Favreau
22,Tumbleweeds,Gavin O'Connor,Robert Zemeckis
22,Tumbleweeds,Gavin O'Connor,Roland Emmerich
22,Tumbleweeds,Gavin O'Connor,Peter Jackson
22,Tumbleweeds,Gavin O'Connor,Rob Cohen
22,Tumbleweeds,Gavin O'Connor,David Fincher
23,Bless the Child,Chuck Russell,James Cameron
23,Bless the Child,Chuck Russell,Gore Verbinski
23,Bless the Child,Chuck Russell,Sam Mendes
23,Bless the Child,Chuck Russell,Sam Raimi
23,Bless the Child,Chuck Russell,Zack Snyder
23,Bless the Child,Chuck Russell,Bryan Singer
23,Bless the Child,Chuck Russell,Marc Forster
23,Bless the Child,Chuck Russell,Gore Verbinski
23,Bless the Child,Chuck Russell,Gore Verbinski
23,Bless the Child,Chuck Russell,Zack Snyder
23,Bless the Child,Chuck Russell,Andrew Adamson
23,Bless the Child,Chuck Russell,Rob Marshall
23,Bless the Child,Chuck Russell,Barry Sonnenfeld
23,Bless the Child,Chuck Russell,Peter Jackson
23,Bless the Child,Chuck Russell,Ridley Scott
23,Bless the Child,Chuck Russell,Peter Jackson
23,Bless the Child,Chuck Russell,Chris Weitz
23,Bless the Child,Chuck Russell,Peter Jackson
23,Bless the Child,Chuck Russell,James Cameron
23,Bless the Child,Chuck Russell,Peter Berg
23,Bless the Child,Chuck Russell,Sam Mendes
23,Bless the Child,Chuck Russell,Sam Raimi
23,Bless the Child,Chuck Russell,Tim Burton
23,Bless the Child,Chuck Russell,Brett Ratner
23,Bless the Child,Chuck Russell,Michael Bay
23,Bless the Child,Chuck Russell,Michael Bay
23,Bless the Child,Chuck Russell,Sam Raimi
23,Bless the Child,Chuck Russell,Martin Campbell
23,Bless the Child,Chuck Russell,McG
23,Bless the Child,Chuck Russell,James Wan
23,Bless the Child,Chuck Russell,Marc Forster
23,Bless the Child,Chuck Russell,Bryan Singer
23,Bless the Child,Chuck Russell,Bryan Singer
23,Bless the Child,Chuck Russell,Mike Newell
23,Bless the Child,Chuck Russell,Guillermo del Toro
23,Bless the Child,Chuck Russell,Michael Bay
23,Bless the Child,Chuck Russell,Steven Spielberg
23,Bless the Child,Chuck Russell,Justin Lin
23,Bless the Child,Chuck Russell,Brett Ratner
23,Bless the Child,Chuck Russell,Robert Zemeckis
23,Bless the Child,Chuck Russell,Lilly Wachowski
23,Bless the Child,Chuck Russell,Andrew Adamson
23,Bless the Child,Chuck Russell,Bryan Singer
23,Bless the Child,Chuck Russell,Jon Favreau
23,Bless the Child,Chuck Russell,Martin Scorsese
23,Bless the Child,Chuck Russell,Barry Sonnenfeld
23,Bless the Child,Chuck Russell,Rob Cohen
23,Bless the Child,Chuck Russell,David Ayer
23,Bless the Child,Chuck Russell,Tom Shadyac
23,Bless the Child,Chuck Russell,Doug Liman
23,Bless the Child,Chuck Russell,Kevin Reynolds
23,Bless the Child,Chuck Russell,Jon Favreau
23,Bless the Child,Chuck Russell,Jon Favreau
23,Bless the Child,Chuck Russell,Robert Zemeckis
23,Bless the Child,Chuck Russell,Peter Jackson
23,Bless the Child,Chuck Russell,Rob Cohen
23,Bless the Child,Chuck Russell,David Fincher
24,My Soul to Take,Wes Craven,Gore Verbinski
24,My Soul to Take,Wes Craven,Sam Mendes
24,My Soul to Take,Wes Craven,Sam Raimi
24,My Soul to Take,Wes Craven,Zack Snyder
24,My Soul to Take,Wes Craven,Bryan Singer
24,My Soul to Take,Wes Craven,Marc Forster
24,My Soul to Take,Wes Craven,Gore Verbinski
24,My Soul to Take,Wes Craven,Gore Verbinski
24,My Soul to Take,Wes Craven,Zack Snyder
24,My Soul to Take,Wes Craven,Andrew Adamson
24,My Soul to Take,Wes Craven,Rob Marshall
24,My Soul to Take,Wes Craven,Barry Sonnenfeld
24,My Soul to Take,Wes Craven,Peter Jackson
24,My Soul to Take,Wes Craven,Ridley Scott
24,My Soul to Take,Wes Craven,Peter Jackson
24,My Soul to Take,Wes Craven,Chris Weitz
24,My Soul to Take,Wes Craven,Peter Jackson
24,My Soul to Take,Wes Craven,Peter Berg
24,My Soul to Take,Wes Craven,Sam Mendes
24,My Soul to Take,Wes Craven,Sam Raimi
24,My Soul to Take,Wes Craven,Tim Burton
24,My Soul to Take,Wes Craven,Brett Ratner
24,My Soul to Take,Wes Craven,Michael Bay
24,My Soul to Take,Wes Craven,Michael Bay
24,My Soul to Take,Wes Craven,Sam Raimi
24,My Soul to Take,Wes Craven,Martin Campbell
24,My Soul to Take,Wes Craven,McG
24,My Soul to Take,Wes Craven,James Wan
24,My Soul to Take,Wes Craven,Marc Forster
24,My Soul to Take,Wes Craven,Bryan Singer
24,My Soul to Take,Wes Craven,Bryan Singer
24,My Soul to Take,Wes Craven,Mike Newell
24,My Soul to Take,Wes Craven,Guillermo del Toro
24,My Soul to Take,Wes Craven,Michael Bay
24,My Soul to Take,Wes Craven,Steven Spielberg
24,My Soul to Take,Wes Craven,Justin Lin
24,My Soul to Take,Wes Craven,Brett Ratner
24,My Soul to Take,Wes Craven,Roland Emmerich
24,My Soul to Take,Wes Craven,Robert Zemeckis
24,My Soul to Take,Wes Craven,Lilly Wachowski
24,My Soul to Take,Wes Craven,Andrew Adamson
24,My Soul to Take,Wes Craven,Bryan Singer
24,My Soul to Take,Wes Craven,Jon Favreau
24,My Soul to Take,Wes Craven,Martin Scorsese
24,My Soul to Take,Wes Craven,Barry Sonnenfeld
24,My Soul to Take,Wes Craven,Rob Cohen
24,My Soul to Take,Wes Craven,David Ayer
24,My Soul to Take,Wes Craven,Tom Shadyac
24,My Soul to Take,Wes Craven,Doug Liman
24,My Soul to Take,Wes Craven,Kevin Reynolds
24,My Soul to Take,Wes Craven,Jon Favreau
24,My Soul to Take,Wes Craven,Jon Favreau
24,My Soul to Take,Wes Craven,Robert Zemeckis
24,My Soul to Take,Wes Craven,Roland Emmerich
24,My Soul to Take,Wes Craven,Peter Jackson
24,My Soul to Take,Wes Craven,Rob Cohen
24,My Soul to Take,Wes Craven,David Fincher
