"Game ID","player_name","points","assists","rebounds","steals","blocks"
"86","Isaiah Thomas","27","4","3","0","0"
"86","Jared Sullinger","17","0","13","0","0"
"86","Avery Bradley","27","4","3","0","0"
"86","Jae Crowder","12","0","3","0","0"
"87","Kentavious Caldwell-Pope","15","7","12","0","0"
"87","Brandon Jennings","19","7","12","0","0"
"87","Alex Len","0","0","0","0","1"
"87","Eric Bledsoe","18","null","6","null","null"
"87","Markieff Morris","16","4","6","0","1"
"87","Goran Dragic","12","4","6","0","0"
"87","P.J. Tucker","16","4","6","0","0"
"87","Greg Monroe","18","4","6","0","1"
"87","Josh Smith","5","0","0","0","0"
"88","Portland Trail Blazers","0","0","0","0","0"
"88","Phoenix Suns","0","0","0","0","0"
"88","Brandon Knight","0","0","0","0","0"
"88","Golden State","0","0","0","0","0"
"88","Los Angeles Clippers","0","0","0","0","0"
"89","Monta Ellis","34","0","0","0","0"
"89","Tyson Chandler","0","0","16","3","3"
"89","Brandan Wright","14","0","6","0","0"
"89","Marcin Gortat","17","6","0","0","0"
"89","Bradley Beal","21","0","0","0","0"
"90","Isaiah Thomas","28","null","4","1","2"
"90","Marcus Smart","20","5","8","2","0"
"90","Amir Johnson","5","null","4","2","2"
"90","Jeff Teague","13","3","13","2","4"
"90","Kyle Korver","10","null","0","0","0"
"90","Jonas Jerebko","16","5","10","2","0"
"90","Paul Millsap","45","null","13","null","null"
"91","Steph Curry","41","3","13","0","0"
"91","Klay Thompson","41","3","13","0","0"
"91","Draymond Green","41","3","9","0","0"
"91","Brandon Rush","27","0","9","0","0"
"91","Victor Oladipo","19","8","9","0","0"
"91","Evan Fournier","20","0","0","0","0"
"91","Aaron Gordon","41","3","13","0","0"
"91","Brandon Jennings","20","0","0","0","0"
"92","Andre Drummond","21","0","18","0","0"
"92","Reggie Jackson","19","6","0","0","0"
"92","Ersan Ilyasova","16","0","0","0","0"
"92","Kentavious Caldwell-Pope","16","0","0","0","0"
"92","Brook Lopez","27","0","5","0","0"
"92","Andrea Bargnani","18","0","5","0","0"
"92","Wayne Ellington","11","0","5","0","0"
"93","Zach Randolph","22","5","12","4","0"
"93","Marc Gasol","18","5","6","0","0"
"93","Tony Allen","13","4","0","4","0"
"93","Courtney Lee","11","0","0","0","0"
"93","Mike Conley","10","0","0","0","0"
"93","Rudy Gay","20","0","4","0","0"
"93","Ben McLemore","18","0","20","0","0"
"93","Reggie Evans","17","0","20","0","0"
"93","DeMarcus Cousins","22","5","12","4","0"
"94","Ty Lawson","0","0","0","0","0"
"94","Danilo Gallinari","0","0","0","0","0"
"94","Jameer Nelson","11","0","6","0","0"
"94","J.J. Hickson","7","null","6","0","null"
"94","Erick Green","11","0","0","0","0"
"94","Wilson Chandler","17","0","0","0","1"
"94","Randy Foye","0","0","0","0","1"
"94","Jusuf Nurkic","10","0","9","0","3"
"94","Will Barton","11","0","0","0","0"
"94","Kenneth Faried","10","3","14","0","0"
"95","Nikola Jokic","40","5","9","2","0"
"95","Wilson Chandler","19","3","4","0","0"
"95","Jameer Nelson","16","12","0","0","0"
"95","Will Barton","15","0","10","0","0"
"95","Carmelo Anthony","33","4","6","0","0"
"95","Kyle O'Quinn","16","0","6","4","4"
"96","Jabari Parker","27","4","11","2","0"
"96","Giannis Antetokounmpo","23","5","8","2","2"
"96","John Henson","16","0","9","4","2"
"96","Nikola Jokic","21","11","13","0","0"
"96","Wilson Chandler","23","3","8","2","4"
"96","Kenneth Faried","19","0","11","0","0"
"96","Jamal Murray","18","0","0","0","0"
"97","Wesley Matthews","26","3","3","2","0"
"97","Harrison Barnes","20","0","6","0","0"
"97","Dwight Powell","8","null","6","2","0"
"97","James Harden","18","16","9","0","0"
"97","Trevor Ariza","17","7","10","0","0"
"97","Clint Capela","13","16","10","0","0"
"97","Eric Gordon","18","3","0","0","0"
"98","Joel Embiid","25","3","8","2","2"
"98","Ersan Ilyasova","19","3","5","1","1"
"98","Robert Covington","13","2","10","4","1"
"98","Nerlens Noel","25","3","8","2","2"
"98","Dario Saric","28","1","3","2","1"
"99","Dirk Nowitzki","23","0","9","0","0"
"99","J.J. Barea","20","7","1","2","0"
"99","Harrison Barnes","19","2","6","1","0"
"99","Wesley Matthews","15","3","5","1","0"
"99","Yogi Ferrell","8","5","2","3","1"
"99","Devin Harris","11","1","2","1","0"
"99","Brook Lopez","27","0","7","0","0"
"99","Spencer Dinwiddie","18","7","2","1","0"
"99","Randy Foye","11","2","6","1","0"
"99","Quincy Acy","10","0","3","0","0"
"99","Isaiah Whitehead","10","2","2","0","0"
"99","Rondae Hollis-Jefferson","6","0","9","0","1"
