sportsett_id,summary,winner_points
4942,"The Atlanta Hawks defeated the Philadelphia 76ers, 123 - 121, at Wells Fargo Center on Friday evening. The Hawks (13 - 29) knew they were facing an uphill battle coming into the contest, given both their futile road record and the quality of their opponent. However, their chances received a boost shortly before tip - off when it was revealed that Joel Embiid (ankle) would miss the contest for the 76ers (27 - 16). Atlanta did come out of the gates hot and trailed just 56 - 54 at the half. The Hawks would then hold the lead for substantial portions of the second half, and they made an impressive comeback from a 121 - 118 deficit with under a minute remaining. Kevin Huerter knotted the game at 121 with 54 seconds remaining, a basket John Collins followed up with a 13 - footer with 10 seconds left. Jimmy Butler then missed two free throws and both Ben Simmons and Wilson Chandler misfired on tip shots in the closing seconds to seal the wild win for the visitors. Huerter led the way for the Hawks with 29 points, adding three rebounds, three assists and two steals. Collins contributed 25 points, nine rebounds, two assists and one steal. Dewayne Dedmon produced 19 points, eight rebounds, seven assists and one steal. Trae Young supplied 18 points, five assists, four rebounds and two steals. De'Andre Bembry delivered 14 points, six boards, five assists and one steal. Alex Len and Jeremy Lin co - led the bench with nine points apiece. Butler paced the 76ers with 30 points and supplemented them with five assists, four rebounds and three steals. Simmons finished with 23 points, 15 assists, 10 rebounds, two steals and one block. J.J. Redick poured in 20 points while also tallying two assists, one rebound and one steal. Mike Muscala started for Embiid and offered 16 points and three rebounds among his contributions. T.J. McConnell matched Muscala's scoring and also dished out six assists, pulled down three rebounds and recorded two steals. The Hawks head back home and face the Milwaukee Bucks on Sunday afternoon, while the 76ers pay a visit to the New York Knicks on Sunday afternoon as well.",123
4943,"The Philadelphia 76ers defeated the Minnesota Timberwolves, 149 - 107, at Wells Fargo Center on Tuesday evening. The 76ers (29 - 16) demonstrated that they owned an 18 - 4 home record coming in for good reason, as they jumped out to an early 40 - 27 lead after 12 minutes. Their advantage was already an insurmountable 83 - 58 by halftime, and they continued piling on the Timberwolves (21 - 23) for the blowout victory. All five members of Philadelphia's first unit unsurprisingly hit double digits in the scoring column, and two second - unit members, Jonah Bolden and Landry Shamet, joined in on the fun with some extra minutes. The two biggest disparities on the stat sheet were in the areas of shooting and rebounding. The Sixers drained 60 percent of their attempts (including 49 percent from distance) while limiting Minnesota to a 38 percent success rate. The hosts also won the battle of the boards by a 55 - 34 margin. With the Timberwolves starters seeing limited minutes due to the sizable deficit, Derrick Rose led the way with 15 points in 22 minutes off the bench, adding four assists and two rebounds. Karl-Anthony Towns tallied 13 points, three rebounds, two assists and two steals. Andrew Wiggins supplied 12 points, four rebounds, two steals and one block. Jeff Teague, Dario Saric and Luol Deng turned in matching 11 - point tallies. Taj Gibson contributed 10 points, five rebounds, one assist, one steal and one block. Joel Embiid paced the 76ers with a 31 - point, 13 - rebound double - double that also included three assists and one block. Ben Simmons put together a near triple - double of 20 points, 11 rebounds, nine assists, three blocks and one steal. Jimmy Butler delivered 19 points, four assists, three rebounds, two steals and one block. J.J. Redick poured in 15 points and also contributed three assists. Wilson Chandler and Bolden had 14 points apiece, with Chandler notably adding five boards and four assists. Shamet finished with 12 points, four assists, three rebounds, one steal and one block. The Timberwolves head back home to face the San Antonio Spurs on Friday night, while the 76ers pay a visit to the Indiana Pacers on Thursday evening.",149
4944,"The Oklahoma City Thunder defeated the host Philadelphia 76ers, 117 - 115, at Wells Fargo Center on Saturday. Oklahoma City has miraculously won 18 - straight games over Philly heading into this matchup, as this win solidifies their ownership and makes it 19 in a row. It took quite the effort to get them there though, as Paul George capitalized on a four - point play with six seconds left to take the lead and grab the win. While the Thunder led for over 40 minutes of this game, there were still five ties and nine lead changes in total. Philadelphia really killed themselves by not taking care of the ball, as they lost the turnover differential, 17 - 10. Free-throw shooting was also critical, with the Thunder hitting 23 - of - 26 and the Sixers connecting on just 28 - of - 39. The Thunder (27 - 18) were led by Paul George, as he tallied 31 points, six rebounds, five assists and three steals. Russell Westbrook accumulated 21 points, 10 rebounds and six assists. Steven Adams totaled 16 points, nine rebounds, three assists and two blocks while Dennis Schroder led the bench with 21 points, four rebounds and two assists. The Sixers (30 - 17) were led by Joel Embiid, as he collected 31 points, eight rebounds and six assists. Ben Simmons accrued 20 points, 15 rebounds and nine assists. J.J. Redick amassed 22 points and two rebounds while Jimmy Butler generated 18 points, three rebounds, four assists, two steals and two blocks. Both teams return to action on Monday, with Oklahoma City traveling to face the struggling New York Knicks and Philly playing host to the Houston Rockets.",117
4945,"The Philadelphia 76ers defeated the visiting Houston Rockets, 121 - 93, at Wells Fargo Center on Monday evening. The contest got out to a competitive start, with the Sixers taking the early advantage, with a four - point lead after one quarter. They held the edge in the second, where they outscored the visitors by 11, to take a 65 - 50 lead by halftime. The 76ers took it to another level in the third quarter by outscoring the Rockets 29 - 13, to push their lead to 31, heading into the final frame. Despite missing Jimmy Butler (wrist), the 76ers held on for their 20th home win of the season. Joel Embiid led the 76ers with 32 points, 14 rebounds, three blocks, two steals and two assists, in 26 minutes. Landry Shamet added 18 points on 7 - of - 13 shooting, and one rebound, in 20 minutes off the bench, while J.J. Redick tallied 16 points, two rebounds, two steals, one assist and one block. The 76ers shot 49 percent from the field, including 8 - of - 23 from long range. Meanwhile, James Harden led the Rockets with 37 points on 12 - of - 26 shooting, six rebounds, three assists, two blocks and a steal, in 30 minutes. Gerald Green followed up with 18 points, two rebounds and two assists, while Kenneth Faried chipped in 13 points and six rebounds, in 23 minutes off the bench. The Rockets shot 36 percent from the field, including 11 - of - 42 from long range. The Rockets (26 - 20) will look to bounce back as they take on the Knicks in New York on Wednesday. The Sixers (31 - 17) play host to the Spurs on Wednesday.",121
4946,"The Philadelphia 76ers defeated the San Antonio Spurs, 122 - 120, at Wells Fargo Center on Wednesday evening. The 76ers (32 - 17) finished a tightly contested and high - scoring first half with a slim 67 - 64 advantage. Nevertheless, the Spurs (27 - 22) stayed hot on their tail, and they held a seemingly solid 120 - 112 lead with 2:48 remaining following a Marco Belinelli three - pointer. However, that's when Philadelphia went to work, rattling off 10 unanswered points to seal the win. Wilson Chandler's block of a DeMar DeRozan layup with 8 seconds remaining was critical, as the home squad held just a 121 - 120 edge at the time. DeRozan paced the Spurs with 26 points, adding nine rebounds, three assists, two steals and one block. Patty Mills poured in 17 points. Rudy Gay matched Mills' scoring total and added four rebounds, three assists and two steals. Belinelli poured in 16 points and also contributed two rebounds, one assist and one block. Derrick White finished with 15 points, five assists, four rebounds, two steals and one block. Bryn Forbes supplied 14 points, six boards and two assists. LaMarcus Aldridge registered 13 points, six assists, five rebounds, three blocks and one steal. Joel Embiid led the 76ers with a 33 - point, 19 - rebound double - double that also included three assists and one block. Ben Simmons tallied 21 points, 15 assists, 10 rebounds and one steal. J.J. Redick delivered 19 points, three rebounds, three assists and one block. Landry Shamet finished with 14 points, two assists and three steals. T.J. McConnell compiled 10 points, eight assists, two rebounds and one steal. The Spurs remain on the road and next tangle with the New Orleans Pelicans on Saturday evening, while the 76ers pack their bags and take on the Denver Nuggets on Saturday night as well.",122
4947,"The Toronto Raptors defeated the host Philadelphia 76ers, 119 - 107, at Wells Fargo Center on Tuesday. In a battle between two of the top teams in the Eastern Conference, Toronto led throughout. In fact, a 40 - 28 first quarter really set the tone, as they led by at least six points for the final three quarters. Offensive rebounding was huge for the Raptors, as they won that battle, 15 - 5. Toronto also won the points in the paint battle, 56 - 44 while out - assisting the Sixers, 27 - 20. Toronto also won the turnover differential, 18 - 13, which allowed them to win the points off turnover battle, 30 - 16. The Raptors (39 - 16) were led by Kawhi Leonard, as he finished with 24 points, seven rebounds, three assists and three steals. Kyle Lowry amassed 20 points, six assists and two steals. Pascal Siakam accrued 16 points, six rebounds and two assists while Serge Ibaka totaled 20 points, 10 rebounds and three assists. The Sixers (34 - 20) were led by Joel Embiid, as he accumulated 37 points, 13 rebounds, two assists and three blocks. Ben Simmons collected 20 points, seven rebounds, six assists and three steals, Jimmy Butler generated 18 points, five assists and two steals. Furknan Korkmaz led the bench with 11 points. On deck for Toronto is a road matchup versus the Atlanta Hawks on Thursday. As for Philadelphia, they play host to the Denver Nuggets on Friday for their next fixture.",119
4948,"The Philadelphia 76ers defeated the visiting Denver Nuggets, 117 - 110, at Wells Fargo Center on Friday evening. The 76ers got out to a great start at home, with a 33 - 23 lead after one quarter. However, the Nuggets returned the favor in the second, where they outscored the Sixers 33 - 23, to tie it up at 56 by halftime. The contest stayed tight through the third, as the 76ers came out with a one - point advantage heading into the final frame. The Nuggets took the lead early in the fourth, but the 76ers closed the game on a 14 - 7 run to seal their first win with their new - look squad, now featuring Tobias Harris. Harris finished with 14 points on 6 - of - 12 shooting, eight rebounds, three assists and one steal, in 32 minutes. J.J. Redick led the 76ers with 34 points on 11 - of - 15 shooting, three rebounds and three assists, while Jimmy Butler tallied 22 points, seven rebounds, five assists and three steals. The 76ers shot 50 percent from the field, including 10 - of - 22 from deep. Meanwhile, Nikola Jokic led the Nuggets with 27 points, 10 rebounds, 10 assists and three steals, in 35 minutes. Jamal Murray followed up with 23 points, six assists, five rebounds and a block, while Will Barton added 14 points, eight rebounds and seven assists. The Nuggets shot 49 percent from the field, including 6 - of - 26 from long range. The Nuggets (37 - 18) will look to bounce back as they play host to the Heat on Monday. The 76ers (35 - 20) play host to the Lakers on Sunday.",117
4949,"The Philadelphia 76ers defeated the Los Angeles Lakers, 143 - 120, at Wells Fargo Center on Sunday afternoon. The Lakers (28 - 28) were fresh off a miracle win over the Boston Celtics on Thursday night, but they were faced with just as tough a test Sunday against the 76ers (36 - 21). Los Angeles looked up to the task early, taking a 40 - 39 lead in a high - scoring first quarter. However, Philadelphia turned the game around in the middle periods, outscoring their visitors by a 70 - 54 margin during that stretch. The Sixers then added another eight points to their edge for good measure in the fourth. With 263 combined points, there was naturally no shortage of impressive shooting - - the Lakers drained 52 percent of their attempts, while the hosts generated a 58 percent success rate from the floor, including 50 percent from three - point range. Kyle Kuzma led the way for the Lakers with 39 points, adding three rebounds and one assist. JaVale McGee generated a 21 - point, 13 - rebound double - double that also included one assist, one steal and one block. Brandon Ingram tallied 19 points, four rebounds and four assists. LeBron James contributed 18 points, 10 boards and nine assists. Reggie Bullock had just two points over 31 minutes in his team debut. Joel Embiid paced the 76ers with a 37 - point, 14 - rebound double - double that also included three assists and one steal. Tobias Harris supplied 22 points, six rebounds, six assists and a block. J.J. Redick poured in 21 points and added five assists, two rebounds and two steals. Jimmy Butler turned in 15 points, four rebounds and three assists. T.J. McConnell registered 13 points off the bench, while Boban Marjanovic furnished 10. Ben Simmons had just eight points on 3 - for - 13 shooting and also dished out seven assists, hauled in three rebounds and recorded a steal and a block apiece. The Lakers remain on the road and visit the Atlanta Hawks on Tuesday night, while the 76ers remain home for a showdown against the Boston Celtics on Tuesday evening.",143
4950,"The Boston Celtics defeated the host Philadelphia 76ers, 112 - 109, at Wells Fargo Center on Tuesday. In a battle between two of the Eastern Conference elite, this game came down to the wire. In fact, neither team ever led by more than 10 points, as there were nine ties and eight lead changes in total. Defense was the difference for Boston, as they recorded nine steals while winning the turnover differential, 14 - 6. Three-point shooting was also critical, with the Celtics connecting on 13 - of - 29 while the Sixers hit just 9 - of - 27. Bench production was also decisive, with Boston outscoring Philly's bench, 39 - 21. The Celtics (36 - 21) were led by Gordon Hayward, as he provided 26 points, four rebounds and three assists off the bench. Al Horford led the starters with 23 points, eight rebounds, five assists and four steals. Jayson Tatum finished with 20 points, 10 rebounds, two steals and two blocks. Marcus Morris accrued 17 points, eight rebounds and two assists. The Sixers (36 - 21) were led by Joel Embiid, as he tallied 23 points, 14 rebounds, three assists and two blocks. Jimmy Butler amassed 22 points and nine boards. J.J. Redick accrued 16 points, three rebounds and two assists while Ben Simmons collected 16 points, five rebounds, five assists and two steals. Both teams have to play the second half of a back - to - back set on Wednesday, with Boston playing host to the Detroit Pistons and Philly traveling to face the New York Knicks.",112
4951,"The Philadelphia 76ers defeated the Miami Heat, 106 - 102, at Wells Fargo Center on Thursday evening. The 76ers (38 - 21) came into the contest sans their most dominant player, as Joel Embiid had already been ruled out Wednesday due to lingering knee soreness. That thrust the recently acquired Boban Marjanovic into the starting lineup, a development that led to excellent results. The seven - footer contributed a 19 - point, 12 - rebound double - double over a modest 27 minutes, adding two assists and one block. However, the Heat (26 - 31) put quite the scare into their hosts, outscoring them by a 25 - 16 margin in the third quarter to take a two - point lead into the final period. Miami ultimately held a slim one - point edge with just under two minutes to go, but Philadelphia finished on an 8 - 4 run to seal the hard - fought victory. Dwyane Wade paced the Heat with 19 points, adding six assists, four rebounds, one steal and one block. Dion Waiters produced 18 points, five boards, one assist and three steals. Kelly Olynyk furnished 15 points, six rebounds and three assists. Josh Richardson totaled 13 points, five assists, two rebounds and one block. Justise Winslow stuffed the stat sheet with 11 points, seven rebounds, five assists and three steals. Tobias Harris led the 76ers with a 23 - point, 11 - rebound double - double that also included one assist and one block. Ben Simmons turned in 21 points, seven rebounds, four assists, one steal and one block. Jimmy Butler supplied 18 points, six rebounds, six assists and one steal. J.J. Redick poured in 13 points and added six rebounds, three assists and one block. The Heat returns home to face the Detroit Pistons on Saturday evening, while the 76ers remain home to tangle with the Portland Trail Blazers on Saturday afternoon.",106
4952,"The Portland Trail Blazers defeated the Philadelphia 76ers, 130 - 115, at Wells Fargo Center on Saturday afternoon. The Trail Blazers (36 - 23) have been anything but road warriors this season, as they came in having notched only 11 of their 35 victories outside of their home floor of Moda Center. However, coming off a convincing win Thursday against the Nets, Portland got off to a fast start against the Joel Embiid-less 76ers (38 - 22), forging a 59 - 56 halftime lead. The visitors then truly separated in the third, outscoring Philadelphia by a 41 - 26 margin to essentially seal the win. Both teams shot well, but it was on the boards where the Blazers distinguished themselves with a 53 - 33 rebounding advantage. Jusuf Nurkic paced the Trail Blazers with 24 points, adding 10 rebounds and four assists. Damian Lillard followed with 17 points, supplementing them with eight assists, six rebounds and one steal. Enes Kanter furnished 16 points, eight boards and four assists. Al-Farouq Aminu and C.J. McCollum contributed matching 15 - point tallies while hauling in six and five rebounds, respectively. Maurice Harkless delivered 13 points, five rebounds, two assists, three steals and two blocks. Ben Simmons led the 76ers with a 29 - point, 10 - assist double - double that also included seven rebounds. Tobias Harris registered 20 points, eight rebounds, one steal and one block. Mike Scott and Jimmy Butler generated matching 15 - point, two - assist lines. J.J. Redick had just seven points on 1 - for - 10 shooting, while Boban Marjanovic managed just four points, five rebounds, two assists and one steal across 19 minutes. The Trail Blazers are back in action Monday night versus the Cavaliers, while the 76ers pay a visit to the New Orleans Pelicans on Monday evening as well.",130
4953,"The Golden State Warriors defeated the Philadelphia 76ers, 120 - 117, at Wells Fargo Center on Saturday evening. The Warriors (44 - 19) were playing short - handed, considering Klay Thompson had been ruled out earlier in the day due to knee soreness. They were further depleted when Alfonzo McKinnie, who drew the start for Thompson, eventually exited the game with a hip injury. However, Golden State managed to claw back from a 12 - point halftime deficit to enter the final period with a three - point advantage. The 76ers (40 - 23) drew even at 111 with as little as 3:21 remaining, but the defending champs subsequently went on an 8 - 3 run to create enough cushion for the narrow victory. Kevin Durant paced the Warriors with 34 points, adding five rebounds and five assists. Stephen Curry generated 28 points, four rebounds, two assists and four steals. DeMarcus Cousins supplied 25 points, eight rebounds, two steals and one block. Damion Lee poured in 12 points to lead the bench. Draymond Green delivered six points, 10 assists, nine rebounds and three steals. Ben Simmons led the 76ers with a 25 - point, 15 - rebound, 11 - assist triple - double that also included three steals. Jimmy Butler pitched in 21 points, nine boards, two assists, one steal and one block. Mike Scott netted 22 points to lead the bench. Tobias Harris managed 20 points, nine rebounds and three assists. Jonah Bolden registered 12 points, three rebounds, two assists and two blocks. The Warriors head back home to face the Boston Celtics on Tuesday night, while the 76ers remain home to tangle with the Orlando Magic on Tuesday evening as well.",120
4954,"The Philadelphia 76ers defeated the visiting Orlando Magic, 114 - 106, at Wells Fargo Center on Tuesday. A 39 - 34 first quarter really set the tone for Philly in this game, as they led for all but a few minutes. With that said, they never led by more than 13 points, as it was close until the final seconds. Free-throw shooting was the difference, with the Sixers hitting 19 - of - 21 from the charity stripe while the Magic connected on just 9 - of - 12. Rebounding was also huge, with Philadelphia winning that battle, 50 - 44. The 10 steals recorded by the Sixers were decisive as well, with Orlando picking up just four. The Magic (30 - 36) were led by Evan Fournier, as he tallied 25 points, two rebounds and two assists. Aaron Gordon accrued 24 points, nine rebounds and three assists. Jonathan Isaac amassed 16 points and five boards while Nikola Vucevic finished with 12 points, 12 rebounds and two assists. The Sixers (41 - 23) were led by J.J. Redick, as he totaled 26 points and five boards. Tobias Harris accumulated 21 points, 12 rebounds, five assists and two steals. Ben Simmons finished with 16 points, 13 rebounds, eight assists and two steals while Mike Scott led the bench with 11 points and five boards. On deck for Philly is a road matchup versus the Chicago Bulls on Wednesday. As for Orlando, they play host to the Dallas Mavericks on Friday for their next fixture.",114
4955,"The Philadelphia 76ers defeated the visiting Indiana Pacers, 106 - 89, at Wells Fargo Center on Sunday. A win for Philly here would tie them with Indiana for the three - seed in the east, as they won this game in dominating fashion. While there were 10 ties and seven lead changes in the first half, the Sixers rode a 55 - 30 second half to victory. Their defense was key, as they held the Pacers to 37 percent from the field and 31 percent from three - point range while forcing 14 turnovers. Free-throw shooting was critical too, with Philly hitting 23 - of - 30 and Indiana connecting on 22 - of - 37. The Pacers (42 - 25) were led by Bojan Bogdanovic, as he tallied 18 points, five rebounds, two assists and two steals. Darren Collison accrued 14 points, four rebounds and two assists. Thaddeus Young amassed nine points, nine rebounds and three assists while Domantas Sabonis returned to provide nine points, six rebounds and six assists. The Sixers (42 - 25) got Joel Embiid back from an eight - game absence, as he collected 33 points, 12 rebounds and two steals. Tobias Harris accumulated 16 points, eight rebounds and four assists. Ben Simmons totaled 15 points, four rebounds and six assists while Jimmy Butler finished with 12 points, four rebounds and four assists. Both teams return to action on Tuesday, with Indiana playing host to the struggling New York Knicks and Philly welcoming the Cleveland Cavaliers to Wells Fargo Center.",106
4956,"The Philadelphia 76ers defeated the Cleveland Cavaliers, 106 - 99, at Wells Fargo Center on Tuesday evening. The 76ers (43 - 25) opened the game playing like a team clearly superior to its opponent, as they built a 24 - 12 lead through one quarter. However, the Cavaliers (17 - 51) went on to outscore them by a 65 - 57 margin during the middle periods, setting up a tight fourth quarter. Cleveland held a 97 - 96 lead with as little as 2:53 remaining, but Philadelphia was able to finish on a 10 - 2 run for the victory. Collin Sexton paced the Cavaliers with 26 points, adding two rebounds and one assist. Cedi Osman supplied 18 points, eight rebounds, four assists and two steals. Jordan Clarkson provided 13 points, five rebounds and two assists. Ante Zizic generated 12 points, five boards and two assists. Brandon Knight delivered 11 points, five rebounds and two steals. Ben Simmons led the 76ers with 26 points and also posted 10 rebounds, eight assists and one steal. Joel Embiid turned in a 17 - point, 19 - rebound double - double that also included five assists, four blocks and one steal. J.J. Redick matched Embiid's scoring, while James Ennis III managed 12 points, seven rebounds, two assists and one block. Tobias Harris and Boban Marjanovic contributed matching 11 - point tallies while also hauling in nine and five rebounds, respectively. The Cavaliers remain on the road and take on the Orlando Magic on Thursday night, while the 76ers remain home and face off with the Sacramento Kings on Friday evening.",106
4957,"The Philadelphia 76ers defeated the visiting Sacramento Kings, 123 - 114, at Wells Fargo Center on Friday. While Philadelphia led for the majority of this game, it was close throughout. In fact, there were eight ties and seven lead changes in total, as the Sixers never led by more than 13 points. The Sixers did most of their damage in the first and third quarters, outscoring the Kings, 70 - 60. Philadelphia ended up shooting 51 percent from the field and 89 percent from the free - throw line. They also outrebounded the Kings on the defensive end, 39 - 30. The Kings (33 - 35) were led by Harrison Barnes, as he tallied 16 points, six rebounds and three assists. De'Aaron Fox finished with 16 points, two rebounds and six assists. Buddy Hield totaled 14 points and five rebounds while Willie Cauley-Stein generated 13 points, seven rebounds and two assists. The Sixers (44 - 25) were led by Jimmy Butler, as he collected 22 points, six rebounds, seven assists and two steals. Joel Embiid finished with 21 points, 17 rebounds, three assists and four blocks. J.J. Redick totaled 19 points and four assists while Tobias Harris accumulated 19 points, seven rebounds and four assists. Both teams return to action on Sunday, with Philadelphia traveling to face the dangerous Milwaukee Bucks and Sacramento playing host to the Chicago Bulls.",123
4958,"The Philadelphia 76ers defeated the visiting Boston Celtics, 118 - 115, at Wells Fargo Center on Wednesday evening. The Celtics got out to a good start at home, with a 39 - 30 lead after one quarter. They stayed in control and pushed their lead to 15, mid way through the second, before they settled on an 11 - point lead by halftime. The 76ers came out stronger in the third and managed to tie the score at 82, with four minutes left in the quarter. However, the Celtics rallied to take a five - point lead by the end of the quarter. They quickly pushed their lead to nine, early in the fourth, but the Sixers kept fighting and overtook the lead, 109 - 7, with three minutes to go. The Celtics were scrambling and managed to tie it up one more time, nonetheless, they could not claim and advantage, as the 76ers came up clutch down the stretch, to earn their sixth straight win. Joel Embiid led the Sixers with 37 points, 22 rebounds, four assists, a steal and a block, in 41 minutes. Jimmy Butler followed up with 22 points, four rebounds, and two assists, while Tobias Harris tallied 21 points, eight rebounds and three assists. The 76ers shot 38 percent from the field, including 11 - of - 33 from deep. Meanwhile, Kyrie Irving led the Celtics with 36 points, nine rebounds, four assists and a block, in 35 minutes. Al Horford added 22 points, six rebounds, five assists and a steal, while Terry Rozier chipped in 20 points, six rebounds and one assist, off the bench. The Celtics shot 47 percent from the field, including 12 - of - 32 from long range. The Celtics (43 - 29) will look to bounce back as they take on the Hornets in Charlotte on Saturday. The 76ers (47 - 25) take on the Hawks in Atlanta, on Saturday.",118
4959,"The Philadelphia 76ers defeated the visiting Brooklyn Nets, 123 - 110, at Wells Fargo Center on Thursday. While this wasn't a wire - to - wire win for the Sixers, it was as close as it gets. In fact, Philly held the lead for the final 45 minutes, as a 38 - 23 first quarter allowed them to take control for the final three quarters. In fact, Brooklyn never got the game within five points from there and never got within a nine - point margin in the fourth quarter. Three-point shooting was the difference in the game, with the Sixers hitting 12 - of - 25 and the Nets connecting on just 11 - of - 32. Philly's defense was also huge, as they recorded 10 steals to Brooklyn's four while winning the turnover differential, 15 - 9. The Nets (38 - 38) were led by Joe Harris, as he tallied 22 points and three rebounds. D'Angelo Russell went just 6 - of - 19 from the field to finish with 13 points, four rebounds, eight assists and seven turnovers. Rondae Hollis-Jefferson was huge off the bench, providing 19 points, 10 rebounds and two assists. Caris LeVert accumulated 18 points, four rebounds and three assists off the bench as well. The Sixers (48 - 27) were led by Joel Embiid, as he collected 39 points, 13 rebounds, six assists and three steals. J.J. Redick amassed 18 points, three rebounds and three assists. Ben Simmons accrued 16 points, four rebounds and eight assists while Tobias Harris totaled six points, 10 rebounds and four assists. Both teams return to action on Saturday, with Brooklyn playing host to the Boston Celtics and Philly traveling to face the injury - riddled Minnesota Timberwolves.",123
4960,"The Milwaukee Bucks defeated the host Philadelphia 76ers, 128 - 122, at Wells Fargo Center on Thursday. These teams have played competitively all season long and this game was no different. In fact, there were nine ties in this game with neither team ever attaining a double - digit lead. Milwaukee made the run that mattered most, as they finished the game on a 15 - 4 run after trailing by five points with less than three minutes remaining. Rebounding was key for Milwaukee, as they outrebounded Philly, 50 - 43. Getting to the free - throw line was huge as well, with the Bucks connecting on 32 - of - 43 while the Sixers hit just 14 - of - 18. The Bucks dominated scoring down low too, outscoring the Sixers in the paint, 48 - 28. The Bucks (59 - 20) were led by Giannis Antetokounmpo, as he tallied 45 points, 13 rebounds, six assists and five blocks. Eric Bledsoe played just two minutes, as he got ejected for throwing the ball at Joel Embiid. Khris Middleton finished with 22 points, three rebounds, four assists and two steals. George Hill led the bench with 20 points, five rebounds and five assists. The Sixers (49 - 30) were led by Joel Embiid, as he collected 34 points, 13 rebounds, 13 assists, two steals and three blocks. J.J. Redick totaled 29 points, two rebounds and three assists. Ben Simmons accrued six points, four rebounds and 13 assists. Mike Scott totaled 22 points and three boards while Tobias Harris generated 13 points, nine rebounds and three assists. On deck for Milwaukee is a home matchup versus the Brooklyn Nets on Saturday. Philly also returns to action on Saturday, as they travel to face the Chicago Bulls.",128
4961,"The Philadelphia 76ers defeated the visiting Chicago Bulls, 125 - 109, at Wells Fargo Center on Wednesday evening. The Sixers got out to a great start at home, with a 32 - 20 lead after one quarter. They kept the same energy in the second and outscored the visitors by eight in the quarter, to take a 20 - point lead by halftime. The Bulls did not have much to offer in the third, as they were outscored by 13 in the quarter and trailed by 33, entering the final frame. However, they pulled together in the fourth with a massive rally, outscoring the Sixers 45 - 28 in the quarter, but it was too little, too late, as the Bulls closed out their season with a third straight loss. The Sixers were able to come through with a win despite Joel Embiid (knee) and the rest of the usual starters (rest) sidelined. Jonathan Simmons led the 76ers with 20 points, seven rebounds, five assists and one block, in 29 minutes. Boban Marjanovic added 18 points, eight rebounds, six assists and two blocks, while T.J. McConnell finished with 18 points, six assists, two rebounds and a block. The 76ers shot 56 percent from the field, including 12 - of - 26 from long range. Meanwhile, seven players scored in double digits for the Bulls, led by Walter Lemon Jr., who finished with 20 points, six rebounds and four assists, in 28 minutes. Ryan Arcidiacono finished with 14 points, six rebounds, six assists and one steal, while Timothe Luwawu-Cabarrot tallied 14 points, four rebounds and two assists. The 76ers will begin their playoff run against the Nets in the first round.",125
4962,"The Milwaukee Bucks defeated the visiting Indiana Pacers, 118 - 101, at Fiserv Forum on Friday evening. The Pacers jumped out to a quick 80 lead, but the Bucks answered back with a 13 - 2 run to take the upper hand. The Bucks did not look back from there, as they pushed the lead to nine before settling on a 30 - 25 lead heading into the second. They kept their foot on the gas and quickly pushed their lead to 11, and although the Pacers made a push, the Bucks maintained their cushion and took a 62 - 53 lead into halftime. The third quarter once again belonged to Milwaukee, as the Buck outscored the Pacers 31 - 23 in the quarter, to take a 93 - 76 lead into the final frame. The Pacers battled hard but the Bucks matched them point for point in the fourth, to walk away with their second straight win. Giannis Antetokounmpo led the way for Milwaukee, with 26 points, 15 rebounds, five assists, two steals and one block, in 31 minutes. Khris Middleton followed up with 23 points, four rebounds, four assists and one steal, while Malcolm Brogdon tallied 15 points, seven assists, four rebounds and two steals. The Bucks shot 47 percent from the field, including 17 - of - 47 from long range. Meanwhile, Victor Oladipo led the Pacers with 25 points, five rebounds, one assist and one block, in 31 minutes. Doug McDermott chipped in 14 points on 5 - of - 8 shooting, in 20 minutes off the bench, while Myles Turner added 11 points, four rebounds and one block. The Pacers shot 44 percent from the field, including 6 - of - 18 from long range. The Pacers (1 - 1) will be right back in action as they play host to the Nets on Saturday. The Bucks (20) play host to the Knicks on Monday.",118
4963,"The Milwaukee Bucks defeated the New York Knicks, 124 - 113, at Fiserv Forum on Monday night. The Bucks (30) and the Knicks (1 - 3) delivered an intense game in the second half, as Milwaukee looked totally in control of the game in the first half (71 - 52) but the Knicks flipped the script and a 35 - 17 third - quarter gave Milwaukee a one - point advantage heading into the final 12 minutes of action. At one point the game was tied at 100 - 100, but the Bucks pulled away late for good and ended winning by a relatively comfortable margin thanks to good execution on offense and an improvement on the defensive end down the stretch. Giannis Antetokounmpo was the best player for the Bucks and once again filled the stat sheet admirably with 31 points, 15 rebounds, four assists and two blocks, but he wasn't the only Milwaukee player who stood out offensively. Khris Middleton contributed with 30 points and seven rebounds, while Eric Bledsoe chipped in with a double - double with 16 points and 13 assists. Brook Lopez added 13 points with four rebounds. Tim Hardaway Jr. led the way for the Knicks with 24 points but he only shot 10 - of - 23 from the field and 3 - of - 9 from three - point range. Enes Kanter contributed with a double - double of 14 points and 13 rebounds, while Trey Burke had 19 points, five boards and four assists. Mario Hezonja had a strong game off the bench with 18 points, four rebounds, three assists and two blocks.",124
